decision,notes,tag,story_id,story_url,hebrew_extract,why_suggested,edition,confidence
confirm,,practice:music,Shivhei-Habesht_0050A,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0050A,"שמעתי מהרב דקהלתינו וגם מהרב דק""ק פולנאי שבק""ק איזבארז נתראו בבה״כ של נשים שני לצים והיו מפחדים הנשים עד שהוכרחו לעזוב את הב""הכ…",The story explicitly describes the Baal Shem Tov singing 'Lecha Dodi' and attributes the creation of spirits to a cantor and bass singer's performance in the synagogue.,Shivhei-Habesht,high
confirm,,practice:music,Khal-Hasidim_0252,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0252,מובן ממילא כי מכל אנשי העיר לא נשאר אף תינוק בעריסם אשר לא יצאו לקראת הרב בתופים ובכל כלי שיר וכה הובילו אותו העירה בכבוד ההדר…,"The text explicitly describes the people of Krakow welcoming the Rema with drums, musical instruments, and flutes (בתופים ובכל כלי שיר, והחליל מכה).",Khal-Hasidim,high
confirm,,practice:music,Khal-Hasidim_0062,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0062,"למען נסות את הבעש""ט אם יכיר אם לא ואח״כ לסעודת ליל ש״ק באו כל חשובי העיר ואחרי אשר עשה הבעש""ט קידוש כדרכו וזמרו זמירות ואכלו דגים…",The text explicitly mentions singing Shabbat hymns ('וזמרו זמירות') during the meal with the Baal Shem Tov.,Khal-Hasidim,high
confirm,,practice:music,Khal-Hasidim_0011,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0011,גם בא מוכסין אחד שנתרועע מזלו מאד ו הבעש״ט ראה שמה״מ רוקד אחריו ואמר לו דברים כבושים שישוב בתשובה ומה לך לילך אחר קניני עה״ז מוטב…,The story explicitly describes the character reciting the confession (Vidui) on his deathbed with a melody (niggun).,Khal-Hasidim,high
confirm,,practice:music,Mifalot-HaZadikim_0001,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0001,אז ניחם אותה דודה הנ״ל ודיבר על לבה ואמר לה תשב עמי ותחשב כאחת מבנותי אכול ושתה וטוב לך ואי״ה וירחם על ימי נעורך ויחזור לך אבידתך…,The story depicts a public musical performance with instruments ('מאזיקע') used as a plot device for the protagonist to recognize her husband.,Mifalot-HaZadikim,high
confirm,,practice:music,Shivhei-Habesht_0007,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0007,גם בא מוכסין אחד שנתרועע מזלו מאוד ו הבעש״ט ראה שמה״מ רוקד אחריו ואמר לו דברים כבושים שישוב בתשובה ומה לך לילך אחר קניני עה״ז…,The text explicitly describes the dying tax collector reciting the Vidui (confession) with a melody (niggun).,Shivhei-Habesht,high
confirm,,practice:music,Khal-Hasidim_0143,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0143,ולכבודה עשו בשבת זו סעודה באכסניא שלה ואכלו כל אנשי שם לכבודה בכדי לנחמה מעט אבל היא לא קיבלה תנחומין ויהי בסעודה השלישית נתאספו…,Sang zemiros as customary at the third meal (וישירו זמירות כנהוג).,Khal-Hasidim,high
confirm,,practice:music,Khal-Hasidim_0156,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0156,"ופ""א חלה ונטה למות ואינגד ואתנח והוא הי׳ דרכו להתפלל מאוד בכוונה ובפרט תפלת ערבית והי׳ מקפיד על מי שאינו שאיני מתפלל מעריב מערב…",Said Torah and hymns/zemiros (תורה ושירות) at the meal.,Khal-Hasidim,medium
confirm,,practice:study,Mifalot-HaZadikim_0026,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0026,ויהי כאשר תמו ימי בכי אבל רבי הקדוש הלכתי לעיר הנ״ל ושאלתי אותם איה הקדוש ר׳ משה שטשאגיל ויענוני לא היה בזה קדוש ר׳ משה שטשאגיל…,"The story explicitly describes characters engaging in Torah study, specifically the 'poor man' reciting deep Torah discourses to the Rebbe and his past years of nocturnal study in a ruin.",Mifalot-HaZadikim,high
confirm,,practice:study,Mifalot-HaZadikim_0027,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0027,אח״כ אמרו לו שבת טוב וענה להם שנה רעה יבא אליכם וכאשר רצו לומר הזמר שלום עליכם הרגיז עליהם בבזיונות וחירופים עד שהוכרחו לשתוק…,The story explicitly mentions the characters fulfilling the third meal requirement through Torah study and later engaging in the innovation of Torah secrets (Pardes).,Mifalot-HaZadikim,high
confirm,,practice:study,Khal-Hasidim_0004,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0004,"אני עושה לבעלי ג""כ וישאל אותה אם יש אצלם מרחץ ותאמר יש וגם בית טבילה ויאמר למה לכםבית הטבילה ותאמר בעלי הוא אדם כשר והולך בכל יום…",The text explicitly states that the character built a house of seclusion where he would pray and study (לומד) all day and night.,Khal-Hasidim,high
confirm,,practice:study,Shivhei-Habesht_0020,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0020,"שמעתי מר' פאלק הנ""ל כשנסע ר׳ גרשון מ קוטיב מא״י לחוץ לארץ לשדך את בניו אמר אגב אורחא ת""ל שעברתי את הים אסע לגיסי בעש״ט ז""ל ובא…","The text explicitly depicts R' Gershon performing 'Shnayim Mikra ve-Echad Targum' (שמו״ת), which is a ritualized form of Torah study.",Shivhei-Habesht,high
confirm,,practice:study,Shivhei-Habesht_0197,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0197,מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר…,The story explicitly depicts the Besht teaching the Preacher of Polonnoye mystical secrets (Zohar and Tikkunim) and the language of animals during their journey.,Shivhei-Habesht,high
confirm,,practice:study,Khal-Hasidim_0102,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0102,"ויפג לבו כי לא האמין לו ובפרט שהשר הזה הוא שונא ישראל אשר זה ט""ו שנה שאינו רוצה שידור שום בר ישראל בכפר שלו וכשבא לבית לא רצה…",The story explicitly describes the son's transformation into a character who is 'diligent in his study' (מתמיד בלימודו) and 'outstanding in Torah'.,Khal-Hasidim,high
confirm,,practice:study,Khal-Hasidim_0185,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0185,והלכתי לחוץ ומצאתי את הנער עומד אצל החלון ולקחתי אותו בידו והולכתיו לאמו וכאשר שב נפש הנער אל קרבו שאלתיו כי יספר לי מה הי׳ לו…,The story explicitly depicts the Maggid 'saying Torah' (teaching) multiple times and his disciples gathering to listen and learn.,Khal-Hasidim,high
confirm,,practice:study,Mifalot-HaZadikim_0007,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0007,ויהי כאשר לקח הרב הצדיק ר״מ את הכף עם המאכל והריח בו אמר להרב ר״י הנה ריח המאכל ריח ג״ע והשו״ב שבכאן י״ש מאד לא ראיתי כמותו ואי״ה…,The story explicitly describes the protagonist's process of learning the laws of ritual slaughter (dinim) and practicing the craft under a teacher's guidance.,Mifalot-HaZadikim,high
confirm,,practice:study,Khal-Hasidim_0086,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0086,"מעשה כשבא הבעש״ט לק""ק מעזיבוז לא היה חשוב בעיני החסידים היינו הרה""ק ר' זאב קיצעס והרה""ק ר' דוד פורקעס מחמת השם שקראו אותו בעש״ט…",The story explicitly depicts the Baal Shem Tov teaching Torah and engaging in a dialectical exchange (kushya and teretz) within a heavenly Yeshiva.,Khal-Hasidim,high
confirm,,practice:study,Khal-Hasidim_0031,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0031,"שמעתי מר' פאלק הנ""ל כשנסע הר""ג מ קיטוב מ א""י לחוץ לארץ לשדך את בניו אמר אגב אורחא ת""ל שעברתי את הים אסע לגיסי הבעש״ט ובא אליו…","The story explicitly describes Rabbi Gershon performing 'Shnayim Mikra ve-Echad Targum' (reviewing the weekly Torah portion), which is a formal act of Torah study.",Khal-Hasidim,high
confirm,,practice:study,Sipurei-Zadikim_0013,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0013,ויעשו כן ויהי כאשר באו סמוך ל לובלין ויצאו לקראתו לקרתו המון רב ויקבלו אותו בשמחה רבה ובכבוד גדול ויהי ביום השבת אחר הדרשה בסעודה…,The story explicitly describes the Rabbi of Ostroh's daily custom of closing himself in the synagogue to study Torah until midday.,Sipurei-Zadikim,high
confirm,,practice:study,Khal-Hasidim_0036,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0036,"ואנכי הייתי קודם יהודי ואח""כ נפלתי לעמקי הקליפות כי חכם גדול הייתי ונשמה קדושה היתה לי ו הבעש""ט בחסדו הוציאני ממעמיקי הקליפות כי…",The text explicitly describes the wealthy protagonist as someone who 'sits and studies all day' (יושב ולומד כל היום).,Khal-Hasidim,high
confirm,,practice:study,Shivhei-Habesht_0035,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0035,"וקיבל על עצמו מיתה אבל אנקם מהם בדבר ובחרב ר""ל ושאלתי אותו מה תעשה באשתך הרבנית ואמר שאקח אותה מהם ושכחתי ממנו לשאול אם בחיים או…",The story explicitly depicts R. Eliezer of Tomashpol engaging in the act of studying/reading a book (Hemdat Yamim) before sleep.,Shivhei-Habesht,high
confirm,,practice:study,Shivhei-Habesht_0112,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0112,"מעשה כשבא הבעש״ט לק""ק מעזיבוז לא הי' חשוב בעיני החסידים היינו ר׳ זאב קוצעס ור׳ דוד פורקעס מחמת השם שקראו אותו בעש״ט כי שם זה אינו…","The story explicitly depicts the Besht teaching Torah, posing a scholarly question (kushiya), and providing an answer (teretz) within a heavenly yeshiva.",Shivhei-Habesht,high
confirm,,practice:study,Khal-Hasidim_0012,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0012,"והחריד את הגזלנים וינתק השבוים ממאסרם ובאין אומר ודברים לקח את הבעש״ט עם רצ""ס להספינה ויסע אותם עד הביאם ביום שביעי של פסח ל…",The story explicitly depicts the Besht sitting in the Beit Midrash (study hall) all day and refers to the previous teaching and learning between him and his scribe.,Khal-Hasidim,high
confirm,,practice:study,Mifalot-HaZadikim_0014,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0014,ויהי בבוקר ובא האומן הנ״ל לביתו ליקח הטו״ת כדרכו בכל יום וכאשר נכנס על פתח הבית וראה אותו הבעה״ב עמד מפניו מלא קומתו ואמר לו רבי…,"The story depicts a specific scene where the Rabbi asks Elijah the Prophet for an interpretation of a Midrashic text, which is then explained using teachings from the 'Academy on High'.",Mifalot-HaZadikim,high
confirm,,practice:study,Shivhei-Harav_0016,https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0016,וגם אנכי אמרתי לו כי הוא עלם יקיר כו' ויצו עליה מורי שתלך לביתה והוא יצא תיכף לבוש בבגדי שבת והתחיל לומר תורה על פסוק נפש כי תחטא…,The story explicitly depicts the Maggid of Mezeritch delivering multiple Torah discourses (saying 'Torah') to his disciples.,Shivhei-Harav,high
confirm,,practice:study,Khal-Hasidim_0035,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0035,"וקיבל על עצמו מיתה אבל אנקם מהם בדבר ובחרב ר""ל ושאלתי אותו מה תעשה באשתך הרבנית ואמר שאקח אותה מהם ושכחתי ממנו לשאול אם בחיים או…",The story explicitly mentions R. Eliezer of Tomashpol looking into/studying the book Hemdat Yamim (עיינתי בספר) before going to sleep.,Khal-Hasidim,high
confirm,,practice:devekut,Mifalot-HaZadikim_0026,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0026,ויהי כאשר תמו ימי בכי אבל רבי הקדוש הלכתי לעיר הנ״ל ושאלתי אותם איה הקדוש ר׳ משה שטשאגיל ויענוני לא היה בזה קדוש ר׳ משה שטשאגיל…,"The story depicts the recitation of secret Torah with 'great enthusiasm' (hitlahavut) and melody in a secluded room, representing a state of mystical communion.",Mifalot-HaZadikim,high
confirm,,practice:devekut,Khal-Hasidim_0026,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0026,"וגם שמעתי ממנו אבל לא מפיו ממש בהיותו שוחט בק""ק טלטשין היה שובת הר׳ דוד הנ""ל ועשה ר' דוד מכפר חלאדווקע תנאים ושלח עגלות אחר כל…","The story describes the Baal Shem Tov in states of profound mystical ecstasy and physical trembling during prayer, explicitly noting he was 'not in this world' and had the 'Shekhinah' resting upon him.",Khal-Hasidim,high
confirm,,practice:devekut,Shivhei-Habesht_0207,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0207,ואח״כ בעת הסעודה צוה להמשרת שיתן דבש בצלוחית גדולה ונתן בקטנה אמר אין שלטון ביום המות אפי' הגבאי אינו ציית אותי ואח״כ אמר ע״כ…,"The story describes the Besht's final moments as an intentional act of communion with God, specifically mentioning his desire to 'talk a little more with the Blessed Name' and his intense mystical focus.",Shivhei-Habesht,high
confirm,,practice:devekut,Shivhei-Habesht_0015,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0015,"שמעתי ממהורר פאלק החסיד המפורסם דק""ק טיטשילנק ששמע מר' אברהם אב""ד דק""ק דובאסאר שהי' מקודם ש""ץ בבית המדרש דק""ק מעזיבוז פ""א היו…","The story describes the Besht in intense states of ecstatic prayer where he is 'not in this world,' physically trembling from the Divine Presence, and experiencing mystical communion (devekut).",Shivhei-Habesht,high
confirm,,practice:devekut,Shivhei-Habesht_0197,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0197,מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר…,"The story describes the Besht in a state of intense mystical communion, performing 'Yichudim' (unifications) with his face 'burning like torches', which is a classic depiction of the state of devekut.",Shivhei-Habesht,high
confirm,,practice:devekut,Khal-Hasidim_0202,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0202,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…",The story explicitly describes the Shpoler Zeide as 'דבוק ברעיונותיו בדברים עליונים' (cleaving in his thoughts to higher matters) during his encounter with the Hasid.,Khal-Hasidim,high
confirm,,practice:devekut,Shivhei-Habesht_0020,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0020,"שמעתי מר' פאלק הנ""ל כשנסע ר׳ גרשון מ קוטיב מא״י לחוץ לארץ לשדך את בניו אמר אגב אורחא ת""ל שעברתי את הים אסע לגיסי בעש״ט ז""ל ובא…","The story describes the Besht's long prayer characterized by trembling and mystical unifications (yichudim), which reflect an intensive state of mystical communion and cleaving.",Shivhei-Habesht,high
confirm,,practice:devekut,Shivhei-Habesht_0097,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0097,"מעשה עלילה דק""ק פאווליטש וברח הרב דק""ק קארושטיסאב הנקרא בשמו ר׳ דוד ורצה לברוח עד מדינות וואלאחאיי כי כל אנשים חשובים אשר…",The story depicts the Besht in a state of intense mystical absorption and prostration (pishut yadayim v'raglayim) to achieve communion and dialogue with the souls of martyrs.,Shivhei-Habesht,high
confirm,,practice:devekut,Khal-Hasidim_0002,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002,"ויהי בנסיעת הרב מוהר״א לביתו חלה בדרך את חליו אשר ימות בו ונפטר לעולמו והודיעו הדבר לק""ק בראד לבנו הרב הגדול והק׳ מו""ה גרשון…","The story describes the Baal Shem Tov in states of 'deep contemplation' and 'deep thought' so profound that he is oblivious to his physical surroundings, a classic depiction of devekut.",Khal-Hasidim,high
confirm,,practice:devekut,Maase-Zadikim_0016,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0016,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…","The text explicitly describes the Shpoler Zeide as 'davuq' (attached/cleaving) in his thoughts to higher realms, which is a direct reference to the practice of devekut.",maase-zadikim,high
confirm,,practice:devekut,Khal-Hasidim_0140,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0140,"ומ הרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב הרב המגיד הגדול ל הבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת…","The story depicts a profound mystical encounter where the Maggid experiences divine revelation and communion (Ma'aseh Merkavah) through the Besht's teaching, leading to a physical swoon.",Khal-Hasidim,high
confirm,,practice:devekut,Shivhei-Habesht_0002,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002,"(שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים ל הבעש״ט כי בא פ""א…","The story describes the Besht entering states of 'deep contemplation' (hitbonenut) and seclusion (hitbodedut) so intense that physical laws are suspended, reflecting mystical communion.",Shivhei-Habesht,high
confirm,,practice:devekut,Khal-Hasidim_0128,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0128,"עתה נכתוב קצת מפטירתו שהיה הסתלקותו ביום א׳ דשבועות בפסח שקודם זה הי' הרה""ק מו' פנחס מ קאריץ אצל הבעש״ט ונחלש מעט ומפני זה בעי״ט…","The story describes the Baal Shem Tov's final moments as a state of intense mystical communion, including 'speaking with God' and meditating on kavannot until losing physical articulation.",Khal-Hasidim,high
confirm,,practice:devekut,Sipurei-Zadikim_0011,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0011,וגם המלמד לא עצר ברוחו וישחק מאוד וכל רגע אשר היה זוכר בזה שחק וילינו שם ויהי ממחרת בבוקר וישאל הרר״י את המלמד האם יהיה פה מכין…,"The story describes Rabbi Israel as being 'constantly seized in the depth of his holy thoughts' and depicts Rabbi Azriel's intense, ecstatic prayer which moves all observers.",Sipurei-Zadikim,high
confirm,,practice:devekut,Shivhei-Habesht_0034,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0034,"שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול ל הבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת…","The story depicts an intense mystical encounter involving Ma'aseh Merkavah and sensory revelations (lightning, voices) that represent a peak state of communion with the Divine.",Shivhei-Habesht,high
confirm,,practice:devekut,Khal-Hasidim_0116,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0116,"מעשה הי' שהרב הק' המוכיח מו""ה ארי' ליב מ פולנאי חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מפני שנצרך לו זה לתוכחה…",The story depicts the Besht in a state of mystical communion (yichudim and a glowing face) and explains the process of perceiving the divine root within physical creatures.,Khal-Hasidim,high
confirm,,practice:devekut,Khal-Hasidim_0028,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0028,"ואח״כ הלך לבה""מד ואמר עוד דברי כבושים והתפללו כל נדרי ואמר אחר כל נדרי כי הקיטרוג הולך ומתחזק והי׳ ממהר עי״ז כל הבעלי תפלות כדי…","The story depicts the Baal Shem Tov in a profound state of mystical trance and soul ascent, traveling through spiritual worlds and halls to achieve communion and intercede with the Messiah.",Khal-Hasidim,high
confirm,,practice:devekut,Shivhei-Habesht_0185,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0185,"בק""ק אחת היו ג' אחים לומדים מופלגים ויראי ה' שנים מהם היו סרים למשמעתו של הבעש""ט והג' הי' מתנגד נגדו ובכל פעם שהי׳ הבעש״ט בק""ק…","The story describes the Besht's prolonged, intense prayer and his subsequent need to 'cool himself down,' which are classic indicators of the state of devekut in Hasidic hagiography.",Shivhei-Habesht,high
confirm,,practice:storytelling,Mifalot-HaZadikim_0026,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0026,ויהי כאשר תמו ימי בכי אבל רבי הקדוש הלכתי לעיר הנ״ל ושאלתי אותם איה הקדוש ר׳ משה שטשאגיל ויענוני לא היה בזה קדוש ר׳ משה שטשאגיל…,The story features a lengthy internal narrative where a protagonist recounts his experiences with previous tzaddikim to Rabbi Israel of Ruzhin.,Mifalot-HaZadikim,high
confirm,,practice:storytelling,Khal-Hasidim_0218,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0218,"ויאמר לו חותנו אבל נסיתי כי הוא טוב לי מעשרה אומנים העוסקים במלאכתם כי הש""י שולח ברכה במעשי ידיו ומוציא יי""ש הרבה יותר מכפי ההרגל…",The text explicitly depicts R. Israel Politzker telling the Gaon of Vilna about the 'wonders' (miraculous stories/deeds) he witnessed in Mezeritch.,Khal-Hasidim,high
confirm,,practice:storytelling,Khal-Hasidim_0169,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0169,"וע""כ לעת ערב התנפל בנו לפני רגליו ובכה מאין הפוגות אבל אז ענה לו הרב עד כאן תחום שבת עד עתה היית הייתי יקר אצלי כבני ממש גדלתיך…",The text explicitly depicts the Hasidim gathering after Tashlich to tell and discuss (using the verbs סיפרו and וישיחו) the greatness and emerging fame of R. Baruch and R. Ephraim.,Khal-Hasidim,high
confirm,,practice:storytelling,Sipurei-Zadikim_0006,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0006,"ולא הועיל להאברך אשר התחנן לפניו ורצה לקבל נזיפה ולקיים על עצמו ליסע לפייס את הקדושים הנ""ל ולא נתפייס וקיים הרב כל ת״ח שאינו נוקם…","The text explicitly depicts Hasidim gathering after Tashlikh to tell stories and converse ('ספרו החסידים', 'וישיחו החסידים') about the spiritual qualities and fame of Rabbi Baruch and Rabbi Ephraim.",Sipurei-Zadikim,high
confirm,,practice:storytelling,Khal-Hasidim_0243,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0243,"ויאמר הרה""ק אל לבו יהיה איך שיהיה אשאל את פי הרינדאר תעלומות דרכיו ואם לא יגלה לי אדעהו כי אנכי הרב מ אפטא ואגזר עליו לגלות לי…",The innkeeper explicitly narrates several miraculous personal anecdotes to the Apter Rav at the Rav's request to explain his spiritual path.,Khal-Hasidim,high
confirm,,practice:storytelling,Khal-Hasidim_0170,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0170,ויתפלאו האנשים מאוד על דבריה ויחקרו אותה ממנהגיו שהי' נוהג מכבר ולא מצאו מצאן בהם שמץ טוב וקדושה אולם מגודל אמונתם ברבם המתינו שם…,Rabbi Baruch of Medzhybizh explicitly tells a backstory to his followers within the narrative to explain the spiritual status of the hidden figure.,Khal-Hasidim,high
confirm,,practice:storytelling,Sipurei-Zadikim_0011,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0011,וגם המלמד לא עצר ברוחו וישחק מאוד וכל רגע אשר היה זוכר בזה שחק וילינו שם ויהי ממחרת בבוקר וישאל הרר״י את המלמד האם יהיה פה מכין…,The story explicitly depicts R. Israel Polotzker telling the Vilna Gaon about the wonders he witnessed at the court of the Maggid of Mezritch.,Sipurei-Zadikim,high
confirm,,practice:storytelling,Maase-Zadikim_0006,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0006,ויחקרו אותה מנהגיו שהי׳ נוהג מכבר ולא מצאו בהם שמץ טוב וקדושה אולם מגודל אמונתם ברבם המתינו שם עד בוש וייקץ השכור הזה וכמעט הקיץ…,The story explicitly depicts Rabbi Baruch of Medzhybizh narrating the backstory of the drunkard to his disciples to explain the spiritual power of a single mitzvah.,maase-zadikim,high
confirm,,practice:storytelling,Khal-Hasidim_0026,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0026,"וגם שמעתי ממנו אבל לא מפיו ממש בהיותו שוחט בק""ק טלטשין היה שובת הר׳ דוד הנ""ל ועשה ר' דוד מכפר חלאדווקע תנאים ושלח עגלות אחר כל…","The text explicitly describes various figures recounting these events to one another, such as the Magid of Mezritch telling the story to Rabbi Eliyahu.",Khal-Hasidim,high
confirm,,practice:storytelling,Maase-Zadikim_0015,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0015,"ויהי היום למד ראשית חכמה שער הקדושה איך יש לו לאדם לשמור מביאות האסורות וגודל החטא מי שבא על נשג״ז ר""ל והבעה""ב שמע אחורי הדלת…",The text explicitly depicts the group of Hasidim at an inn engaging in telling stories of the righteous (Maase Tzadikim) and words of Torah.,maase-zadikim,high
confirm,,practice:storytelling,Khal-Hasidim_0120,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0120,"פ""א בע""כ קודם כל נדרי נתאספו כל הקהל לבה""מד ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל…",The text explicitly depicts the Baal Shem Tov telling his followers about the event that occurred ('siper lahem ha-meora') after the prayer service.,Khal-Hasidim,high
confirm,,practice:storytelling,Khal-Kdoshim_0011,https://www.hasidic-stories.org/Story/Khal-Kdoshim/Khal-Kdoshim_0011,ולהבו וצהלו פני ושמחתי שמחה גדול' ואמרתי ברוך ה׳ אשר הנחני בדרך אמת ולא נתנני בידי לא אוכל קום היצה״ר ומיד כלות לדבר אמר שא נא…,"The story depicts R. Gedaliah recounting the details of his vision/dream about the pious R. Ezra to the townspeople, an act of narrative transmission that drives the plot.",Khal-Kdoshim,high
confirm,,practice:storytelling,Khal-Hasidim_0157,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0157,"וצעק עוד ע""ד הספרים כבראשונה והשיב הב""ד שאין זה הדבר שייך לב״ד שלנו כ""א לגבוה מעל גבוה וכו' והלך לו הרב הנ""ל ולא נזכר מבנו ובתוך…",The text explicitly describes the child recounting his near-death experience and vision to others after recovering ('סיפר להם כל המאורע').,Khal-Hasidim,high
confirm,,practice:storytelling,Shivhei-Habesht_0015,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0015,"שמעתי ממהורר פאלק החסיד המפורסם דק""ק טיטשילנק ששמע מר' אברהם אב""ד דק""ק דובאסאר שהי' מקודם ש""ץ בבית המדרש דק""ק מעזיבוז פ""א היו…",The text explicitly depicts several characters (the Great Maggid and R. David Purkes) telling stories about the Besht's miracles to others.,Shivhei-Habesht,high
confirm,,practice:storytelling,Peer-MiKdoshim_0008,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0008,ופעם שנים כבר היה גוסס ושמע כי נעשה רעש גדול על כי צדיק אחד קדוש ר׳ מאיר מ פראמישלאן קרע גזר דינו והרעיש עליו טללי תחי ' להנטותו…,"The story explicitly depicts the Tsaddik telling a narrative about the guest to the crowd, and later describes the guest retelling the events to others.",PeerMikdoshim,high
