key	kind	kima_linked	kima_id	wikidata	lat	lon	name_heb	name_rom	names_all	occurrences	n_editions	editions	context_sample
H-LOC_111	authority	yes	27168	Q997335	48.9794444444	28.8438888889	נעמערוב	Nemyriv	נעמערוב | נעמרו | Nemyriv	1	1	Shivhei-Habesht	"שמעתי בבית הרב בק""ק נעמרו' מפי ר' משה הנ""ל ששמע מן המוכיח מעשה שחלם המוכיח שלמדו אותו דרשה והי׳ זוכר קצת דברים וסיפר לבעש״ט אמר לי אמור…"
H-LOC_118	authority	yes	353	Q146595	49.06607	23.86435	באלחוב	Bolekhiv	באלחוב | Bolekhiv	1	1	Hitgalut-HaZadikim	"סיפר לי הרב ר׳ הירש מבאלחוב ששמע מפי מגידי אמת שהגאון רבי ר' העשיל ז״ל בשנת ת״ח הלך לעיר ווינא. והיה שם אב""ד מוהר״ר שעפטיל זצ""ל בעהמ״ח ספ…"
H-LOC_158	authority	yes	7208	Q292927	47.55	19.03333333		Óbuda	Óbuda	1	1	Smichat-Moshe	"…יד המפורסים מ׳ שבתי שעפטיל תלוי איש הורויץ חתן הגאון אמיתי מאור הגולה קצין ושר וטפסר ונדיב מ׳ עקיבא כ״ץ נשיא בק׳ אובין המובא בס׳ מגלה יוחסין שהי׳ לו רב בנים כהנים וי״ב בנות נשואות לכהונה שהם כ""ד והוא בעצמו הוא כ״ה וקיים כ״ה תברכ…"
H-LOC_173	authority	yes	9048	Q193965	48.6806	26.5806	קאמניץ	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ	קאמניץ | Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ	1	1	Maasiot-veSihot-Zadikim	…הדלת ולא היו ידעו כלום מה לעשות כי לא אמר להם כלום אמר אחד שהיו חסיד יותר. להשני ניסע מכאן לביתינו לשלום ולא לקאמניץ אמר לו השני הוא סיפר לך מעשה מזקנו ואתה תאמר לבלי ליסע לקאמנץ והתחילו מריבה ביניהם אמר אחד לחבירו הלא אנחנו א…
H-LOC_223	authority	yes	17740	Q217	47.25	28.516667	מאלדוא	Moldova	מאלדוא | מאלדווע | מדינת מאלדווע | Moldova	1	1	Smichat-Moshe	כאשר שמעתי וסיפר לי זה כמו עשרים שנה בק׳ נאמסק במדינת מאלדווע הרב הגדול בתורה חריף ובקי ולא השם וחסיד הישיש אפרים יחיאל מיכל אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרי…
H-LOC_229	authority	no		Q208987	52.0	27.0	פאלעסי	Polesia	פאלעסי | Polesia	1	1	Shivhei-Habesht	"…ושאלתי להיכן תקרא אותו ואמר לו לבהמ""ד שלך ושלח אחריו משרת שלי הנקרא ר׳ פילט ור' פילט הנ' הי' בעת ההיא במדינות פאלעסי' רחוק מהאניפאלי ערך ששים פרסאות ובא לבית הנגיד והכה בדלת ואמ׳ פתחו לי והכיר אותו הנגיד הנ""ל בקולו ותמה ע""ז וא…"
H-LOC_244	authority	yes	21652	Q1006081			דראבנין		דראבנין	1	1	shivheiZadikim	"הרב הק׳ ר' מאירל משעפס ז""ל חתם א""ע אבד""ק דב""ש שהוא ר""ת דראבנין ביזוין שעפס שהי׳ רב על כל ג׳ עיירות אלו ועיר שעפש היתה מטרופולין לב' עיירות הנ""ל ונתמנה לשם ע״פ ההמה״ק מקאזני…"
H-LOC_256	authority	yes	19471	Q1007479			לובראנץ		לובראנץ	1	1	shivheiZadikim	"מו""ה יעקב חיים זעליג נ""י הרב דק""ק לובראנץ מתורת רבו הקדוש מוהרי״מ ז""ל הרב מגאסטנין ששמע מפי רבו הק׳ הנ""ל שמתיחס א""ע בהרב הגה״ק מטורבין ז""ל הנ""ל שהי′ דו…"
H-LOC_264	authority	no			47.1	37.55		Mariupol	Mariupol	1	1	Khal-Hasidim	"… וכ""ע ובאו על פתח בהמ""ד וכשראה אותם התנענע בידו שילכו ואח״כ שמע הר' פנחס שבא אביו מ' אברהם אבא מעבר הנהר לק""ק מאריפאליע והלך אצלו כי הי׳ ירא פן ירצה לשבות אצל הבעש״ט ואצלו לא היה חשוב הבעש״ט לכלום ותמיד הי' אומר לבנו מה אתה נוסע …"
H-LOC_282	authority	no			48.1351158	30.077048		Savran	Savran	1	1	Shivhei-Habesht	"…כ למ״מ בק""ק וויערחאווקי וויערחאווק׳ ואני כאשר היכרתי אותו כשהי' שכיח אצל הרב דק""ק קאסוב הי' בעת ההי' מ""ץ דק""ק סאגראן סאבראן :"
H-LOC_285	authority	no			50.03333333	24.85		Sokolivka	Sokolivka	1	1	Shivhei-Habesht	"שמעתי משמו של רבי אליהו דק""ק סאקלאוקי כשהי' עדיין רך בשנים הי׳ דר בק""ק מעזיבוז ושמע פ""א שהבעש״ט אמר מי שרוצה שתפלתו יעלה השמימה יתפלל עמי מלה במלה …"
H-LOC_291	authority	yes	20530	Q219593	48.887593	30.7044131	טאלנע	Talne	טאלנע | Talne	1	1	Mifalot-HaZadikim	"זאת שמעשה סיפרה הרב הצדיק ר׳ דיוד מטאלנע בעהמ״ח ס׳ מגןמען דוד וברכת דוד : הבעש""ט הקדוש נסע פ״א במוצש״ק לדרכו. ונסעו עמו ג׳ תלמידים הנכבדים הלא המה הרב…"
H-LOC_317	authority	no			53.03333333	26.26666667		Lyakhavichy	Lyakhavichy	1	1	maase-zadikim	"… בתו""י החסיד המפורסים מוה' יצחק בהרב המאה״ג החסיד המפורסם המושלם במעלות ומדות אלהים ואנשים מוה' פייוויל אבד״ק לעכוויץ בודאי הש""י יהיה בעזרו כי אלהים יבקש את הנרדף אפילו אם הרודף הוא צדיק יסוד עולם. ולב נשבר ונדכא אלהים לא תבזה …"
H-LOC_327	authority	yes	11264	Q234184	51.1431232	23.4711986	חלם	Chełm	חלם | Chełm	1	1	Sipurim-Nehmadim	"… ראה הרב ר׳ ליב הנ""ל כי השכור הנ""ל נופל בין הצנורות ואשפות ואז צוה הרב ר׳ ליב בביתו שלא ליתן להשכור הנ""ל י״ש בחלם והנה תמיד היתה הברכה מצויה בביתו ומאז והלאה נפסק מעיין הברכה מביתו ויסע לגיסו הרה״ק ר׳ יעקב יצחק מלובלין אודו…"
H-LOC_383	authority	no			48.9010174	17.3168102		Strážnice	Strážnice	1	1	Shivhei-Habesht	"שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול להבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת רצופים, וח…"
H-LOC_417	authority	no			50.1	29.3		Khodorkiv	Khodorkiv	1	1	Mifalot-HaZadikim	…הנ״ל לנהוג עצמו בסדר הנ״ל הבין בעצמו שלא יוכל לקיים כראוי בשום אופן מרוב תשות כחו ונזדמן הדבר שהבעש״ט בא לעיר חאדירקלאוו הסמוך לעיר הנ״ל ותיכף נסע האיש הנ״ל על שבת להבעש״ט ושאל מאתו תיקון על חילול שבת אז השיב לו הבעש״ט תיקח א׳ פינ…
H-LOC_419	authority	no		Q9322722	49.63905	21.14146	רעפצייקי	Ropica Polska	רעפצייקי | Ropica Polska	1	1	Mifalot-HaZadikim	מהרב הצדיק המוסתר ר׳ אברהם מוזג בכפר רעפצייקי הרב הצדיק הנ״ל פ״א בערב חג הסוכות בעת הליכתו להסוכה דרך הבית המזיגה אחר חצות היום ואחר שטבל א״ע לכבוד הרגל עמ…
H-LOC_428	authority	no		Q1025181			באפאליע		באפאליע	1	1	SipurimUmaamarimYekarim	"ובס׳ עטרת ישראל מהרה״ק ר׳ ישראל זצוק""ל הנקרא בפי כל המגיד מבאפאליע. נכד הרה״ק ר׳ נחום הנ""ל. בפ׳ נצבים כתב וז״ל. אנא עובדא ידענא. בימי אא""ז הרב הקדוש והטהור צי״ע ר׳ נחום זצוק""ל …"
H-LOC_429	authority	no		Q103823962			גליל סטריא		גליל סטריא	1	1	Maasiot-veSihot-Zadikim	על איש אחד מקאליש ושמו עזריאל שהיו מחזיק הפערלנא בקאליש בגליל סטריא הי׳ עליו עלילה שעושה סטעמפלין ומסר אחד כתוב כן לערכאותיהם ובאו קאמיסייע וחיפשו שם ומצאו הרבה ניירות עם סטעמפל…
H-LOC_430	authority	no		Q104520			פואמארין		פואמארין	1	1	Maasiot-veSihot-Zadikim	מעשה מהצדיק הגאון ר׳ דוד מפואמארין שהיה רב בק' זאלינע
H-LOC_431	authority	no		Q1045430			לאדזיאן		לאדזיאן	1	1	Khal-Hasidim	"…ר זה כי היה רחוק ממנה אח״כ עבר על הפרישות ועסקו שניהם בתיקון עד שתיקן את הדבר זה ומהתחברות הזה נולד המ""מ דק""ק לאדזיאן ואמר עליו המוכיח דק""ק פולנאי שלא ראה קרי מימיו :"
H-LOC_434	authority	yes	3056	Q105206			בוקאווינא		בוקאווינא	1	1	Shivhei-Harav	… אך מאשר ראיתי בשנה העברה נדפסה המעשה על ע״ט (נקראה בשם מעשה ר׳ זלמינא) והיא מלאה שקרים ושטותים [כי כתבה יליד בוקאווינא אשר לא ידע ולא שמע מעולם את שם הרב וכאשר שמע מאיזה תינוק המעשה העלה אותה על הספר ולא השכיל להפריש הטוב מן הרע…
H-LOC_438	authority	no		Q1281557			זאטיר		זאטיר	1	1	Shlosha-edrei-zon	"…בק' בריגיל נחני ה׳ דרך עיר יענדרחויף וכתבתי שמה כמה ס""ת ושם נתקשרתי בעבותות התנאים עם אחות הרב הגדול אב""ד דק׳ זאטיר הנקרא בפי הבריות מ׳ ר׳ יעק עלי זאטורר ושמו היה ר׳ משה יעקב זצ""ל בעת ההוא שלחו אנשי עיר יענדרחוף בעד הרב מקרשא…"
H-LOC_439	authority	no		Q131210			נעסטער		נעסטער	1	1	Shivhei-Habesht	"…ין לי שם מה לאכול ולשתות אמרתי ארדוף אחר הספינה ואשיגנה כי בטוח הייתי בעצמי שאוכל לשוט הטיב כי פ""א ראיתי בנהר נעסטער יהודי אחד טובע בנהר והיה רחוק ממני כחצי פרסה והצלתי את היהודי הזה וכן עשיתי ושטתי אחר הספינה והגעתי אותה אך מ…"
H-LOC_443	authority	yes	17403	Q149271			טשידנוב		טשידנוב	1	1	Khal-Hasidim	"שמעתי מהרב דק""ק פולנאי ומהרב דקהלתינו שרב נחמן מקאסוב הי׳ לו קרוב אחד ושמו ר׳ יודל מטשידנוב אביו שלו ר׳ יוסף הי' מוכיח ודרכו של ר׳ יודל שלא הי' רוצה להנות משל אחרים רק מיגיע כפו והי׳ מו״מ שלו עם ברזל פ…"
H-LOC_454	authority	yes	11525	Q156743			טארנאפאל		טארנאפאל	1	1	PeerMikdoshim	…ב ועשה החתונה במשתה והלולי כבודכביד כאשר נאוה לערכו : המעשה הלזו מלאה רגשי יה החשבתי מאבא מורי ששמע מאיש אחד מטארנאפאל ששמעה איש מפי איש כולם מאמינים בני מאמינים חסידים יראי ד׳ וחושבי שמו ומי לא יודה כי עיון שכלי הוא נוסף מעל אש…
H-LOC_456	authority	yes	1738	Q156818			סניטין		סניטין	1	1	Maasiot-veSihot-Zadikim	"…חיים ז""ל מקאסיב היה גבאי ממעות ארץ ישראל והיה מחזיק כמה אנשים לגבות המעות הנ""ל ואחד מהם היה החסיד ר׳ פייוויל מסניטין ופעם אחת נסע ה״ר פייוויל מק״ק סעריט עבור המעות הנ""ל ותעה בדרך בלילה כמה שעות ולא ידע הבעה״ג שלו להיכן היא נוס…"
H-LOC_458	authority	yes	10937	Q157055			טשארקאב		טשארקאב	1	1	Khal-Hasidim	"עוד נעתיק כאן סיפור אחד מס' הנ""ל מבנו של הגאון הנ""ל ה""ה הגאון הקדוש איש אלקי מו""ה צבי הירש הלוי הורוויץ אבד""ק טשארקאב אבי הגאונים הקדושים מוהר""ש ומוהר״פ הנ""ל : וז""ל שם סיפרו לו שבטשארטקוב ציוה לפני מותו ובירך העיר שלא יהי' בה ש…"
H-LOC_459	authority	yes	20745	Q157457			טאלמיטש		טאלמיטש	1	1	Maasiot-veSihot-Zadikim	…עתי לשבות באיזה כפר ויהיה לנו זאת על שבת אמר לו רבי למה לכם לשבות באיזה כפר הלא מכאן יש חצי פרסה לטיסמינץ או לטאלמיטש ותכלו לשבות שם אמר לו הרב אל תקשה לנו קושיות ואח״כ שאל אותו מאיזה מקום אתה נוסע השיב לו שבוטשאטש ומה סחרת בבו…
H-LOC_470	authority	yes	70484	Q1642636			סוף		סוף	1	1	Maasiot-veSihot-Zadikim	"בשעת קריעת ים סוף בקשו המלאכים לומר שירה אמר הקב״ה מעשה ידי טבעו בים ואתם אומרים שירה במס׳ סנהדרין דף ל״ט ע""ב עיי״ש ואמר הרבי ר…"
H-LOC_502	authority	no		Q191015			טריקאוו		טריקאוו	1	1	shivheiZadikim	"…ירל משעדליץ ז""ל בשעה שנסע ללייפציג ולמקומות אחרות אחר סחורה. כי הי׳ נגיד גדול כידוע. שיסע חזרה לביתו דרך עיר הטריקאוו. כי חפץ להיות אצל הה״ק הרבי ר' פישעלע ז""ל. שהי' מפורסם בצדקתו וקדושתו עד שלא ידע והכיר צורתא דזוזא כלל. ורצה …"
H-LOC_504	authority	yes	352	Q1936339			באהסלוב		באהסלוב	1	1	SipurimUmaamarimYekarim	"…ים לתקן אלו המגולגלים בדגים. וסיפר אדמו״ר הרה״ק מרן ר׳ יצחק מסקווירא זצוק""ל. כי בעת שהיה אביו המגיד הנ""ל בעיר באהסלוב (כידוע ומפורסם כי המגיד הנ""ל היה איזה זמן עם ב״ב בבאהסלוב ורצה לקבוע דירתו שם) נזדמן פ״א שהביאו להמגיד על ש""ק…"
H-LOC_514	authority	no		Q2012398			אופל		אופל	1	1	tmimei_derech	…חבורה קדושה. ולא היה חולה בעיר עד שלשים יום אחר מיתת הרב מקץ השלשים יום חלה חייט אחד אשר מחוץ לעיר מושבו בבית אופל וצר. והשמשים הכירו אותו. כי דער הוא רק מכל תבונה. ואף לא יכין לדבר עם אנוש. והוא עני מדוכא לבושיו בלואי הסחבו…
H-LOC_518	authority	no					מאלדוא		מאלדוא	1	1	PeerMikdoshim	… כי עוד דחפהו בזרועות רוממות לקחהו ויזרוק אותו החוצה ועתה הנה האיש הזה בא ויעמוד לפני מאיר. ויבהל האיש הגביר ממאלדוא עד מאוד וזיו אפוהי שנויא כי הסיפור עשה התפעלות בנפשו והרגיש דברי הצדיק הקדוש כי ידע בנפשו כי הוא הוא הקמצן וח…
H-LOC_520	authority	no		Q219775			דראזינטוב		דראזינטוב	1	1	Maasiot-veSihot-Zadikim	שני אנשים נסעו לקאסיב לקנות שורים עבור הפיסעסערס דראזינטוב וקנו ביום השוק הרבה שורים ובשעת קניית השורים טעו עם ערל אחד ושמו היה גרענדאוויטש מק׳ איוואסקיוויץ סמוך לסגיטי…
H-LOC_525	authority	yes	17675	Q2343396			פארצאווי		פארצאווי	1	1	shivheiZadikim	"סיפר הרבני החסיד המפורסם הישיש מוה׳ צבי הירש ז""ל מפארצאווי שהי׳ זוכה להיות שלוחא דרחמנא ושלותא דצבורא לפני המקום ב""ה אצל הרבה קדושים ז""ל ובפרשיסחא אצל הה״ק הרבי ר׳ בונם…"
H-LOC_530	authority	yes	9581	Q240504			מאקוי		מאקוי	1	1	Shlosha-edrei-zon	"הובא לבית הדפוס ע""י זעירא דמן חבריא משיורי הרה״ג הרבני החסיד מו״ה מנחם מגלי סופר מק׳ אושפצין ונע״ע בעיר מאקוי."
H-LOC_531	authority	yes	73687	Q2406383			מאגנישאוו		מאגנישאוו	1	1	shivheiZadikim	"בהיותו ערך בן ג׳ שנים היה אביו ז""ל רב בעיר מאגנישאוו ונחלה הילד הה״ק רי״מ ז""ל מאד ויצאה אמו ע""ה בבכי' רבה בחוץ שהיה מר מאד פגעה איש מלובש כמו דייטשיל שהי' חלה בצו…"
H-LOC_544	authority	no					סטערליסק		סטערליסק	1	1	Khal-Hasidim	"…מר בלבו מה זאת אנה אלקים לידי אין זאת כי כך רצון הבורא ב""ה שאסע להרב מסטרעליסק והשיב הרה""ק מהר""ש ז""ל אסע עמך לסטערליסק. ואחר זמן בא בעל האכסניא אליו ואמר לו אבקש מכבוד הרב דבר שיסע לסטרעליסק בעצמו לשאול עצה מאתו עבורי עבור עביר …"
H-LOC_556	authority	yes	22761	Q3077984			שרענצק		שרענצק	1	1	shivheiZadikim	…ה״ק ר׳ יצחק הרבי מווארקי כט מהה״ק ר׳ יחזקאל הרבי מקאזמיר ל מהה״ק ר׳ נח מקארוב בעל ס׳ קב חן לא מהה״ק ר׳ זעליג משרענצק לב מהה״ק ר׳ יצחק מאיר הרבי מגור לג מהה״ק ר׳ יעקב ארי׳ הרב מראדזימין לד מהה״ק ר׳ חנוך העניך הכהן הרבי מאלכסנדר…
H-LOC_560	authority	yes	650	Q325727			לונשיטץ		לונשיטץ	1	1	Sipurei-Kdoshim	בשנת ש׳ ליצירת היה איש אחד במלכות פולין ושמו ר׳ אהרן ופרנסתו הי' שהי' מחזיק את הראנדי מיד האדון הדוכס. בכפר לונשיטץ והיה איש תם וישר סור מרע את האלהים התהלך ויהי כי ארכו לו שם הימים וידל האיש מאד מאד וילך הלוך וחסור עדי נתרוש…
H-LOC_564	authority	yes	70886	Q3624222			אלטישקוו		אלטישקוו	1	1	Sipurei-Kdoshim	מעשה נוראה מהרב האלהי ר׳ ליב בן שרה הנקרא ר׳ ליב שרהס זצ״ל והיו דר בעיר אלטישקוו:
H-LOC_570	authority	no		Q393091			זעליחאב		זעליחאב	1	1	Khal-Hasidim	"…ת מגמתינו (כי רצוני לבאר קודם מעשה הרב ר' ש״ז במאסרו) ונתגלגל הדבר עד כי גרשו את הרב מפינסק ונתקבל מקודם לק""ק זעליחאב ואח״כ לברדיטשוב ובפינסק נתקבל אבגדור המסור לאב""ד וסוף מעשיו הוכיחו על תחילתו כי היה רשע עריץ. והנה אחרי גניזת…"
H-LOC_571	authority	no					זמיגראד		זמיגראד	1	1	Khal-Hasidim	"…תו מרוב דביקות בוראו כי היה דרכו לילך אנה ואנה עד שפניו היו בוערת כמראה הלפידים ופעם אחת אמר הגאון מו""ה יוסף מזמיגראד ראה האיך עקביים של רבינו הקדוש עומדין בג""ע העליון והי' צריך שמירה יתירה והי׳ דרכו לאכול סעודה ג' בחדרו מיוחד …"
H-LOC_594	authority	no		Q4371769			פומארין		פומארין	1	1	Maasiot-veSihot-Zadikim	"…רבי יהודא החסיד זצ""ל . יודא צבי מראזדיל. מהבעש״ט ז""ל ה״ר ר׳ אורי מיסטרעליסק. הרב ר׳ פנחס מקאריץ זלה""ה ר' דוד מפומארין. ר׳ צבי אלימלך מדינוב. ר׳ יצחק אייזיק זצ""ל מזידיטשויב. מהגאון ה""ר אברהם דפוסא ז""ל. מהרה״צ ר׳ איציקיל דראביטשע…"
H-LOC_595	authority	yes	8183	Q45			פורטיגאל		פורטיגאל	1	1	Sipurim-Nehmadim	"… זצ""ל סימן ר״כ וז״ל וכבר סיפר לי מפי מגידי אמת וזקני אותו דור דעה שבימי האריז""ל היה מעשה שאחד מן האנוסים שבא מפורטיגאל לגליל העליון בהעיר הקודש צפת תוב״ב ושמע"
H-LOC_597	authority	no		Q492297			יאמפאלע		יאמפאלע	1	1	Khal-Hasidim	"…זל טוב וכן היה שבא לביתו שני שעות קודם הלילה ועשה כמו שצוה אותו הבעש""ט וילדה זכר והילד הזה הוא הרה""ק ר׳ יוסף מיאמפאלע :"
H-LOC_599	authority	yes	17324	Q52829			גרידיטץ		גרידיטץ | גרידץ	1	1	MaasyiotMzadikeiYesodeiOlam	…בא איגר בעלותו על כס הרבנות בעיר פרידלאנד. ג) ההתגלות הגאון הקדוש והטהור המקובל פועל ישועות רבינו אליהו זי״ע מגרידיטץ אשר היה נסתר כל ימיו. ) מגאון הגאונים רבן של ישראל רבי רב העשיל מקראקא זצל״ה ע״ד לוקח שוחד. ה) מרבינו אור העו…
H-LOC_600	authority	yes	12727	Q52898			ראוויטש		ראוויטש	1	1	shivheiZadikim	"…ש הגאון ז""ל דבר חידוש א׳ לתרץ קושיות חמורות שבסוגיא. והגאון ז""ל תפסו לאמת. והי׳ שם בין התלמידים. בחור א' מעיר ראוויטש שהי׳ למדן ומבחר הבחורים. אך הי׳ עקשן גדול. ומפציר ונצחן בוויכוחו בדב״ת עם רבו הק'. וחביריו. ונתעקש הבחור הזה …"
H-LOC_601	authority	no		Q529185			הארען		הארען	1	1	Sipurei-Kdoshim	… אחותו וישמעו לקול דברו וילכו יחדיו באישון לילה. והרב אשר כעת בגנבים חלקו נאנח ונענה. הוכרח לילך עמה'. ויבוא להארען ויאמר האדון להרב. בוא אח נאמן אני ואתה נהי' הראשונים אנחנו נלך חלוצים לפני אחינו ועמי מפתחות אשר כל חומה בצור…
H-LOC_604	authority	yes	2804	Q5680			נינוה		נינוה	1	1	MaasyiotMzadikeiYesodeiOlam	…ול מטטרון ומיכאל שר צבא ד׳ על אודות ברית עם קדושים ויאמר אלי העגל הזה פיהו ירבץ וכלה סעיפיה והכרך הזה היא עיר נינוה עיר הדמים היא רומי רבתי ואמרתי לו אדוני עד מתי קץ הפלאות וידבקני ויאחז בידי ויביאני אל בית
H-LOC_605	authority	yes	73813	Q5687			יריחו		יריחו	1	1	Shlosha-edrei-zon	…אז רצתי אל הבית פנימה ועמדתי מן הצד אצל הפתח והרב עמד אצל המיטה אשר הנגיד שכב עליו ואמר לו דע כשכבש יהושיע את יריחו אמר עלינו לשבח פנים ואחור ונפלה החומה תחתיה כן עשה ביום א׳ ביום ב׳ עד בשבת ז' פעמים תדע אופן זה דע כאשר הצדיק…
H-LOC_610	authority	no					ווינצי		ווינצי	1	1	Khal-Kdoshim	…חד הי מחסידי עליון ואספר קצת מחסידותיו ומדותיו ושמו ר' עזרא במו' ידידיה והי׳ דר בעיר קטנה ואנשים בה מעט סמוך לווינצי והאיש ההוא מיום שעבר לו שבע שנים לא עבר עליו חצי לילה בשינה והיה לומד ג' חלקים בפרטי תורה וחלק רביעית בסודות …
H-LOC_611	authority	yes	20202	Q642192			אכאטשוב		אכאטשוב	1	1	shivheiZadikim	"…חבר נכדו הרב מלובראנץ הנ""ל מביא שהיה פ""א אצל הרה״ג הצדיק חסידא קדישא מוהר״ר אלעזר הכהן ז""ל בעברו דרך עירו ק""ק אכאטשוב. ושמח מאד בזכרו את זקנו הה״ק מוהר""ז ז""ל כי היה מכירו היטב ואמר לו בזה""ל גוטע יודי אמרו על זקנך ר׳ זעליג ז""ל ש…"
H-LOC_632	authority	no		Q7999309			ווירטיווקע		ווירטיווקע	1	1	Shivhei-Habesht	"שמעתי מפי חמיו של רבי פאלק הכהן החסיד רבי שמעריל מ״מ דק""ק ווירטיווקע שפ""א שבת בק""ק באלטע ואמר שהעיר הזאת תחרב פ״א ואח״כ תבנה ותהיה עיר ואם בישראל ותעמוד עד ביאת הגואל בב""א הרב דק…"
H-LOC_633	authority	yes	697	Q801			ארץ המערב		ארץ המערב	1	1	Khal-Hasidim	"שמעתי מפי מ""מ הנ' פ""א גזר הר' שלום מארץ המערב תענית על הגשמים בירושלים והיה צדיק גדול חשוב וצוה שיתכנסו כולם בבה""כ אחת להתפלל בכנופיא שלח להר""ג הנ""ל שהוא י…"
H-LOC_634	authority	no					לאשטוב		לאשטוב	1	1	Khal-Hasidim	"… מה מבוקשך. ויענהו האיש הנ""ל כי צריך אני להתמהמה פה איזה ימים בדבר נסתר אשר צוה עלי רבינו הרב הקדוש ר׳ מיכל מזלאשטוב ויהי אצלו אצלי שבוע שלימה וראה כי הוא מתנהג בגדולות כגביר גדול ומסחורו גדול מאוד ויום יום מביאים אליו שטרי פר…"
H-LOC_635	authority	no		Q8065293			זלאשוב		זלאשוב	1	1	Khal-Hasidim	"מעשה שאירע לבן הקדוש של הרב האלקי מו' מיכל מזלאשוב שמו ר׳ יוסף מיאנפלי פעם אחת אנגיד ואתנח ועלה למעלה וטבלו אותו בנהר דינור והמעשה ארוך ונפלא. ופ""א חלה ונטה למו…"
H-LOC_636	authority	yes	13433	Q82174			בארישוב		בארישוב	1	1	Sipurei-Zadikim	"עתה נספר את אשר ספר החסיד המפורסםהמפורסים ר׳ מאיר מבארישוב לפני כבוד קדושת הרב הגדול הקדוש ר' משה מסאווראן אשר הוא ראה את הרה""ק ליב שרהס ביער אצל סוואלק והמעשה שהיה כך …"
H-LOC_637	authority	no		Q846440			מאלדוי		מאלדוי	1	1	PeerMikdoshim	…לבך לדעת משלו המלך החכ' מכל אדם : אתה בשבט תכנו ונפשו משאול תציל (משלי כג יג) בהיותו בפראמישלאן חזה גביר אחד ממאלדוי בא שמה נסע בעגלות צב ואתו עמו משרתים נשא בגדי משי על כל גופו : ועל ראשו כובע סויביל במחיר סך רב וימהרו הגבאים…
H-LOC_639	authority	yes	846	Q856018			סלאוויטא		סלאוויטא	1	1	maase-zadikim	… ראו כי אין לעקש ולהקשות עצמו נגד צדיקים נגד גזירתם נכד החסיד ההוא שזכרנו הוא הי׳ מוסר למלך את בני הרב הצדיק מסלאוויטא והיה מסור ועוכר ישראלמעשה צדיקים ישראל יעכרהו ד' והשם ברוב רחמיו יושיענו ויגאלינו בב״א.
H-LOC_640	authority	no		Q867349			קאסניטין		קאסניטין	1	1	Khal-Hasidim	…למשמעתו לומדים מופלגי תורה ויראי ד׳ לקבץ סך שני מאות שלשה מאות רובל כסף על הוצאות הדרך וישלחם בכח והרשאה עירה קאסניטין ברוסיא המדינה כי שמה לפני הגבירים נראה בן עילוי מאוד נעלה כאשר תאוה נפשו להשיא בתו אליו אולם צוה עליהם כי יסע…
H-LOC_648	authority	no		Q947574			גליל קאזניץ		גליל קאזניץ	1	1	shivheiZadikim	"…ים הרה״ג מ׳ יעקאבקא בן הגאון בעל נוב״י ז""ל שנשתדך עם הרב הגביר המפורסם ר׳ זלמן פויזנער מווארשא. לעשות החתונה בגליל קאזניץ. שהי׳ הה""ק ר״מ שם רב. (או בכפר סמוך לווארשא איזו פרסאות רק הזמינו את הה״ק רמז״ל ובזה אני מסופק היכי הוה). ויד…"
H-LOC_649	authority	yes	15251	Q948304			פלעס		פלעס	1	1	Shlosha-edrei-zon	…דפק ולא יכלו לעצור הדם כי נחתכו הגידין ואף כי הרופא בא ועשה לו רפואות לא הועיל וגזר הרופא עליו שיסע תיכף לעיר פלעס להרופא הגדול וכאשר בא ועשה לו כמה תחבולות ולא הועיל וגזר עליו שמוכרח לחתוך את ידו עד המרפק וכשמעו כזאת הפחיד …
H-LOC_650	authority	no		Q954265			האראדק		האראדק	1	1	Shivhei-Harav	…צה לקבל על עצמו ההנהגה בסדרי נשיאות כל זמן שהיה מבהיק אורו של הרב הקדוש ר׳ מנחם מענדיל מויטעפסק אשר תקע אהלו בהאראדק ואף שנהרו אליו מכל פינות לשמוע חכמתו והיה מוסמך מרבו הקדוש כאשר יבואר מה גם אחרי נסיעת הרה״ק רמ״מ לאה״ק גם הר…
H-LOC_664	authority	yes	81438				טולטשין		טולטשין | טלטשין	1	1	Khal-Hasidim	"…ל מערב היו עומדים חביות מלאים תבואה והיו רואים שהתבואה רועדת. וגם שמעתי ממנו אבל לא מפיו ממש בהיותו שוחט בק""ק טלטשין היה שובת הר׳ דוד הנ""ל ועשה ר' דוד מכפר חלאדווקע תנאים ושלח עגלות אחר כל המקבלים וגם מ' דוד מ""מ הנ""ל נסע על הת…"
H-LOC_678	authority	yes	1869	Q39193			בעהמין	Bohemia	בעהמין | פיהם | Bohemia	1	1	Smichat-Moshe	…והוא בעצמו הוא כ״ה וקיים כ״ה תברכו את ב״י. בו הרב מ׳ ישעי׳ הלוי איש הורויץ מק' הורוויץ עיר הסמוך לפראג במדינת בעהמין ויען שהי' שר העיר קרא את שמו הורויץ ע״ש העיר וממנו נסתעפה משפחת הורוויץ הקדושה :
