local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
ED::אורן,אורן,,,,,1,1,Maasiot-Pliot,"…ן אופן לבטל מנהג שלו רק הסגיר תיכף החנות והפסיד ע״י זה עושר רב וכבדוהו מן השמים עבור זה בבן קדוש רבינו הרמ״א מאורן של ישראל. ר""א:",edition_only,name_ambiguous,name_ambiguous,C_review,0.5,,ambiguous_exact_name,,,,,6972|9971|15455
ED::אבדון,אבדון,,,,,1,1,Maasiot-Pliot,…צאתי כתוב לא תשחית פאת זקניך ולא ידעתי מה להשיב מיד שמעתי קול אחד שהי' מכריז תנו נשמתו של זה במדרגה התחתונה שבאבדון תחתית ובעוד שהיו נושאים נשמתי להביאה במדרגה התחתונה יצאה ב״ק ואמרה המתינו לזה שיהודא בני צריך לו לבקש מאתו מה…,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,7923|10451
ED::פרומישלאן,פרומישלאן,,,,,1,1,Maasiot-veSihot-Zadikim,"…ב. ר' מענדיל זצ״ל מקאסיב ר' חיים הרהצ״ק מבארדיטשוב ז""ל ר׳ יצחק אייזיק מקאמארנא. הגאון מווילנא זצ״ל. ה״ר מאיר מפרומישלאן זצ״ל הר׳ ברוך זצ״ל ממעזביש. הקדוש מאפטא זלה""ה. הרבי ר' העשיל . הצדיק הגאון מראזדיל. ה״ר דוד מזאבלאטוב. הרהצה״…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,1655
ED::ק׳ דאלינע,ק׳ דאלינע,,,,,1,1,Maasiot-veSihot-Zadikim,"סיפר לי הרב מו""ה וואלצי שהיה מו""צ בק׳ דאלינע שהיה רגיל לנסוע בכל פעם לקאסיב להרבי ר' מענדלי ז""ל פעם אחת דיבר עם גיסו ר׳ יעקב שהיו קורין אותו אנקילע והפליא…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,18220
ED::ארביסר,ארביסר,,,,,1,1,Maasiot-veSihot-Zadikim,"… אליעזר ליפא ז""ל שאמר בשם הרב הגאון הקדוש מוה׳ לוי יצחק זצלה""ה מבארדיטשוב ששאלו להרב הקדוש הנ״ל מאמר בתיקונים ארביסר בראשית עלה אתמר ראשית בכורי אדמתך תביא בית ד׳ וכו׳ וסמוך לראשית בכורי אדמתך לא תבשל גדי בחלב אמו מה האי לגבי …",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,89532
ED::מערתא,מערתא,,,,,1,1,Maasiot-veSihot-Zadikim,בתיקונים דף קי״ג בעובדא דבעלי קבין דהוה רהיט כשרביטא דככבא עבד לון קפיצה ואשכחו גרמייהו לפני מערתא כהרף עין ואפשר לומר דהקפיצה הי' בלי שום שם רק בכח האמונה גדולה שלו בהשי״ת כמבואר בספר הקדוש דגל מחנה אפרים בפ…,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,21891|646|85258|4128|1450
ED::קאמנץ,קאמנץ,,,,,1,1,Maasiot-veSihot-Zadikim,… חסיד יותר. להשני ניסע מכאן לביתינו לשלום ולא לקאמניץ אמר לו השני הוא סיפר לך מעשה מזקנו ואתה תאמר לבלי ליסע לקאמנץ והתחילו מריבה ביניהם אמר אחד לחבירו הלא אנחנו איזרנו כל השבוע פה מעזביש ניסע נא עיד פ״סה אחת כמו שאמר אדמו״ר …,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,16219|9048
ED::ווערדאן,ווערדאן,,,,,1,1,Maasiot-veSihot-Zadikim,"…בי ז""ל מרימינאב סיפר לו המעשה הזאת הנה הרב הצדיק הקדוש ר' מענדלי ז""ל מרימינאב נסע פעם אחת למרחץ דם לעיר גרוים ווערדאן באונגידי' ושכרו שם עבורו בית עם גן נאה ואע""פ שהיו במקום רחוק עם כל זאת החסידים שלו נסעו אליו לשם. ואצל אכסניא…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,23433|8337|87057|81171|81687
ED::טאבאק,טאבאק,,,,,1,1,Maasiot-veSihot-Zadikim,"…ז""ל הולך בכל יום בהגן לשאוף רוח צח ואחד מהחסידים נושא לו מעט יין ואחד נושא לו כסא ואחד נושא לו הלילקא צביך עם טאבאק ונתקנא האדון הרב ז""ל מאוד אשר ליהודי יהיה ככל הכבוד הזה ומחמת קנאה נפל האדון למשכב ר""ל ובא אליו הכומר משם והכ…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,20168|82175|21182
ED::ווארש,ווארש,,,,,1,1,Maasiot-veSihot-Zadikim,"…כפר אצל רינדאר אחד ושמו של המלמד היה ר׳ צדוק ז""ל והיה איש אלקים כמו שתראה מהמעשה הזאת. ובאותו הזמן היה ווייל בווארשא שיבררו להם מלך כי כן היה בימים הקדמונים אשר פעם אחת לכמה שנים נתוועדו האדונים מפולין להעיר ווארשא ובוחרים לה…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,953|20687
ED::טיוויל,טיוויל,,,,,1,1,Maasiot-veSihot-Zadikim,"לך לטיוויל איני רוצה בך ולנסיעתך והרבי ז""ל לקח אותו ושלח אותו עם איש אחד תיכף למרחץ ולטבול ולספר כללא של דבר הרב ז""ל ניי…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,23432|10646|71976|11884|88941
ED::ק' זאלינע,ק' זאלינע,,,,,1,1,Maasiot-veSihot-Zadikim,מעשה מהצדיק הגאון ר׳ דוד מפואמארין שהיה רב בק' זאלינע,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,10951|24691
ED::הי,הי,,,,,1,1,Maasiot-veSihot-Zadikim,על איש אחד מקאליש ושמו עזריאל שהיו מחזיק הפערלנא בקאליש בגליל סטריא הי׳ עליו עלילה שעושה סטעמפלין ומסר אחד כתוב כן לערכאותיהם ובאו קאמיסייע וחי…,edition_only,name_exact,name_exact,B_review,0.95,False,phonetic_mismatch,20311,Hay (N.S.W.),הי (אוסטרליה),,20311
ED::קארטין,קארטין,,,,,1,1,Maasiot-veSihot-Zadikim,"שיחות צדיקים השומרים וישב עמהם לשחוס עמהם בקארטין והרוויחו אצלו ארבעה מאות ר""כ וזאת היתה בכוונה כדי שלא יהא שום פחד להצדיק מריזען ובא עמו להעיר ע""כ שמעתי ואחרי…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,81408|10638|8788|476|71646
ED::ווערסט,ווערסט,,,,,1,1,Maasiot-veSihot-Zadikim,… לק׳ גאוויסעליץ בבעסר אביע וקצת אנשים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בה…,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,17484|72315
ED::מגאלאץ,מגאלאץ,,,,,1,1,Maasiot-veSihot-Zadikim,"…ר׳ איציקיר מקאליש וה""ר איציקיל היה אחיו של הצדיק ר׳ מאיריל ז״ל וסיפר לי בזה הלשון פעם אחת באו לדודי שני אנשים מגאלאץ אחד היה אברך והשני היה עוד בחור שאל אותם דודי ז""ל מאיזה מקום אתם אמרו לו מגאלאץ אנחנו אמר להם האם יש בגאלאץ א…",edition_only,fuzzy,fuzzy,C_review,0.75,,,,,,,12366|9622
ED::הריגיד,הריגיד,,,,,1,1,Maasiot-veSihot-Zadikim,…בר הזה להם לשמחה כי בעת ההיא היה הריזינער בעצבות ומכש״כ הגבאים מחמת שאז היו נושאים ונותנים בוויען אם לשלוח את הריגיד בחזרה לרוסינלאנד וכששמעו שיש פקידה מר׳ מאיריל ידעי בבירור שיהיה מהפקידה איזה שחוק ואפשר יהיה למשיב נפש להצדיק…,edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,13135
ED::פרמישלאן,פרמישלאן,,,,,1,1,Maasiot-veSihot-Zadikim,…ואלף שלום עליכם והוא היה משיב לו עליכם שלום ונכנס להקרעטשמי אמר לו הרינדאר משם וואלף הידוע לך אשר רבי מאיריל מפרמישלאן התאכסן אצלי אמר לו באיזה חדר והראה לו באיזה חדר וראה דרך חור שזה האיש אשר נתן לו שלום מכבר והלך וכתב לעצמו צע…,edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,424|1655
ED::הפיראן,הפיראן,,,,,1,1,Maasiot-veSihot-Zadikim,"… מלובלין ביקש ממנו להראות לו אליהו ז""ל אמר לו הרב ז""ל לך להספינה שקורין פיראן ותעמוד שם ובעגלה הראשונה שתיסע להפיראן שם אליהו ז""ל והלך החסיד הנ""ל והמתין שם ובתוך כך בא אדון אחד עם קאלעס ועם ארבעה סוסים ונסע להפיראן והחסיד הנ""ל…",edition_only,fuzzy,fuzzy,C_review,0.75,,,,,,,15420
ED::ערל,ערל,,,,,1,1,Maasiot-veSihot-Zadikim,"…ני אנשים נסעו לקאסיב לקנות שורים עבור הפיסעסערס דראזינטוב וקנו ביום השוק הרבה שורים ובשעת קניית השורים טעו עם ערל אחד ושמו היה גרענדאוויטש מק׳ איוואסקיוויץ סמוך לסגיטין ונתנו להערל הנ""ל ג׳ מאות ריינש יותר מהמגיע לו ובלילה ל…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,8017
ED::מערב,מערב,,,,,1,1,Maasiot-veSihot-Zadikim,"הרב הצדיק הקדוש ר׳ ישראל בע""ש זצ""ל שמע כי בארצות המערב משתוקקים מאוד לקיים מצות הכנסת אורחים, ע""כ אמר כי יסע לשם למען לראות אם אמת הדבר, הבע״ש נסע עם אנשי שלומו לשם…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,18759|80205|18342|19199
ED::הראנדאר,הראנדאר,,,,,1,1,Maasiot-veSihot-Zadikim,"… עוד הבעלי עגלות עם היין עומדיו שמה. אך לשוא תוחלתו כי לא נודע מקומם, ויפן כה ובה וירז כי אין איש, וישב לילך להראנדאר אך נעלם הבית מעיניו ולז ידע אנה ילך, ותעה בדרך כצאן אובד, ולא ידע הדרך אנה ישו לדרך פעמיו, וילך שפי רעב וצמא,…",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,9651
ED::ביר,ביר,,,,,1,1,Maasiot-veSihot-Zadikim,"…מר אליהם אשר בבית הבע״ש יסעדו ביום השבת הקודש, וילך משרת הבע״ש ויעשה כאשר נצטווה מפי הבע״ש. ויקרא את האורחים לביר והבע״ש. ויהי בליל שבת קודש ויקרא הבע״ש להסוחר ויאמרו אליו שב לימיני ויתמהו כל חסידי הבע״ש עם דבר הלז, ויאמו ו…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,74490|85221
ED::אלכסנדרום,אלכסנדרום,,,,,1,1,Maasiot-veSihot-Zadikim,המדרש תלפיות מביא בשם קרבן שבת. אלכסנדרום מוקד כשכיבש העולם הלך במקום שהיו שם חיות ועופות שממיתים בראייתם ונתירא שלא יאבד הוא וחייליו ולבש עצמו בלבוש מ…,edition_only,fuzzy,fuzzy,C_review,0.75,,,,,,,76982|80502|18106
ED::אמבורג,אמבורג,,,,,1,1,Maasiot-veSihot-Zadikim,"הרב הגאון ר׳ יצחק מהאמבורג היה לאב""ד והרב ר׳ יצחק מדרא אביטש הי׳ המגיד ושניהם היו בעיר דראהאביטש ואירע המעשה כאשר אבאר לקמן הנה בעיר הנ""…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,20048|10925|10926|994|12414
ED::דהאמבורג,דהאמבורג,,,,,1,1,Maasiot-veSihot-Zadikim,"…המשפט הנ""ל, והתחילו הבעלי דינים לערוך טענותיהם לפני הרבנים הנ""ל. ויצא הפסק דין אל פני הרב מו""ה יצחק האראוויטץ דהאמבורג אשר היורשים פטורים מלשלם להתובע, כי אביהם לא הניח צוואה והם אומרים אשר א גם יודעים מזה כלום ע״כ ישבעו שאינם י…",edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,994
ED::ווארציל,ווארציל,,,,,1,1,Maasiot-veSihot-Zadikim,"רפואה לשניים א לבשל טערמיטעלליא ולהחזיק בפיו על השניים. ב רפואה אחרת רוטי היינא בעד ג׳ צ״ל קאלמיקם ווארציל בעד ג׳ צ״ל אין צו קאכין ולהחזיק על השניים. ג רפואה אחרת ליקח בעד אצ""ל נעגיליך עם חתיכה קטנה קאנפער ולבשל בחצי…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,1|951
ED::קדישא,קדישא,,,,,1,1,MaasiyotUmaamarimYekarim,"…. איתא ביוסףמדרש הנעלם בסוף איכה וז""ל עד אשר לא תחשך השמש והירח וכו׳ והכוכבים אילין אינון משפילין דהוי ב ארעא קדישאכל אינון תנאים ואמוראים דכל עלמא וכו׳ דכך הוו הוי אמר בר יש לחבריה מגו מילי דא דפרח מפימוי קיומא החדאאנא חמי מ…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,86964|69629
ED::ארנו,ארנו,,,,,1,1,MaasiyotUmaamarimYekarim,…וואס ער האט זיך אינטער געשמייכילט אינטער זקנכם אונ אינטער דעם תולדות (כן אמר אדמו״ר וכאשר ב מקודם הכוונה מזה) ארנוכי פעל אצלם שלא נתן ראטע להאדון כל ימיו והוא לוקח ראטע אצל המוכסנים האחרים ולא די לו זאת אלא שהוא לוקח אצלם בכ…,edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,74934
ED::פייסו,פייסו,,,,,1,1,MaasiyotUmaamarimYekarim,…וךר׳ על דבר זה והוכיח אותו עד שבשביל זה לא רצה נחוםהרה״ק ר׳ לסעוד סעודת ברוךשבת עד ש הרה״ק ר' אז שאל הרה״ק ר׳ פייסונחום להרה״ק ר׳ ברוך מה אתם נחוםאומרים עלי אמר לו הרה״ק ר׳ אני אומר עליך כי נחוםאתה ירא שמים באמת אח״כ נזדמן שה…,edition_only,fuzzy,fuzzy,C_review,0.75,,,,,,,80084|86734
ED::קארלעסבורג,קארלעסבורג,,,,,1,1,MaasyiotMzadikeiYesodeiOlam,"העתק מאגרת ישן נושן שנמצא אצל הרב הצדיק מו״ה ליב ז״ל אב״ד ק״ק קארלעסבורג ואמר שנכתב בשנת תק״ף ואמר שנמצא בלייפניק בזמן ההוא, למעלה נכתב בזה״ל מכתב מפלוני אלמוני להרב הגאון מו״ה מרדכי…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,16419|9566
ED::קאלביסו,קאלביסו,,,,,1,1,MaasyiotMzadikeiYesodeiOlam,…ד בעיניו לנסוע כי היה חפץ לע״ע לנסוע מביתו לבל יראה אותה ואת בניו שנמאסו בעיניו ולקח עגלה טובה ונסע סמוך לעיר קאלביסוב והעמיד העגלה והסוסים מחוץ לעיר קאלביסוב והוא לקח סוס אחד ורכב עליו ומקלו העב בידו כדרך שרי פולין שילקחו המקל…,edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,73263|12127
ED::מזאסלאוו,מזאסלאוו,,,,,1,1,Sefer-Moraim-Gdolim,"… אשר היה ש""ץ בעיר זאסלאוו ואמר לו אני אספר לכס מאביכם הזקן מעשה ותבינו רום מעלתו בעת אשר נפטר אביכם הזקן החזן מזאסלאוו כיבדו אותו בעולם העליון לקבל שבת בהיכל אחד ושם היו אלפים נשמות ומלאכים וכאשר הגיע להחרוז בואי בשלום החזיר פני…",edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,15851
ED::סו,סו,,,,,1,1,Shemen-Hatov,"ספר שמן הטוב כולל לקוטי ח״ת על פסוקי תנ""ך ומדרשים ואגדות הש""ס. אמרים נעימים. יקרים מפנינים. בקדושה וטהרה המה נאמרים : וסיפורים נפלאים ויקרים. מו…",edition_only,name_exact,name_exact,B_review,0.95,False,phonetic_mismatch,13077,"Sceaux (Hauts-de-Seine, France)","סו (הוטס-דה-סן, צרפת)",,13077
ED::מטיסמניץ,מטיסמניץ,,,,,1,1,Shemen-Hatov,"… שכנא אבד״ק ווין נכד הרבי ר׳ שכנא אבד״ק לובלין. ור' מרדכי ר״מ הנ""ל הי׳ חתן הג״ר שמואל בהרב התייר מ׳ אברהם ראש מטיסמניץ ור׳ שמואל הנ״ל הי׳ חתן הג״ר משה דיין",edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,671
ED::רעזאן,רעזאן,,,,,1,1,Shemen-Hatov,"ו) כתב הגאון מ׳ שלום מרדכי נ״י אבד״ק ברעזאן בעמ״ס דעת תורה וז״ל. ובדבר סיפורים מהגה""ק רר״ש מנ״ש זי״ע : הן דבר א׳ נדפס בשו״ת מהרש""ם ח""ב בסופו כי פ״א אמר ל…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,74632|9174|7466|20849|10167
ED::סאמביר,סאמביר,,,,,1,1,Shemen-Hatov,"ז) פ״א שבת בעיר סאמביר והי׳ שם אברך עילוי (הוא הג׳ ר׳ איצקיל אבד״ק סאמביר הנקרא ר""א חריף אביו של הג׳ בעל שו״ת זרע יצחק) ודרכו של הג׳…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,7940|9315|12414|18096|8180
ED::ק' מאהלוב,ק' מאהלוב,,,,,1,1,Shemen-Hatov,"… וסיפר לי וכו׳ הרה״ג הישיש ר' אפרים יחיאל מיכל בק׳ נאמסק אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרים ז""ל מק' מאהלוב ברוסיא אחות האחים הקדושים מרן זקיני הרר״ש ומרן זקיני בעל הפלאה ומעשה שהיה כך הי' הרהצה""ק מ׳ יהושע העשיל מאפטא…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,10965
ED::אהלוב,אהלוב,,,,,1,1,Shemen-Hatov,"…פר לי וכו׳ הרה״ג הישיש ר' אפרים יחיאל מיכל בק׳ נאמסק אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרים ז""ל מק' מאהלוב ברוסיא אחות האחים הקדושים מרן זקיני הרר״ש ומרן זקיני בעל הפלאה ומעשה שהיה כך הי' הרהצה""ק מ׳ יהושע העשיל מאפטא…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,15119|794|10965|21949
ED::וברטוב,וברטוב,,,,,1,1,Shemen-Hatov,"יח) כתב אבי מורי הגאון שי׳ בהקדמתו לס׳ שירת ישראל אשר דו״ז הגה״ק מ׳ ארי׳ ליבש פרץ מלוברטוב הי' העוזר להגה״ק בעל קדושת לוי להתחבר עצמו לזקיני הגה""ק הרר״ש שהי' אז אבד״ק רוטשעוואהל אשר הי' הראשון להמשיך …",edition_only,fuzzy,fuzzy,C_review,0.8,,,,,,,14510|13591
ED::ק׳ סאסוב,ק׳ סאסוב,,,,,1,1,Shemen-Hatov,…בה שלו עד שיסמכהו לרבי ויתן לו בגד משי שלו הלבן. וכן הוה. ומשם בא לק׳ אפטא והמשיך עדה. ומפני המחלוקת עקר משם לק׳ סאסוב :,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,75523|2648
ED::ק׳ קראקא,ק׳ קראקא,,,,,1,1,Shemen-Hatov,"…גה״ק רר״ש זצ״ל משינאווי לק׳ נ״ש. לקח עמו את תלמידו הה״ק ר׳ משה ליב מסאסיב זצ""ל. ויהי בהיותם בדרך נאלצו לשבות בק׳ קראקא. ותהום כל העיר לקראת הגה״ק מהרר״ש וכבדוהו כי דרוש ידרוש ביום השבת בביהכנ״ס. ויאות להם. ויוועץ עם תלמידו הרמ״ל…",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,489
ED::חרדה,חרדה,,,,,1,1,Shemen-Hatov,"…גיד משנה על משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווילנא ובין תלמידי הבעש״ט ז""ל וכל ארץ ליטא חרדה ורגזה מקול החרם אשר החרימו בווילנא וסביבותיה את כת החסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת וו…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,21221
ED::רגזה,רגזה,,,,,1,1,Shemen-Hatov,"…נה על משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווילנא ובין תלמידי הבעש״ט ז""ל וכל ארץ ליטא חרדה ורגזה מקול החרם אשר החרימו בווילנא וסביבותיה את כת החסידים בשנת תקל״ב ח' ניסן בהסכם ובהחלט הבד""ץ וראשי עדת ווילנא ו…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,82577
ED::הפרתמים,הפרתמים,,,,,1,1,Shemen-Hatov,"נה) אל אצילי בנ״י הפרתמים והנשואים והרמים. לבושי עדי עם שנים. ה""ה ראשים רוזנים קצונים התורנים והרבנים. מסולאים בפז ודרכמונים. הנגידים ה…",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,23075
ED::קלויז,קלויז,,,,,1,1,Shemen-Hatov,"…משיב כהלכה. וחותן הג״מ מרדכי מבראד בן הגאון מ׳ סענדר חיים שהי׳ חתן הגאון הגביר ר׳ זלמן פערילס מבראד חד מחכמי הקלויז אשר הבעש""ט אמר עליו הפסוק פז״ר נתן לאביונים. פז״ר ר״ת רז״פ. כי השיא ארבעה מאות יתומים כמבואר בהק׳ להפלאה ברכו…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,79665|20594
ED::קאטילבורג,קאטילבורג,,,,,1,1,Shemen-Hatov,"…מלכה דבורה ע״ה הנ""ל הי' הר׳ פנחס הורוויץ מפיעטרקוב. בן הג״מ צבי הירש הורוויץ אבד״ק ווישניץ. בן הג״ר יעקב הרב מקאטילבורג הג..",edition_only,fuzzy,fuzzy,C_review,0.714,,,,,,,10069
ED::טורא,טורא,,,,,1,1,Shemen-Hatov,…ל בזה עפ״י המדרש עשרת הדברות מעשה בר' מתיא בן חרש וכו׳ שסיימא את עיניו ע״י מסמרים ובירושלמי ארשב״י אלו הוינא בטורא דסיני וכו׳ תרי פומי וכו' ע״ש:,edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,10215|77556
ED::גבול,גבול,,,,,1,1,Shemen-Hatov,… הדרך הרבה. ובא מאוחר. ומזה ראה כי מן השמים עכבוהו שישאר פה וישב איזה זמן בעיר סעמניטץ במדינת אונגאריין סמוך לגבול מעהרין כי שם הי' החתונה ושם לא היתה פקודת הממשלה הזאת וכו׳ וכו׳ ע״ש.,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,18052|15288
ED::קונט,קונט,,,,,1,1,Shemen-Hatov,עז) כתב בספר צרור החיים מהגאון מו״ה אברהם לעווענשטאם אבד״ק עמדין בקונט׳ ונגינותי ננגן וז״ל ומה שהעידו על הגאון החסיד מהור״ר נתן אדליר ז״ל בפ״פ שהי׳ מתפלל ג״כ במבטא ספרדי גם אני ידע…,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,14598|89642|9267|13367|76743
ED::גבעת,גבעת,,,,,1,1,Shemen-Hatov,"פח) אא״ז הגה״ק מ' פנחס הלוי איש הורוויץ חיבר הרבה ספרים ה״ה ספר הפלאה. ושבת אחים. המקנה. פנים יפות עה״ת. שו״ת גבעת פנחס. נתיבות לשבת. והפלאה החדש על ברכות ויו״ד. והפלאה על נזיקין ופנים יפות על תהלים בכת""י (עיין שה״ג ח""ב מ״ה.…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,13312|911
ED::ק' לעשנוב,ק' לעשנוב,,,,,1,1,Shemen-Hatov,"…שתו הצ' מ׳ רחל דבורה [נפטרה בפפד״מ בשמיני עצרת שנת תקנ""ב עיין דעת קדושים ס״ח] היתה בת הרה״ג מ׳ יואל היילפרין מק' לעשנוב [כ״כ בהק׳ שבת אחים] בן הג״מ ישראל חריף היילפרין אבד״ק זאסלב בן הג״מ אליעזר ליפמאן היילפרין אבד״ק טארניגראד בן…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,24727
ED::הגורן,הגורן,,,,,1,1,Shemen-Hatov,"כתב בתולדות מהר""ם לובלין מהרב מסעראצק שנדפס בהגורן ת״א אשר זקיני הגאון מ׳ יצחק אייזיק היילפרין אבד״ק טיקטין הנ""ל היה אחי הגאון מ׳ כתריאל היילפרין [הוא אבי הג״מ …",edition_only,fuzzy,fuzzy,C_review,0.75,,,,,,,16641|924|8054
ED::רייוויץ,רייוויץ,,,,,1,1,Shemen-Hatov,"…יעזר על הגש״פ דבר הנודע בעולם ממסירת נפשו בעד אחב""י בעת שהי' עלילת דם על קהל ישראל תושבי עיר שעלישץ סמוך לעיר רייוויץ גליל לובלין. אשר זקיני המגיד קיבל ע״ע להיות המליץ עבורם ועבור זאת ניתן בכבל רגליו בברזל בא נפשו. וישב במבצר ז…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,18393|82213|12727
ED::ק׳ לים,ק׳ לים,,,,,1,1,Shemen-Hatov,"…ורים והי' כך כמו שלשה חדשים ששכבתי על צד אחד. וכל הדאקטורים נתנו לי יאוש. ויהי כמשלש חדשים עבר דרך עיר סאניק לק׳ לים קא הה״ק רבי ר׳ הירש ז""ל מרומנאב והי׳ אצלי לבקרני ובירך אותי ובהחזרה לביתו שבת ש""ק בק' סאניק ואחר תפלת שחרית ב…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,6915|19460|1674|12194|14264
ED::בטשארטקוב,בטשארטקוב,,,,,1,1,Shemen-Hatov,…הזכרתי עוד בן א׳ לזקיננו הק׳ רצ״ה מטשארטקוב הוא הבחור הקדוש כמר יהושע ז״ל אשר נפטר בבחרותו קודם הנשואין ומנ״כ בטשארטקוב וחקוק על מצבתו אשר מת בנשיקה. דבר זה הוא אמת ויציב. כי הגם שאני בעצמי לא ראיתי זאת. כי כהן אני ולא יכולתי ליל…,edition_only,fuzzy,fuzzy,C_review,0.857,,,,,,,18410
ED::הרצ,הרצ,,,,,1,1,Shemen-Hatov,…פתיו שעשה. אז הי׳ מקום דירתו ומושבו בעיר טאסט שקורין טלוסט. הסמוכה לעיר טשארטקוב. וזה הי׳ בעת היות זקיננו הק׳ הרצ״ה אב״ד בטשארטקוב והגליל. ובמדינת קיר״ה נקרא גליל קרייז. והעיר טאסט היא שייכא ג״כ לגליל טשארטקוב. ובימים הקדמו…,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,6926|8762|83030
ED::ק׳ יארטשוב,ק׳ יארטשוב,,,,,1,1,Shemen-Hatov,"…קכ״ח הי׳ פה איזה איש אשר לא ניתן להזכר שמו כאן. בשנת תקכ״ט נתקבל פה לרב ואב״ד הרב הה״ג מו״ה יהודא ליב תאומים מק׳ יארטשוב הסמוך ללבוב והי׳ פה עד קיץ תקל״ד לפ""ק. שנת תקל״ה נתקבל פה הרב המובהק הה״ג מו״ה אליעזר ליפמאן מזאלקווא שהי׳ אב…",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,17656
ED::יאנוב,יאנוב,,,,,1,1,Shemen-Hatov,"…וך ללבוב והי׳ פה עד קיץ תקל״ד לפ""ק. שנת תקל״ה נתקבל פה הרב המובהק הה״ג מו״ה אליעזר ליפמאן מזאלקווא שהי׳ אבד״ק יאנוב ולא האריך שנים פה ונתבקש לישיבה ש״מ תקל״ז לפ״ק. בשנת תקל״ח",edition_only,name_ambiguous,name_ambiguous,C_review,0.5,,ambiguous_exact_name,,,,,769|852|27126
ED::חסידא,חסידא,,,,,1,1,Shemen-Hatov,… על מצבת בנו זצ״ל. „הנני עומד שם לפניך על הצור בחורב מה נורא המקום הזה חכמה פה גנוזה אשר נתבקש בישיבה של מעלה חסידא ופרישא הרבני מוהר״ר יהושע העשיל מר במוהר״ר צבי הלוי ומת בנשיקה בע״ש ז׳ ניסן תצ״א תנצב״ה״,edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,78588
