name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
הבעש,1,Shemen-Hatov,…״ק סעראצק שי׳ כתב אלי בא׳ ממכתביו בזה״ל מש״פ הדר״ג שי׳ בבית משולם דף ל״ב שלום ואהבה בין הגה״ק הר״ם מקאסניטין והבעש״ט ז״ל. הה״ג מ׳ עוזר מקאמניץ בע״ס לוחת העדות על דיני עדות סיפר לי שהר״ר מאיר מקאסניטין הי' מחותנו של הר׳ יוזפא…,,,fuzzy,fuzzy,1.0,,,,,6924|88089
העירות,1,Shemen-Hatov,…צות ונשרפה העיר. ולמחרתו עלה לשם נהר הווייכסיל. והעתיקו דירתם א׳ ווייארסט משם. לערך. ואז התפרדו מגליל רוצוועל העירות גור ווארקי ראדום זוואלין. ואחר שנתקבל לניקלשבורג בחרו החסידים בהר״ר,,,fuzzy,fuzzy,1.0,,,,,6926|793|69797|3029|10327
קריבוש,1,Shivhei-Habesht,"…יודע שהשכינה באה עמו וכשנכנס אצלו הדאקטער נדמה שנכנס אלי גלח אחד ואחר פטירתו נתקבל אצלם לאב""ד הרב ר׳ אבא דק""ק קריבוש הנ""ל",,,fuzzy,fuzzy,0.75,,,,,6392|18994|76973|85109|8323
ניקל,1,Shlosha-edrei-zon,…קרא אותי וצוה עלי לנסוע לביתי ושם נתוודע לי כי אני חיברתי הס׳ שער אורה ועתה ראה נא גודל רוה״ק של רבינו הגאון מניקל שבארג כי רמז לי אז וציוה לי ללמוד לפעמים שערי אורה ועוד סיפר לי דברים יקרים לא אוכל להאריך מחמת יוקר שער הדפו…,,,fuzzy,fuzzy,1.0,,,,,18371|17458
בוגין,1,Shlosha-edrei-zon,"…ם ב׳ אז דיבר עמו קצת וציווהו לבא למחרתו ביום ג' אפשר אשכור לך. ויהי ביום השלישי ציוות ר׳ דוד ליב שיקנה סטעמפל בוגין כדי שיהי' מוכן לכתוב השטר. ויהי בבאו לבית קבלו בספ""י בשמחה רבה והאדונית ביותר והשכיר לו הכל כרצונו וכן קרהו כ…",,,fuzzy,fuzzy,1.0,,,,,8928|20858
סאליא,1,Shlosha-edrei-zon,"…ותר מב' מאות וחסידים לאין מספר כמדומה לי שאמר לי כי הרב מלובלין היה מחותן ושכרו בית גדול מאד עבור הרב מלובלין סאליא גדולה והוא יושב בחדר קטן לבדו ופ""א בא הרב אל הסאליא גדולה והיו שם אנשים הרבה וכאשר בא ישב אל השלחו הקטן שהיה …",,,fuzzy,fuzzy,0.667,,,,,74500|82867|73372|3619
מסקיווא,1,Sipurei-Kdoshim,"בעיר מסקיווא, היתה אשה אחת צעירה בימים גבירה גדולה עד אין לשער ושמה הולך בכל המדינות ותמת עליו בעלה וישאר אלמנה בהון רב כז…",,,fuzzy,fuzzy,1.0,,,,,188|23440
נוסה,1,SipureiAnsheiShem,"… צבי הירש הכהן מרומנוב עם משרת שלו. יז) מבעל מגלה עמוקות ע""ד איש המחלק צדקה. יח) מרבי צ""ה מזידוטשוב אשר התפלל נוסה ספרד. יט) מהגה""ק רבי חיים האלבערשטאם מצאנז ע""ד אברך שעשה שלום בין ב""ב. ב) מהגה""ק רבי יהושיע מבעלז ע""ד התפלת ש…",,,fuzzy,fuzzy,1.0,,,,,84489|9871|7030
דלבוב,1,SipureiAnsheiShem,והלך אל בית הרב האב״ד דלבוב למען ידע איך יפול הדבר וירא על נבון כאשר שמע הקול והנה מובאים אותן הדגים אשר הי׳ נחתכו הסנפירים שלהם לבית הרב…,,,fuzzy,fuzzy,0.667,,,,,166|17407
תורגמא,1,SipureiAnsheiShem,"בשנת שלש למלוך מלך סולטאן מוראד מלך תורגמא הוא שנת ה׳ אלפים שפ""ה לבריאת העולם היה בירושלים השר הישר מחמד פאשא ונתיישבה עיר ה׳ מבני עמינו יותר ממה שהי׳ מ…",,,fuzzy,fuzzy,1.0,,,,,10056|8120
ירושלימה,1,SipureiAnsheiShem,…קם הרשע בן פרוך סומא באחת מעיניו ויקן ממשנה המלך שר דמשק את ממשלת ירושלים וביום שבת קדש כ״ו טבת שנה הנזכרת בא ירושלימה ועמו שלשה מאות איש אחוזי חרב ויסר את מחמד השר הישר מגבורה והוצק את כל יושבי העיר ובפרט היהודים עד אין שיעור ו…,,,fuzzy,fuzzy,0.75,,,,,691|13560
קונסטאנטינאפיל,1,SipureiAnsheiShem,"…יותר מעשרים אלף סך הכל יותר משבעים אלף גרו""ש ובעת ההוא היה בערך ד׳ גרו""ש דוקאטי אחד. וישלחו היהודים בסתר לעיר קונסטאנטינאפיל למנהגילמנהיגי עדת ישורין ללכת לפני שער המלך להתחנן על עם ה׳ להעביר רעת שתום העין מעליהם אשר חשב על היהודים יו…",,,fuzzy,fuzzy,0.625,,,,,388|21354|17880|7544
וויניצאה,1,SipureiAnsheiShem,"…ינא, נחמי׳ מאראוואל שמעי׳ בכה משה די מדינא עזרי׳ בכה׳ אפרים פיג׳ שמואל מסעוד (העתיק מספר חרבות ירושלים הנדפס בוויניצאה) :",,,fuzzy,fuzzy,0.833,,,,,949|946
וישניצא,1,SipureiAnsheiShem,"… אף נתן לו חביות יין במתנה מן המובחר, ואז היה בימים האלה הימים הסמוכים לחג הפסח בא שמח סוחר היין אחד שיש לו בווישניצא ויקנה אצל הבעה״ב הזה שהיה המלמד אצלו יין למכביר ואז עדין לא היה בעולם מסילות הברזל אך על עגלות הוכרחו ליסע ול…",,,fuzzy,fuzzy,0.833,,,,,13465|88214
אדען,1,SipureiAnsheiShem,"הרב הגאון הצדיק מו""ה שמעון סופר זצ""ל אבד""ק קראקא התראה פנים בהיותם בצוותא חדא בעיר מרחץ באדען וגם איקלע",,,fuzzy,fuzzy,1.0,,,,,1571|11337|17479|16513
מרומי,1,SipureiAnsheiShem,"…א את חותן האברך הוא הגביר הנ""ל למקום סתר וסיפר לו את כל המעשה והגביר נתן להרב את נדבתו כאשר הבטיח לו ונסע הרב מרומי, והגביר כששמע זאת המעשה מהרב נחלש ונפל למשכב מרוב היגון והדאגה ושלחו בני ביתו את האברך לשאול אותו מה חליו כי …",,,fuzzy,fuzzy,1.0,,,,,18251|440|15532|7637
אַפטא,1,Sipurim-Nehmadim,"…דים מהבעש״ט והרה""ק מהר""ל מפראָג והרה״ק ר׳ ישכר בער מזלאטשוב, והרה״ק האזולאי והרה״ק ר׳ ישעיה מדינעוויץ והרה״ק מאַפטא ועוד מכמה צדיקים זצוק""ל זיע״א. מאת המלקט והמאסף ישעיה וואלף ציקערניק בדפוס ר. קעסעלמאן באזיטאמיר שנת תורה בכל…",552,,name_exact,name_exact,0.95,552,"Opatów (Tarnobrzeg, Poland)",אפטה (פולין),,552
ויערסט,1,Sipurim-Nehmadim,"… לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאליע ומשם לעיר לובער בערך עשרים ושנים וויערסט פ״א נולד בן זכר אצל ידו הנ״ל בעיר אוסטרעפאליע והיה הברית מילה ביום ו׳ ויבקש הידיד הנ""ל מהעשיר מלובער שיבא על …",,,fuzzy,fuzzy,1.0,,,,,72340|1715
דוסס,1,Sipurim-Nehmadim,"הרה״ק ר׳ ישעיה הנ""ל היה דר מקודם בעיר דינעוויץ (פלך פאדאליע) ותפלתו היתה דבר פלא ובאותו עת היה דוסס גדול הדוכס מסמילא (פלך קיעוו) והיה לו עוד ערים וכפרים הרבה חוץ עיר סמילא וגם עיר דינעוויץ היתה שלו והיה לו או…",,,fuzzy,fuzzy,1.0,,,,,82078|18750|16588|973
שמע,1,Sipurim-Nehmadim,"סמילא ופ""א היה האופראווליאיעשטשע הנ״ל בעיר דינעוויץ ושמע שמפליאים מאד תפלת הרה״ק ר׳ ישעיה הנ""ל וילך לשמוע תפלתו בש""ק ובעת שאמר הרה״ק ר׳ ישעיה קדושת כתר נזרק ויצא ממנו…",,,fuzzy,fuzzy,1.0,,,,,88112|27012
סנה,1,SipurimUmaamarimYekarim,משה רבינו ע״ה היה אדון הנביאים ומסתמא היה חוקר גדול. וכשראה המראה בסנה היה יכול להלוך בזה בגדולות ונפלאות ולחקור בזה הרבה והוא לא עשה כן רק האמין אמונה פשוטה כפתי. כן אמר אדמו״ר. ו…,,,name_ambiguous,name_ambiguous,0.5,,,,,18659|19263
מאור,1,SipurimUmaamarimYekarim,"שמעתי כי בעת שהדפיסו הספר הקדוש מאור עינים מהרה״ק ר׳ נחום הנ""ל בפעם ראשון נסע אז איש אחד ממדינתנו לארץ הקדושה לקבוע דירתו בא״י ולקח עמו הס׳ מאור ע…",23009,,name_exact,name_exact,0.95,23009,Ma'or (Israel),מאור (ישראל),,23009
"ק""ש",1,SipurimUmaamarimYekarim,"… מימיו. ור׳ ירמיה הגדול היה מתפלל ביום אחד בביהמ""ד של זקני הנ״ל. וזקני היה מתפלל אז לפני התיבה. וכשהגיע זקני לק""ש כשאמר דבר אל בני ישראל ואמרת אליהם ועשו להם ציצית הלך מהעמוד לר׳ ירמיה הגדול ולקח מראשו התפילין של ראש והחזיר…",22391,,name_exact,name_exact,0.95,22391,Kunštát (Czech Republic),קונשטט (צ'כיה),,22391
קו,1,Smichat-Moshe,"…פנחס הלוי איש הורוויץ הנקרא בפי כל ר' פנחס ממגרוב אשר מנוחתו כבוד בארץ הקדושה בעיר צפת תוב""ב וביום ג׳ אחר ש""ק קודם נסיעת רבינו לביתו לק׳ רומנאב בא פעם שלישית אצלי ובעת ההיא הי' ג״כ אצלי ש""ב ר' פנחס הנ""ל ואמר לרבינו הקדוש ה…",1142,,name_exact,name_exact,0.95,1142,Caux (France),קו (צרפת),,1142
מענדיל,1,Smichat-Moshe,"… הקודש רשכבה""ג מ׳ צבי הירש אבד״ק לבוב לובלין בן הגאון המובהח בוצינא דנהורא איש אלקים נורא מרום וקדוש מ׳ זכרי' מענדיל ז""ל נשיא בעה״ק ירושלים הנקרא ר' זכריה הנביא בהרב הגאון מ׳ משה אבד״ק חעלמא קאצינעליכבוגין בהרב הגאון וכו׳ מ׳ מ…",,,fuzzy,fuzzy,1.0,,,,,82374|74472|9356|11533|86042
פרידבערג,1,Smichat-Moshe,"… הנ״ל הי' חתן הגאון אמיתי מ׳ בנימן בייגיש מפוזנא. בהרב הגאון אמיתי איש קדוש נורא רם ונשא רבינו חיים ז""ל אבד""ק פרידבערג בעהמ""ח ס׳ החיים וס׳ ויכוח מים חיים הוא אחי מהר""ל מפראג] בהרב הגאון הגדול צדיק ונשגב מ׳ בצלאל ז״ל בהרב הקדוש ה…",,,fuzzy,fuzzy,1.0,,,,,14411|14360|17409
קושטנטינא,1,Smichat-Moshe,"…בן הרבנית מרה מרים אשר למדה עם ישיבות מופלגים והי׳ ווילון מפסיק בינה בת רבינו שלמה שפירא ואחותו של רבינו פרץ מקושטנטינא ובסדר היחוס בהקדמת שו״ת מהרש""ל סיים בזה הלשון ומאבותיו של ר׳ שלמה שפירא לא פסחה תורה מהם עד רש""י עכ״ל. וע׳ בס…",533,,name_exact,name_exact,0.95,533,Istanbul (Turkey),איסטנבול (תורכיה),,533
טארגי,1,Smichat-Moshe,"…ורות וכתב שיש בידו סדר היחוס שכתוב כסדר ממהרש""ל עד רש״י מ״ה וא״ז הגאון הקדוש מ׳ שמעלקא הלוי איש הורוויץ אבד״ק טארגי הי׳ חתן הרב הגדול האלוף החסיד מ׳ משה ז״ל מקראקא בהרב הגאון אמיתי בוצינא קדישא חסידא ופרישא רשכבה״ג רבינו יושע…",,,fuzzy,fuzzy,1.0,,,,,14276|13906|18268
פאטיק,1,Smichat-Moshe,… מענדיל הנ״ל הי׳ חתן הגאון מ׳ יחיאל מיכל אבד״ק פרעמישלא בהגאון מ׳ שמואל אבד״ק פרעמישלא בהגאון מ׳ מנחם מענדיל מפאטיק בהגאון מ׳ יחיאל מיכל אבד״ק נעמרוב הגדול הנהרג בשלת ת״ח נכד הגאון רש״ל ונכד הגאון בעל הלבושים. והגאון מ׳ יחיאל…,,,fuzzy,fuzzy,1.0,,,,,86836|80442
אסטראלענקי,1,shivheiZadikim,"סיפר הרה״ג החסיד המפורסם מוה׳ יחיאל מיכל נ""י אבד""ק שעפס שהי' מלפנים רב בעיר אסטראלענקי. והי׳ שם איש חסיד אחד ר׳ חיים ליב שהי׳ בילדותו משמש",,,fuzzy,fuzzy,1.0,,,,,11651|77579
נאווידוואר,1,shivheiZadikim,"בהיות הה״ק מוהרח״ה הכהן ז""ל הנ״ל רב בעיר נאווידוואר היו לו רדיפות גדולות ובזיונות מאת רודפיו. והיה נגיד א' מן הרודפים שבזה אותו הרבה. והיה מחויב נדוי ע״פ ד״ת בלי…",,,fuzzy,fuzzy,1.0,,,,,20016|42
הרים,1,shivheiZadikim,"בס׳ מרום הרים הנ""ל מובא הרבה משבחי הה״ק הנ""ל מגאסטנין. ונספר בזה ענין נפלא מה שנתהווה אצל הה״ק הנ""ל. והרה״ק ז""ל אמר בעצמו א…",,,fuzzy,fuzzy,1.0,,,,,19494|27119
מסלאנים,1,shivheiZadikim,"עוד פ""א שלח לו מחותנו הגביר מסלאנים ע""י ציר מיוחד הדסים מובחרים מק""ב ואחי הגר""א ז""ל הושיטם ליד אחיו הגר""א ז""ל ותיכף כשאחזם בידו בשמחה. כי היה קשה…",,,fuzzy,fuzzy,0.8,,,,,102|9596
בלה,1,tmimei_derech,יודעים הדרך בבלה. ויבוא אליהם אחד. ויראה הדרך ונעלם מעיניהם ולא נודע מקומו אין. וילכו בדרך אשר אמר להם. עד בואם קרוב לבבל. הצו…,,,fuzzy,fuzzy,1.0,,,,,20678|76959
מדינה פ,1,tmimei_derech,…ר הגדול ? אשר בו בחרו שיתן להמלך והמלכה חופה וקידושין כחוק דתם. וישאלהו על מקומו וגזע מחצבתו. ויגד לו כי הוא ממדינה פ׳ וממשפחת הכומרים הנודעים לשם. ואשר בא לברך המלך והמלכה אחר החופה כחוק המלכים. וידבר אתו הכומר בעניני תהלוכות …,,,fuzzy,fuzzy,0.6,,,,,83603|18993|10956|11989
פרס,1,Derech-Haemuna,"… הכתוב לחיים בירושלים והכתב הנ""ל בא אלינו עם החכם השלם מוהר״ר ברוך נ""י אשר הלך בשליחות ירושלים לערי תוב״במדי ופרס, ובאו עליו לסטים ובזזו כל אשר לו והניחוהו במדבר שמם ואת חמורו הרגו, ולא ידע אותו האיש אנא ילך והלך כסומא יום …",5979,,name_exact,name_exact,0.95,5979,Poros Island (Greece),פורוס (יוון : אי),,5979
ריגיו,1,Derech-Haemuna,הן אנכי מדי עברי בק ״קריגיו ראתה עיני גוף הכתב הנ״ל מרבני חכמי וגאוני ירושלים הכתוב בחתימות מהכתב היקר שאני בקי בהם מתוך כתבי דקודש ופסקי…,495,,name_exact,name_exact,0.95,495,Reggio Emilia (Italy),רג'יו (איטליה),,495
קאלמייע,1,Derech-Haemuna,…ים מכל מה שתוכל לדמות מן הפחיתות יותר הרבה ממה שאתה אוהב את בנך יחידך אעפ״כ איני נושק אותו וזה החכם היה אבד״ק קאלמייע תלמיד מובהק של מרן אור ישראל אור שבע׳ הימים מרן הבעש״ט. (ס׳ ה״ה פ׳ בהר) :,,,fuzzy,fuzzy,1.0,,,,,12194|1674
בארנאוו,1,Derech-Haemuna,…קהל יראים ואמר שהוא אינו מאמין לעצמו אפילו רגע ובפרט ליונגע לייט של דור זה אפילו לזקנים ועמד שם זקן אחד מגיד מבארנאוו ששימש את רבינו הקדוש מוהר״ר דוב בער וזכה לראות קשת של אש על רבינו בשעת התפלה והיה בן תשעים שנה ואמר לזה המגיד…,,,fuzzy,fuzzy,1.0,,,,,18054|765|17463
קאוולא,1,Derech-Haemuna,יג) ומר אבי הג׳ הק׳ מוהר״ם נבג״מ זצל״ה זי״ע היה ממעט באמירת תורה להבאים אליו. פעם אחת הפציר בו אחי הרה״ק מקאוולא זצ״ל על אמירת תורה והשיב וכי רבותא לאמר תורה אבל האמת שצריך להתקשר בשר התורה באופן שיושפעו ממנו דברי תורה לפי…,,,fuzzy,fuzzy,1.0,,,,,89985|14185
ריזון,1,Derech-Haemuna,"… הצדיק לעשות טובה לכנסת ישראל רק ביום שידובר בה הצדיק סיפורי מעשיות בזה עושה טובה לה ופ״א בא אל א״א הה״ק ר״י מריזון זצל""ה רענדאר א׳ וסיפר לו שאדון שלו רוצה לדחותו מאראנדע קודם פסח. והיה אבי ז״ל יושב ודיבר סיפורי מעשיות כל עת …",,,fuzzy,fuzzy,1.0,,,,,74632|9174|7466|20849|10167
אראנדע,1,Derech-Haemuna,"…סיפורי מעשיות בזה עושה טובה לה ופ״א בא אל א״א הה״ק ר״י מריזון זצל""ה רענדאר א׳ וסיפר לו שאדון שלו רוצה לדחותו מאראנדע קודם פסח. והיה אבי ז״ל יושב ודיבר סיפורי מעשיות כל עת התנצלותו וקודם צאתו אמר לו רבי מה תשובתי ע״ז. אמר לו כב…",,,fuzzy,fuzzy,1.0,,,,,13830|87718|74129|9650|9272
ווינציא,1,Derech-Haemuna,…ד היה מחסידי עליון ואספר קצת מחסידותיו ומדותיו ושמו ר׳ עזרא במו׳ ידידי׳ והיה דר בעיר קטנה ואנשים בה מעט סמוך לווינציא והאיש ההוא מיום שעבר לו שבע שנים לא עבר עליו חצי לילה בשינה והיה לומד ג׳ חלקים בפשטי וחלק רביעית בסודות התורה…,,,fuzzy,fuzzy,1.0,,,,,949|946|17901|80747
דיקלא,1,Derech-Haemuna,…מרה לי חזק בני לוי יצחק צרות רבות יעבורו עליך ואתה חזק בני כי אהיה עמך לא תירא ולא תפחד וכך היה מעשה שבא לעיר דיקלא בעשרים בעומר ובא לשם באישון לילה ואפלה ולא היה מי שיאסוף אותו לביתו עד שבא בורסקי אחד והכניס אותו לביתו ורצה …,,,fuzzy,fuzzy,1.0,,,,,900|975|14096|26012|23521
בתפא,1,Derech-Haemuna,…ו מנשמות גבוהות שמעטרים אותו ובזה זוכה הצדיק למה שזוכה וזה אוזר ישראל בגבורה וכשאין ביכלתו כפי הדרגתו אז עוטר בתפארה בנשמות גבוהות וכו׳ ע״ש ושם בכונת ברכת הישראלשחר כ׳ וז״ל ומרומז ג״כ פוקח עורים שיש דברים מה שא״א להשיג וא״א …,,,fuzzy,fuzzy,1.0,,,,,88836|90017
טארבין,1,Derech-Haemuna,… גבי דהמע״ה והי׳ נעים זמירות ישראל כידוע ובד״ז הה״ק רי״מ ונ״ל האבד״ק גאסטאנין אמר לי כי זה״ג רנ״ש זצ״ל האבד״ק טארבין הראה לו ג״כ סימנים כאלה על משפחתינו :,,,fuzzy,fuzzy,1.0,,,,,74415|20209|79028|321
פינטשוף,1,Derech-Haemuna,…תו מענין מ״ש והיה מתפלל בתוך סידור קטן במהירות וניתק מעט דעתו כידוע כ״ז וסיפר לי מו״ח ההצה״ק מה׳ אברהם מרדכי מפינטשוף שהמגיד הק׳ מקאזניץ תלמידו עזרו הרבה ואמר שבודאי לא היה מניחין אותו מן השמים ליפול ממדרגתו חלילה אלא שגם בשמים…,1687,,name_exact,name_exact,0.95,1687,Pinczów (Poland),פינצוב (פולין),,1687
קאמרנע,1,Derech-Haemuna,עוד שם וז״ל בספר עצי עדן ומעשה אורג מהה״ק מקאמרנע שנדפס בלבוב בגליון המשניות כתוב בזה״ל קבלנו מרבותינו שקבלו מרבן ורבן מאליהו ז״ל שבפרק זה פ״ז דמקואות מעלין הנ…,,,fuzzy,fuzzy,1.0,,,,,19012|8967|22715|16505|10651
ראטנע,1,Derech-Haemuna,…יגון הכלי זמר מה שעשה המנגן מיום הוולדו וסיפר שאביו הג׳ מהר״מ זצל״ה נסע על שתי שבתות לכפר מעכניווקע בגליל עיר ראטנע להיות אצל הר״ר הירש משם שהי' מכניס אורח גדול ואז היתה השעה דחוקה לו ורצה הרצה״ק לעשות לו טובה ולכן נסע לשם וג…,,,fuzzy,fuzzy,1.0,,,,,83021|14232|80479|16993|79479
קאמין,1,Derech-Haemuna,… מכניס אורח גדול ואז היתה השעה דחוקה לו ורצה הרצה״ק לעשות לו טובה ולכן נסע לשם וגם הרב ר׳ גימפיל ז״ל ד״ץ מעיר קאמין בא לשם וכו׳ ושמע הג׳ מוהר״מ זצל״ה אז כשהי׳ הילדים מנגנים על שולחנו והכיר בקולם שהיו לומדים כתב של וכו׳ ואמר ת…,,,fuzzy,fuzzy,1.0,,,,,10376|23698|12444|22702|23108
איטליא,1,Derech-Haemuna,…מכאן שכך הוא דרך הסב כשהן שלשה אלא דדרך הסב שאמרו בשלשה היינו כשהסיבו ביחד והאבות לא נקברו בזמן אחד וכשהייתי באיטליא דברתי עם שליח א׳ מחברון הי׳ גברא מהימנא ושמו חכם ר׳ יצחק זאבי ז״ל וכשבאנו לדבר מענין מערת המכפלה אמרתי כבר יד…,,,fuzzy,fuzzy,0.6,,,,,25303|9839|6258
"ח""ל",1,Derech-Haemuna,"…פוך אל עמים שפה ברורה כולם מדברים בלה״ק ועובדים לאל אחד ואז יחיה המתים שבארץ הקדושה והמתים שיעמדו יחיו מתים שבח""ל כרצונם לקרוביהם ואוהביהם ובשנת תשל״ו יהיה תחה״מ בכל העולם כי הוא כל הימין ובשנת תש""ס יהי' יום הדין הגדול והנו…",,,fuzzy,fuzzy,1.0,,,,,18470|11656|23002|18682
ז״ל ו,1,Derech-Haemuna,עוד יש סגולה לזה מאת הגר״א מ ז״ל והוא שהילד אשר יולד אחרי מיתת ווילנאבנים רח״ל. יקראהו בשם אחיו אשר מת לפניו באחרונה בהוספת שם חדש ויקראהו בשם ה…,,,fuzzy,fuzzy,1.0,,,,,19906|90189
שאמר,1,Derech-Haemuna,א) חלילה לומר דוקא רבו הוא צדיק גמור ותו לא ושמעתי מהה״ק רבינו חיים שאמר פ״א בסוכה אם אשמע מא׳ מאנשיי שיאמר דוקא רבו הוא מסאנץהצדיק ותו לא אעברנו משרשו כי יש הרבה עבדים למלך הכבוד וא…,,,fuzzy,fuzzy,1.0,,,,,299|300|16091|252|1731
לובלי,1,Derech-Haemuna,"ג) כמו שנשמע מההצה״ק מ לובליןזי״ע שכל ששה עשר שנים שהיה ההצה""ק מבארדיטשוב חי לפניו הנה בכל יום ויום היה מייחד לו שעה תחת להודות ולהלל להשי…",,,fuzzy,fuzzy,1.0,,,,,6279|174|7264|90041|6758
קאזני,1,Derech-Haemuna,"…בנו והוסיפו לאביו הה״ק היהודי זצ""ל וקרא שמו יעקב יצחק ואח״כ בעת שחלה בנו הה״ק זצ""ל צוה הה״מוהר״ר אשרק המגיד מ קאזניץזל""ה להוסיף על שמו שם יהושע וקרא",,,fuzzy,fuzzy,1.0,,,,,20011|14383|9779|10740|79348
"ת""א",1,Derech-Haemuna,"…ם שכלי חרס אחר שנשבר אין לו תקנה אך אחר הנישואין יכול לפוטרה ע״י גט דוגמת כלי זכוכית שאע״פ שנשבר יש לו תקנה. (ת""א בלקוטים) :",272,,name_exact,name_exact,0.95,272,Tel Aviv-Yafo (Israel),תל אביב-יפו (ישראל),,272
אוסטרהו,1,Derech-Haemuna,…ושע וצ״ל שבא אצלו איש אחד בעל תשובה וביקש ממנו לתת לו תשובה והשיב לו לא אוכל לפרש לך תשובה עד שתלך מקודם לק״ק אוסטרהו ותתענה שם ארבעים יום ואח״כ תבוא אצלי ואיעצך לפתוח לך פתח התשובה כשתוכל לעמוד בזה. (ב״מ פ׳ נח) :,,,fuzzy,fuzzy,1.0,,,,,633|18643|90716|77528|20545
ברודא,1,Derech-Haemuna,"…ר מתגורר פה קהלתינו הקדושה עם אשתו ובני ביתו זה איזה שנים מזמן העבר אחר שריפת ק״ק פראג הוא היה אותו הפעם בק״ק ברודא למסור דברי אלהים חיים לאיזה יחידי סגולה וסוף טבת תנ""ו לפ""ק חזר מהור״ר הנ""ל לביתו לקהלתינו להקדים עצמו לדבר מצ…",14455,,name_exact,name_exact,0.95,14455,Uherský Brod (Czech Republic),אורסקי ברוד (צ'כיה),,14455
כרי,1,Derech-Haemuna,"…מש ונאמן בן הגאון זצ״ל גם האלוף הר״ר משה בן מוה׳ דוד פיקסלס זצ״ל שמש ונאמן דק""ק הנ״ל שילכו בכל בתי כנסיות ק ויכריזו בציווי אלופים הראשים והקצינים בצירוף ״ק נ״שהאלופים הדיינים ויתירו כל החרמות ונדויים ושמתות אשר נתנו על הרוח…",,,fuzzy,fuzzy,1.0,,,,,8834|665|87731|14272
אושא,1,Derech-Haemuna,…הנער אברם בלי נזק ובכן קיימתי את דיבורי ויצאתי בלי נזק כל ואני הייתי טאס בעולם עם הממונים והיינו טאס בין ישראלאושא לשפרעם ובאו נגדינו אלפים ורבבות חיילות אשר רדפו וטרדו אחרינו ולא נתנו לנו מנוח לכף רגלינו מפני החרם ונדויים ו…,,,fuzzy,fuzzy,1.0,,,,,705|22452
בטל,1,Derech-Haemuna,…רם הגדול ושאר השבעות בשמות הקדושים הוא מוכרח להתיר אותנו עדיין אנו בחרם הוא צריך להכריז בכל בתי כנסיות פה ק ויבטל מעלינו החרם וכל השבעות ״ק נ״שאשר נתן עלינו :,,,fuzzy,fuzzy,1.0,,,,,81537|22025|6931|16946|698
ציונה,1,Derech-Haemuna,… במגילת ספר בעט ברזל ועופרת פה ק״ק ניקלשפארג קריה עליזה קריה נאמנה אלהים יכוננה לעולמי עד עד כי תבנה ירושלים וציונה שמה נזכה כולנה לעלות בגיל ורננה שלש פעמים בשנה נאום דוד הקטן אופנהיים החונה ק״ק נקלשפורג ובכל מדינות מעהרין :,,,fuzzy,fuzzy,1.0,,,,,10559|15713
אורלייניש,1,Likutim-Hadashim,…אמר לו ר׳ מדרכי הנ״ל שאינו רוצה בשום אופן להיות עוד מוכיח. ושאל לו למה אינו רוצה ואמר לו ר׳ מרדכי כיון שהר״י מאורלייניש שהוא בעל התוספות מלוה אתכם לבהמ״ד אינכם צריכים למוכיח. ובאמת כך,,,fuzzy,fuzzy,0.667,,,,,8616|5080|73009|13694
אפט,1,Likutim-Hadashim,"שמעתי בשם הרה״ק היהודי ז""ל שהיה בראשונה אצל הרה״ק ר' שהיה רב בעיר אברהם יהושע העשילאפט והיהודי ז״ל היה אצלו. פ״א השתוקק היהודי זצ״ל ליסע לרבי ז״ל מלובלין. והלך אצל הרה״ק דשם לפטור ממנו ואמר לו הרה…",10855,,name_exact,name_exact,0.95,10855,Apt (France),אפט (צרפת),,10855
סטריקוב,1,Likutim-Hadashim,…לו ושכר את השדות שהוא היה מחזיק ואמר לו הרה״ק הנ״ל אין אני יכול לעזור לך רק אתן לך עצה שתסע להסבא קדישא הנ״ל לסטריקוב ותספר לו איך שהיית מחזיק שדות עד עתה וכמה איש אחד השיג את גבולך וישאל לך למה אתה מחזיק שדות ? ותאמר לו שאתה מ…,,,fuzzy,fuzzy,1.0,,,,,76236|84468|3132|20162
חעלם,1,Likutim-Hadashim,"שמעתי מהרה""ק ר׳ נטע זצ""ל מחעלם זה הצדיק לא למד משום רבי רק בעצמו מתיגע עד שהלך ממדרגה למדרגה ולא ידע אם הולך בדרך הטוב והלך ליער בחורף ופשט …",,,fuzzy,fuzzy,1.0,,,,,11264|21353
שכם,1,Maasim-Tovim,…וכופר וברית עולם מפר והיה מן הפרושים אוכל לחם אנושים ויין ענבים לחים ויבשים וגונב לבות האנשים כמו פרושים אנשי שכם שעושים מעשה שכמי אשר מלו בשר ערלתם לא לאהבת ד׳ ולכבודו כי אם ליראת חמור ושכם כי הי׳ נשיאם וכמו פרושי נוקפה שמ…,,,name_ambiguous,name_ambiguous,0.5,,,,,310|5412
