action	text	original_label	corrected_label	start	end	source_file
added	סאסיב		GPE	126383	126388	Hitgalut-HaZadikim.xml
added	מיכלי		PER	126514	126519	Hitgalut-HaZadikim.xml
added	רב פפא		PER	126915	126921	Hitgalut-HaZadikim.xml
added	אפטא		GPE	127106	127110	Hitgalut-HaZadikim.xml
added	"מ""נ די״ט"		WOA	127588	127596	Hitgalut-HaZadikim.xml
added	אלימלך		PER	127664	127670	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	127682	127689	Hitgalut-HaZadikim.xml
added	אלימלך		PER	127727	127733	Hitgalut-HaZadikim.xml
added	פולין		GPE	128273	128278	Hitgalut-HaZadikim.xml
added	שידלאווצי		GPE	128289	128298	Hitgalut-HaZadikim.xml
added	ליביש שידלאווצער		PER	128324	128340	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	128392	128399	Hitgalut-HaZadikim.xml
added	אלימלך		PER	128530	128536	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	129001	129008	Hitgalut-HaZadikim.xml
added	שידלאווצי		GPE	129601	129610	Hitgalut-HaZadikim.xml
added	לייביש		PER	133242	133248	Hitgalut-HaZadikim.xml
added	אלימלך		PER	135357	135363	Hitgalut-HaZadikim.xml
added	רמ״י		PER	135752	135756	Hitgalut-HaZadikim.xml
added	אלימלך		PER	135802	135808	Hitgalut-HaZadikim.xml
added	משה		PER	135852	135855	Hitgalut-HaZadikim.xml
added	פשעווארסק		GPE	135864	135873	Hitgalut-HaZadikim.xml
added	אלימלך		PER	135912	135918	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	135932	135939	Hitgalut-HaZadikim.xml
added	אלימלך		PER	135996	136002	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	136004	136011	Hitgalut-HaZadikim.xml
added	אלימלך		PER	136055	136061	Hitgalut-HaZadikim.xml
added	פשעווארסק		GPE	136063	136072	Hitgalut-HaZadikim.xml
added	אלימלך		PER	136109	136115	Hitgalut-HaZadikim.xml
added	פשעווארסק		GPE	136117	136126	Hitgalut-HaZadikim.xml
added	לוי יצחק		PER	145686	145694	Hitgalut-HaZadikim.xml
added	בארדיטשוב		GPE	145708	145717	Hitgalut-HaZadikim.xml
added	יחזקאל		PER	145772	145778	Hitgalut-HaZadikim.xml
added	קאזמיר		GPE	145780	145786	Hitgalut-HaZadikim.xml
added	בארדיטשוב		GPE	145882	145891	Hitgalut-HaZadikim.xml
added	יחזקאל		PER	145912	145918	Hitgalut-HaZadikim.xml
added	בארדיטשוב		GPE	145961	145970	Hitgalut-HaZadikim.xml
added	זעליחאוו		GPE	146018	146026	Hitgalut-HaZadikim.xml
added	קאזמיר		GPE	146039	146045	Hitgalut-HaZadikim.xml
added	בארדיטשוב		GPE	146117	146126	Hitgalut-HaZadikim.xml
added	זעליחאוו		GPE	146161	146169	Hitgalut-HaZadikim.xml
added	לוי יצחק		PER	146211	146219	Hitgalut-HaZadikim.xml
added	לוי יצחקיל		PER	146247	146257	Hitgalut-HaZadikim.xml
added	זעליחאוו		GPE	146318	146326	Hitgalut-HaZadikim.xml
added	חנוכה		TIMEX	146383	146388	Hitgalut-HaZadikim.xml
added	זעליחאוו		GPE	146422	146430	Hitgalut-HaZadikim.xml
added	לוי יצחקיל		PER	146445	146455	Hitgalut-HaZadikim.xml
added	לוי יצחק		PER	147067	147075	Hitgalut-HaZadikim.xml
added	פסח		TIMEX	147101	147104	Hitgalut-HaZadikim.xml
added	שבועות		TIMEX	147110	147116	Hitgalut-HaZadikim.xml
added	התגלות הבדים		WOA	147482	147494	Hitgalut-HaZadikim.xml
added	לוי יצחק		PER	147518	147526	Hitgalut-HaZadikim.xml
added	קאמיר		GPE	147707	147712	Hitgalut-HaZadikim.xml
added	קאמיר		GPE	147745	147750	Hitgalut-HaZadikim.xml
added	קאמיר		GPE	147778	147783	Hitgalut-HaZadikim.xml
added	קאמיר		GPE	147979	147984	Hitgalut-HaZadikim.xml
added	לוי יצחקיל		PER	148959	148969	Hitgalut-HaZadikim.xml
added	יחזקאל		PER	149456	149462	Hitgalut-HaZadikim.xml
added	קאזמיר		GPE	149469	149475	Hitgalut-HaZadikim.xml
added	יהושע העשיל		PER	149611	149622	Hitgalut-HaZadikim.xml
added	אפטא		GPE	149629	149633	Hitgalut-HaZadikim.xml
added	אוהב ישראל		WOA	149638	149648	Hitgalut-HaZadikim.xml
added	אפטא		GPE	149688	149692	Hitgalut-HaZadikim.xml
added	אוהב ישראל		WOA	149697	149707	Hitgalut-HaZadikim.xml
added	שבת		TIMEX	149953	149956	Hitgalut-HaZadikim.xml
added	אפטא		GPE	151304	151308	Hitgalut-HaZadikim.xml
added	אפטא		GPE	151513	151517	Hitgalut-HaZadikim.xml
added	ישראל		PER	151786	151791	Hitgalut-HaZadikim.xml
added	רוזען		GPE	151793	151798	Hitgalut-HaZadikim.xml
added	אברהם		PER	151861	151866	Hitgalut-HaZadikim.xml
added	סטאשוב		GPE	151886	151892	Hitgalut-HaZadikim.xml
added	פארוסאוו		GPE	151894	151902	Hitgalut-HaZadikim.xml
added	היהודי		PER	151919	151925	Hitgalut-HaZadikim.xml
added	רוזען		GPE	151976	151981	Hitgalut-HaZadikim.xml
added	התגלות הצדיקים		WOA	153273	153287	Hitgalut-HaZadikim.xml
added	ליביש		PER	162760	162765	Hitgalut-HaZadikim.xml
added	אפאלע		GPE	162772	162777	Hitgalut-HaZadikim.xml
added	אוזעריב		GPE	162779	162786	Hitgalut-HaZadikim.xml
added	מאיר יהושע		PER	162838	162848	Hitgalut-HaZadikim.xml
added	קלימנטוב		GPE	162861	162869	Hitgalut-HaZadikim.xml
added	ליביש		PER	162953	162958	Hitgalut-HaZadikim.xml
added	אפלע		GPE	162960	162964	Hitgalut-HaZadikim.xml
added	אוזראוו		GPE	162967	162974	Hitgalut-HaZadikim.xml
added	המגיד		PER	164214	164219	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	164394	164400	Hitgalut-HaZadikim.xml
added	התגלות הבדיל		WOA	167495	167507	Hitgalut-HaZadikim.xml
added	יהודא ליב		PER	167600	167609	Hitgalut-HaZadikim.xml
added	אקולקוב		GPE	167624	167631	Hitgalut-HaZadikim.xml
added	זאוויחוואסט		GPE	167633	167644	Hitgalut-HaZadikim.xml
added	"ליקוטי מהרי""ל"		WOA	167654	167667	Hitgalut-HaZadikim.xml
added	"מהרי""ל"		PER	167661	167667	Hitgalut-HaZadikim.xml
added	שמואל שמעלקי		PER	167756	167768	Hitgalut-HaZadikim.xml
added	"מהרי""ל"		PER	167826	167832	Hitgalut-HaZadikim.xml
added	לובלין		GPE	168663	168669	Hitgalut-HaZadikim.xml
added	זאקלקוב		GPE	168703	168710	Hitgalut-HaZadikim.xml
added	לובלין		GPE	169281	169287	Hitgalut-HaZadikim.xml
added	שמואל שמעלקא		PER	170156	170168	Hitgalut-HaZadikim.xml
added	תגלות הבן		WOA	170336	170345	Hitgalut-HaZadikim.xml
added	רש״ש		PER	170483	170487	Hitgalut-HaZadikim.xml
added	שמואל שמעלתא		PER	171208	171220	Hitgalut-HaZadikim.xml
added	רש״ש		PER	171713	171717	Hitgalut-HaZadikim.xml
added	לובלין		GPE	172154	172160	Hitgalut-HaZadikim.xml
added	רש״ש		PER	172472	172476	Hitgalut-HaZadikim.xml
added	התגלות הצדימו		WOA	173515	173528	Hitgalut-HaZadikim.xml
added	זאקולקוב		GPE	173756	173764	Hitgalut-HaZadikim.xml
added	לובלין		GPE	173792	173798	Hitgalut-HaZadikim.xml
added	רש״ש		PER	174044	174048	Hitgalut-HaZadikim.xml
added	אלימלך		PER	177096	177102	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	177116	177123	Hitgalut-HaZadikim.xml
added	קהלת		WOA	179447	179451	Hitgalut-HaZadikim.xml
added	גיטין		WOA	179518	179523	Hitgalut-HaZadikim.xml
added	עיליש		PER	179549	179554	Hitgalut-HaZadikim.xml
added	זוה״ק		WOA	179579	179584	Hitgalut-HaZadikim.xml
added	רש״ש		PER	180929	180933	Hitgalut-HaZadikim.xml
added	"מהרצ""א"		PER	181768	181774	Hitgalut-HaZadikim.xml
added	"ליקוטי מהרי""ל"		WOA	181848	181861	Hitgalut-HaZadikim.xml
added	"מהרי""ל"		PER	181855	181861	Hitgalut-HaZadikim.xml
added	"הרי""ל"		PER	181870	181875	Hitgalut-HaZadikim.xml
added	ינון		PER	182612	182616	Hitgalut-HaZadikim.xml
added	הלבנון		GPE	182622	182628	Hitgalut-HaZadikim.xml
added	איי הים		WOA	182758	182765	Hitgalut-HaZadikim.xml
added	"ש""ת"		WOA	182784	182787	Hitgalut-HaZadikim.xml
added	ליווארני		GPE	182818	182826	Hitgalut-HaZadikim.xml
added	תרכ״ט		TIMEX	182827	182832	Hitgalut-HaZadikim.xml
added	ישראל משה חזן		PER	182864	182877	Hitgalut-HaZadikim.xml
added	נתן צבי		PER	182923	182930	Hitgalut-HaZadikim.xml
added	ווענגראוו		GPE	182949	182958	Hitgalut-HaZadikim.xml
added	ירושלים		GPE	183054	183061	Hitgalut-HaZadikim.xml
added	"מהריק""ו"		PER	183086	183093	Hitgalut-HaZadikim.xml
added	אשכנז		GPE	183171	183176	Hitgalut-HaZadikim.xml
added	רוסיא		GPE	183198	183203	Hitgalut-HaZadikim.xml
added	רש״י		PER	187138	187142	Hitgalut-HaZadikim.xml
added	סנהדרין		WOA	187143	187150	Hitgalut-HaZadikim.xml
added	שערי תשובה		WOA	187197	187207	Hitgalut-HaZadikim.xml
