case_id	story_id	tag	definition	text_excerpt	human_applies (yes/no)	human_notes
ADJ-079	Khal-Hasidim_0217	ethics-and-emotions:joy	Joy (שמחה) as a depicted state, often religious — joy in serving God, joy on a holiday.	"Khal-Hasidim_0217 תיוגים מעשה נפלאה הנודעת בפי כל החסידים יראי ד׳ וחושבי שמו והיא מהצדיק יסוד עולם הגאון הקדוש אספקלריא המאירה עמוד התשובה אשר כל ימי חייו השיב רבים מעון מרן אלימלך זיע""א בעמ""ח ספר נועם אלימלך על התורה : ב ליזענסק ישב הצדיק הקדוש הזה. והעיר ההוא היתה תחת -ממשלת אדון אחד שמו פאטאצקי הי׳ שייך לו כל שליסל ראמניב וישב בהכפר שלו פאסעסאר יהודי אשר היה מאמין מאד בהצדיק הקדוש והפאסעסיר ההוא הי׳ הלוך וגדול יום יום עד כי צבר ורכש לו הון עתק למכביר וקנה לו זתים וכרמים ושדות ובנה לו מדי שנה בית אחד בהכפר והיה מקנהו רב מאוד ועבודה רבה בשדה עד כי לא היה מספר לעשתרות צאנו. וסוסים הרבה ופרות אבירי הבשן היה לו כי היה להם מרעה דשן ושמן ורעו כר נרחב והפיסעסיר התנהל בתום ויושר והלווה גויים רבים וכל ימי חיי האדון פאטאצקי האזרחי ישב שקט ושאנן זולתי אשר שילם לו הראטי שנה בשנה והניח לו מסביב ומאומה. לא שת לבו להשפיל את הפיסעסיר ולהפילו מגדולתו : אולם כאשר מת האדון האזרחי ואת הכל הניח אחריו לבנו הצעיר ובנו נשא אשה בת נדיבי ארץ מצוררי יהודים ויהי בבואה ותסיתהו כי יסע עמדה לרוח היום להראות לה כל הכפרים אשר הניח אביו אחריו וכל מיטב שדותיו כי בקשה לחזות כל ההון ורכוש : ולאשר בקש מאתה כי תרפה לו עוד ימים אחדים בנסיעה זו שלח אתה את הפקיד שלו כי יסע עמדה להראות לה כל אלה וכבואה אל הכפר כאשר ישב שם הפיסעסיר ראתה אלפי צאן רועים בשדה ותשאל למי אלה ויענו אותה כי שייך להפיסעסיר ותסע הלאה ותחזה רפת בקר ושמה כאלפים פרות יפות מראה ותשאל למי אלה ויענו אותה גם זה להפיסעסיר ותסע מזה ותחזה סוסים יקרים מאוד הרבה למכביר ולמי אלה שאלה וישיבו אותה להפיסעסיר ותלך הלוך בגנים בשדות ובכרמים ותחזה כולם יפו אף נע …"		
ADJ-080	Shivhei-Habesht_0097	practice:tvilah	Ritual immersion in a mikveh (טבילה / מקוה) for purity.	"Shivhei-Habesht_0097 תיוגים* מעשה עלילה דק""ק פאווליטש וברח הרב דק""ק קארושטיסאב הנקרא בשמו ר׳ דוד ורצה לברוח עד מדינות וואלאחאיי כי כל אנשים חשובים אשר סביבותיהם היו מתפחדים שלא יעלילו גם עליהם וכשבא לק""ק מעזיבוז עיכב אותו הבעש״ט וכמה פעמים אמר הבעש״ט שינצלו ואח״כ כשנהרגו בא אגרת לר' דוד הנ' איך שעשו להם עינוים קשים ומרים לכאו״א ובא עם האגרת ל הבעש״ט ונתעצב מאוד וזה היום הי' עש״ק והלך למקוה ובכה מאד והתפלל תפלת מנחה במרירות גדול עד שאנשי סגולתו לא יכלו להרים ראש ואמרו אפשר כשיתחיל לקבל שבת יקבל מתוך שמחה והוא התפלל קבלת שבת וערבית ג״כ במרירות לב וקידש על היין בבכי ונטל ידיו וישב אל השולחן והלך לחדר לישן שם והשתטח לארץ ושכב עד בוש וב""ב והאורחי׳ המתינו עד שהתחילו הנרות לכבות הלכה אשתו ואמרה לו הנרות יכבו מהרה והאורחים ממתינים אמר לה יאכלו ויברכו בהמ""ז וילכו ואשתו הלכה ג״כ להחדר ש הבעש״ט שם ושכבה על מיטתה ו הבעש״ט עדיין שוכב על הארץ בפישוט ידים ורגלים ועמד ר' דוד הנ""ל אצל הפת׳ לראו' מה יהיה הסוף ונתיגע לעמוד ולקח ספסל וישב אצל הפתח וכמו חצי לילה שמע שאמר לאשתו תכסה פניך וברגע האיר בחדר והיה מאיר דרך סדקים ואמר ברוך הבא ר׳ עקיבא וגם לשאר קדושים שאין יודע שמם אמר ברוך הבא ור׳ דוד הכיר את ר׳ עקיבא בקולו אמר הבעש״ט להקדושים אני גוזר עליכם שתלכו להתנקם מן הצורר המקטרג שקורין שטריגאטאר ענו הקדושים ואמרו אל יצא דבר זה מפיו עוד ומה שדברת׳ יבוטל כי אינו יודע רומע״ל מכחכם כי כאשר רומע""ל בילבל שבת נעשה רעה בג״ע והיו בורחים מכל היכלות כמפני חרב וכשבאנו אל היכל עליון מזה גם שם ברחו ולא ידעו מפני מה עד שבאנו למקום גבוה שהם יודעים צעקו עלינו מהרו ולכו להשקיט דמעות הבעש״ט ונספר לרומע""ל שכל היסור …"		
ADJ-081	Khal-Hasidim_0048	times:shabbat	The story takes place on / centers on Shabbat (שבת קודש, ערב שבת, מוצאי שבת).	"Khal-Hasidim_0048 תיוגים עוד שמעתי מהרב דקהלתינו. פ""א נתקבל בן ר׳ יוסף יוזפא מק""ק אוסטרא לאב""ד בק""ק פולנאי והביא עמו דיין אחד בכדי שיוכל להעיז את המוכיח ז""ל ובשבת התפלל המוכיח לפני התיבה ושמע ר׳ יצחק הנ""ל שהדיין מקלל את המוכיח בשעת התפלה ולא ענה אותו דבר ואחר התפלה ביום א׳ אחר שבת אמר ר' יצחק שמעתי היטב שקיללת את המוכיח רבינו והי' מריבה ביניהם ובתוך המריבה הביט אליו ואמר אתה לבוש לבש בתפילין פסולין ולקחו התפלין מראש הדיין והוציאו הפרשיות ונמצאו שהם פסולין ונתאמץ הדיין להכשירן ע""פ ש""ע והראה לו ר' יצחק שהוא ע""ה גמור ואינו יודע הדין ומחמת בושה ברח הדיין מן העיר :"		
ADJ-082	Shivhei-Habesht_0002	social:relations_with_non_hasidim	Interaction with mitnagdim / non-Hasidic Jews (typically maskilim or opponents).	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים ל הבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורייתא פ""א ביקש ר' אדם הנ""ל את הקיסר על סעודה אחת והבטיח לו הקיסר והוא היה דר בבית קטן מאד והסעודה הי׳ שראה מלך א' הכין סעודה בשביל מלך אחד והיה ההכנה שני שנים בכדי שבתוך זמן זה יבנה פלטרי' גדולים ועשה עליות של זכוכיות טוב שקורין קריסטאל טוב ומהודר ועל העליות הולכת אמת המים ודגים משוטטין במים הנ""ל לכאן ולכאן והכין קרידענצין של כסף וזהב ואכילה ומשקאות ומשרתים לפי כבוד המלך והגבילו זמן על איזה יום שיבא מלך הנ""ל לסעודה ועל יום זה ביקש ר' אדם הנ""ל את הקיסר לסעודה ונסע 'הקיסר הנ""ל עם כל שרי מלוכה לר' אדם הנ""ל על הסעוד' 2 והיה שבחי הבעש״ט ב והי׳ בתוך השרי מלוכה שר אחד שונא לישראל מאד ורצה לפתות את הקיסר שלא יסע הקיסר על סעודה כי יהי' לו בושה שידע שאין לו לא פלטרין ולא סעודה והקיסר לא שמע אליו ונסע ובדרך פיתה אותו ג״כ שיחזרו לחצר הקיסר ולא שמע אליו ג""כ ואעפ""כ שלח שר אחד לראות אם הכין מה לסעודה ואם יש מקום בביתו ובא השליח ואמר שבית קטן יש לו כמו שהי׳ מקודם ואעפ""כ נסע הקיסר וכשבא סמוך לעיר שלח עוד שליח והשיב תשובה כבראשונה וכשבא הקיסר לרחוב שדר שם ר' אדם ראה פלטרין גדולים וחצר גדול ונכנס לחצר עם שריו ועבדיו ומיד לקחו העבדים כל הסוסי' להעמיד אותם ברפתים ועבדו המשרתים, כל או״א על מה שנתמנה רק שהיו כולם אלמים ואכלו ושתו כל טוב ואמר להם ר' אדם אכלו ושתו כרצונכם רק שלא יקח אחד מכם מכאן שום כלי מהכלים ואח״כ אמר ר' אדם כאו""א מה שירצה יאמר לפני דבר זה אני רוצה ויניח ידו בכיס שבבגדי' שלו וימצ' אותו  …"		
ADJ-083	Adat-Zadikim_0013	supernatural:prognostication	A character (typically a tzaddik) predicts a future event that comes true.	"Adat-Zadikim_13 תיוגים מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושוע העשיל מ אפטא ז""ל בעת שבתו על כסא הרבנות ב יאסע : הרב הנ""ל אחרי אשר עזב את הרבנות מ קאלביש נתקבל לאב""ד ב מדינת וואלחיי בק""ק יאסי הבירה והי' מפורסם אצלם לגאון וגדול הדור בלימוד. אולם מאשר הי' צדיק גדול בנסתרות לא ידעו אנשי העיר. ועכ״ז הי' שם בכבוד גדול והי׳ יריאים ממנו כל אנשי העיר כי הי' דרכו כי לא נשא פנים לשום אדם בעולם וכקטן כגדול הי' שוה אצלו. וברבות הימים קרה כי על שבת אחד הי' דוחק גדול מדגים ב יאס . ותצא הרבנית אשת הרב לרחוב ציידי הדגים כל יום ה' ולא מצאה כי כן הי' תמיד דרכה לילך ביום ה׳ להציידים לקנות דגים טובים על שבת. ובקשה הרבנית את הציידים שישתדלו לצוד איזה דג בשבילה והיא תתן להם כל אשר יחפוצו. ויבטיחו לה הדייגים כי בלילה הזאת יחפשו בכל המקומות ויראו לצוד דגים בשביל הרב. ותלך ביום ה' לביתה ולמחר השכימה הרבנית למקום הדייגים אבל הם ענו לה כי הריקו הלילה שארית כחם ולא מצאו דגים. אבל נתנו עוד תקוה בלבבה כי נסעו עתה שני דייגים עברים על אניה קטנה למקום אחד אשר לא היו בלילה. אולי יצודו שם דגים שיהי' על שבת. והרבנית נצטערה מאוד כי לא קרה מעולם שתהי׳ שבת בלא דגים ותעמוד פה אצל הדייגים על עמדה והמתינה על ביאת שני הדייגים. ואחר שעה באו הדייגי' בשמחה כי צדו עבורה שני דגים גדולי' ותקנה הרבנית מאתם את שני הדגי' במחיר ביוקר רב ותתן להם מחירם ולא הספיק' לקחת מאתם הדגי' באה אשת הגביר ראש העיר על מרכב' כבוד' ותרד לקנות דגי' על שבת וכאשר אמרו לה הדייגים כי אי אפשר להשיג דגים כעת ורק שני דגים צדו ביגיעה רבה עבור הרבנית אשר היא נצבת פה עוד מאתמול ורק עתה נצודו הדגים והרבנית לקחה אותם בידה. ותצעק הגבירה מי היא היא העני'  …"		
ADJ-084	Khal-Hasidim_0170	knowledge:esoteric	Esoteric / hidden knowledge (תורת הסוד, נסתר) — kabbalah, mystical doctrines, knowledge accessible only to initiates.	"Khal-Hasidim_0170 תיוגים מעשה מהרב הקדוש האלקי מו״ה ברוך מ מעזיבוז נכד הבעש״ט הקדוש ז""ל זי""ע : פעם אחת היתה צרה גדולה חולי רע ר""ל על ישראל וילכו אל הרב הקדוש להתפלל אל ה׳ להסיר מהם את המות הזה ויאמר הרה""ק סעו נא אל כפר הלז אשר קרוב לכאן איזה פרסאות וחפשו נא שם אדם אחד ששמו ושם אביו הוא כך ואל תסורו תסירו ממנו עד כי יאמר השם ב""ה יסיר הצרה מכם. ויסעו האנשים ההם מביתם ויאמרו אל לבם בלי ספק הוא צדיק גדול וקדוש האדם הזה אשר רבינו הקדוש שולח אליו לגזור אומר ויקם לו השם. ויהי כאשר באו אל העיר וישאלו לאנשי העיר איה בית מושב הקדוש אשר שמו הוא כך ושם אביו כך ויענו האנשים בעיר הזאת לא נמצא קדוש אשר שמו כן ויתמהו האנשים מאד כי בטחונם היה ברבם הקדוש כי לא דבר ריק היתה דבריו. וילכו לדרוש אולי נמצא אדם ששמו ושםאביו כך ולא ידעו עד כי אחד אמר מה תחפצו לשכור זה הוא שוכב עתה על משכבו שכור ולא ידע בין ימינו לשמאלו : וילכו האנשים אל האדם הזה ויבואו אל ביתו וישאלו עליו לאמר כי רבם הקדוש מ מעזביז שלח אליו ותאמר אשתו להם שחוק לכם למה אהיה הלא תראו כי הוא שוכב נרדם בשכרותו ותספר אשתו במר רוחה את כל דרכו כי היה עשיר מופלג בעשירות וכאשר פרש לשכרות נעשה עני. ודרכו כי בעת הרגע שייקץ משינתו יקח משקה יין שרף וישתה עוד הפעם עד כי יפול למשכב משכרותו וכן מנהגו זה הרבה חדשים אם תחפצו לדבר עמו המתינו עד כי יקיץ משינתו ואז ברגע ההיא תוכלו לדבר עמו כי אחר כך תיכף הוא שותה משקה המשכרת אותו ויישן : ויתפלאו האנשים מאוד על דבריה ויחקרו אותה ממנהגיו שהי' נוהג מכבר ולא מצאו מצאן בהם שמץ טוב וקדושה אולם מגודל אמונתם ברבם המתינו שם עד בוש וייקץ השכור הזה וכמעט הקיץ מיהר לקחת משקה יין שרף לשתות וימהרו האנשים המשולחים אליו …"		
ADJ-085	Khal-Hasidim_0253	characters-and-roles:hidden_righteous	A nistar / hidden righteous person (often a lamed-vavnik) is a character.	"Khal-Hasidim_0253 תיוגים עתה נספר את אשר העיד אלי' הנביא ז""ל על רבינו משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם להחזיק עצמו בשפלות. והמעשה שהיתה כך היתה רבינו הנ""ל היה לו חבר א' מנעוריו היינו מבן עשר שנים למד ביחד עם הרב הגאון הקדוש ר' חיים בר' בצלאל בעמה""ח ספר החיים ו ספר אגרת הטיול אחיו של הגאון הק' מוהר""ל מ פראג . והיו החברים האלה תמיד ביחד באהבה וחבה נפלאה. וכאשר נתקבל רבינו לאב""ד ב קראקא לקח אתו חבירו הרר""ח הנ""ל והי׳ המדובר ביניהם בעת אשר רבינו הי׳ נצרך ליסע אל הגליל. הי׳ הרר""ח יושב על מדין ב קראקא ופעם שלח רבינו את הרר""ח אל הגליל והוא ישב על הדין ב קראקא ויהי היום ומתה אשתו של הרר""ח הנ""ל ומיד ותהום כל העיר בשידוכים הרבה עם גבירים ועם רבנים. אבל כולם יחד לא ישרו בעיני רבינו לאשר הוא ידע מגדולת חבירו וכאשר הי' מדברים אתו עבור שידוך החריש תמיד ולא ענה מאומה וידמו כל השדכנים כי הוא סומך עצמו על רבינו שהוא יברור לפניו שידוך טוב כאשר יאתה לו אבל לא כן חשב מוהר""ח הנ""ל כי כאשר נסע רבינו אל הגליל שלח הר""ח אחר שדכן אחד שהי' מכירו לנבון וחכם ולבעל סוד ויאמר לו שמע נא הדברים אשר אדברך אליך תסתירם מכל אדם ראה אתה שידוך לפני בעיר הזאת באופנים אשר אגיד אליך חקור בעיר אחר איש שיהי' ממשפחת כשרה אפי' תהי' משפחה לא גבוהה ושיהי' לו בתולה כשרה ושיהי' לו בבית מיוחד בחצר שאוכל תמיד להיות שם ושיהי' לו ספרים רבים ושיוכל להחזיק אותי שאשב ואלמוד ואפי' אם לא תמצא הדבר רק ממשפחת אומנים ואפי' שיהי' בעצמו אומן רק שיהיה איש כשר ובתנאי שיתרצה שלא יגלה הדבר לשום אדם כי אנכי חתנו. ואם תמצא את הדברים האלה תודיע לי ואנכי אגיד לך את אשר תעשה וילך השדכן ויחקור בעיר וימצא איש אחד אופה אשר ידע כי אדם …"		
ADJ-086	Shivhei-Habesht_0050A	social:inter_hasidic_master_disciple_relationship	The relationship between a Hasidic master (rebbe) and his disciple is central.	"Shivhei-Habesht_0050A תיוגים* שמעתי מהרב דקהלתינו וגם מהרב דק""ק פולנאי שבק""ק איזבארז נתראו בבה״כ של נשים שני לצים והיו מפחדים הנשים עד שהוכרחו לעזוב את הב""הכ והלך הרב ר׳ חיים מ״מ דקהלתינו וישב בבה״כ ולמד שם וגירש משם את הלצנים והלכו והזיקו שני ילדים שלו ושלח אחר הבעש״ט ולן בבית התבודדותו התבודדתו עם הסופר מ׳ צבי וציוה שיביאו אח הילדים אצלו למקום לינתו ועשו כן וכששכבו לישן והי׳ המשכב של הבעש״ט בראש השולחן והסופר שכב בעבר השני לראש הבעש״ט ועד שלא ישנו באו שני המזיקים לבית ועמדו אצל הפתח ולצצו מן הבעש״ט איך הוא מזמר לכה דודי ו הבעש״ט קם וישב על מטתו ואמר להסופר הראית והסופר ג״כ ראה ותחב את ראשו תחת הכר של הבעש״ט ואמר הניחה לי וכשגמרו לדבר הלכו אל הילדים קפץ הבע״שט מן המשכב וגער בהם ואמר להם להיכן אתה הולכים והם לא פחדו ואמרו מה איכפת לך והתחילו פ""ש להתלוצץ ולזמר לכה דודי בניגון של הבעש״ט ועשה מה שעשה ונפלו השני מזיקים לארץ ולא יכלו לקום והתחילו להתחנן לפניו ואמר תיכף תראו שהילדים יבריאו אמרו האחד מה שעבר אין כי הזיקו אברים פנימים ועכשיו באנו להזיק אותם עד גמירא אך שמזלם שרומע""ל בכאן שאל אותם איך ומה ולמה באתם לב""הכ השיבו כי החזן הי' מתפלל בב""הכ והי׳ לו משורר שקורין באס והי׳ נואף גדול ובעת מזמרותו הי׳ כוונתו שיטיב בעיני הנשים והי׳ לו הירהור וגם הנשים הרהרו עליו ומשני ההרהורים הללו נבראו אנחנו שני מזיקים זכר ונקבה וחיינו הוא בב""הכ אז נתן להם הבעש״ט מקום אצל באר אחד מקום שאין בני אדם מצוים שם :"		
ADJ-087	Mifalot-HaZadikim_0006	spaces:heaven	Heaven / upper worlds (שמים, גן עדן, היכלות) appears in the story as a SETTING — the action happens there, or a character ascends.	Mifalot-HaZadikim_0006 תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא ב ביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לחבר ספר מיוחד רק מענין הכנסת אורחים ולקרות אותו ספר הכנסת אורחי׳. מפני שעיני ראו ולא זר גודל ענין מצות הכנסת אורחי׳ ע״י המעשה שראיתי כמו שאספר ע״כ חברתי ע״ז חיבור מיוחד. וזה הווה גופא דעובדא : מעשה אני המחבר ס׳ הכנסת אורחים הנ״ל. היה לי אח אחד גדול ממני בשנים ובחכמת האמת היינו שהיה בעל רוה״ק : ומנערותו נתגלה אליו אליהו ולמד עמו תדיר וגם עד זקנה ושיבה לא הוסר ממנו ואני היתי יותר גדול ומופלג ממנו בפשטיות התורה וישבנו יחד באהבה וחיבה וחקה כשבת אחים גם יחד והספקת פרנסתינו היתה ממזיגה אחת שהניח אותה אבינו לנו בירושה ונמשך זמן רב ישיבתינו יחד בהספקת המזיגה לשנינו ובהרחב הזמן נתגדל בת יחידה לאחי הגדול הנ״ל והגיעה לפרקה ונתקשרה בשידוכין להגון לה לפי מעשיו אמנם לא עלתה הספקת הספיקת המזיגה כדי צורך ההוצאה המרובה היינו הספקת צרכי נשואין ואחי הגדול עסק בתורתו החמודה והגנוזה בסתרי תורה ולא עלתה על לבו לחשוב עבור זאת מהיכן יצא הדבר לאור בצרכי נשואין כי הי׳ בטחונו חזק ב״ד ית״ש ומי שאמר לשמן וידליק יאמר לחומץ וידליק : אעפ״כ כאשר קרבו הימים וראיתי בחוש שא״א בשום אופן שתספיק ההרוחה מן המזיגה לצרכי נשואין המרובים ועוד תספיק להוצאות הבית במחיה וכסות לכל ב״ב התחלתי לדבר עם אחי הנ״ל מענין הלז ואמר לי מה שביכולתך לעשות ולייעץ ע״ז בוודאי מוכן אני לקיים כל דברי עצתך הנכונה ואנכי לא ידעתי מאומה. ואמרתי לו שמעיני אחי ידידי איעצך בזה הנה ידוע שהקב״ה ברא את העולם להתנהג בריותיו במדת הטבע ולא להטריח את הבורא …		
ADJ-088	Shivhei-Habesht_0086	ethics-and-emotions:charity	Charity (צדקה) — giving alms, providing for the poor.	"Shivhei-Habesht_0086 תיוגים* שמעתי מאיש אחד ששמע מפו הסופר ר׳ צבי ז""ל ש הבעש״ט נשתדך עם המפורסם ר' זאב קוציעס ביתום וביתומה שגדלו בביתם היתומה נתגדלה בבית הבעש״ט והיתום נתגדל בבית ר׳ זאב הנ""ל ופסק הבעש״ט שני מאות זהובי' לנדן ובהגיע החתונה וקודם הבדעקנעס אמר מהר""ז ז""ל ל הבעש״ט ז""ל שלא ילך עם החתן להבעדעקנס להבדעקנעס עד שיסלק השני מאות זהוב' שפסק והי׳ בעיני בעש״ט כמצחק ואמר אינך מאמין לי הסך הלז והשיב לו בהימנותא דידי שלא אשנה מדבורי כי אני צריך להחזיק החתן אצלי ללמוד עמו ואם אין קמח אין תורה ובתוך כך בא לבית הבעש״ט ר׳ ליב קרעמינער והושיבו הבעש״ט בכבוד וצוה ליתן לו צלוחית יין לשתות ובירך עליו וענה הבעש״ט אמן ואח״כ התחיל ר׳ ליב הנ""ל וסיפר ל הבעש״ט מביאתו שהקאמיסאר מן העיר שלח אחריו והראה לו אגרת מאדון אחד רחוק מק""ק מעזיבוז ח׳ פרסאות שכתב אליו ש הבעש״ט חייב לו אלף זהובי׳ מהפדיון שבוים כפי השטח הש""טח שת""י שיסלק לו תו""מי דווקא ואמר הקאמיסאר כשלא יסלק לו תיכף יוריד אותו בשלשלאות של ברזל לאדון הנ""ל ולא יפול דבר ארצה ושלחו להודיע לו שיסלק ת""ומ וכששמע הדברים האלו מפיו קרא הבעש״ט תיכף לעבדו בקול גדול לאסור מרכבתו ואמר לר׳ ליב תו״מ תסע לאדן הנ""ל ותסלק לאדון הסך הנ""ל ותזרז א""ע לבוא על הבעדעקנס הבידעקנס ולא הניחו לילך לביתו והי׳ נפלא בעיניו אך לא השיבו מדבריו ונסע תיכף לאדון הנ""ל ובאם הדרך בקרעצמע אחת היו לו יודעו ומכירו והתראה פניו עמו וסיפר לו עסק נסיעתו אך הי׳ נחפז מאוד לדרכו והי' פלא לבעל הקרעצימער ונסע ובא לאדון בצהרים בעת קביעות הסעודה שלהם והמתין עד גמר הסעודה ובא לבית האדון ושאל האדון תיכף אם הביא לו מעות מן הבעש״ט והשיב לו הן השיבו בכבוד ונתן לו מי דבש לשתות ומתמי' א״ע בלבו באיזה  …"		
ADJ-089	Maase-Zadikim_0015	characters-and-roles:hidden_righteous	A nistar / hidden righteous person (often a lamed-vavnik) is a character.	"Maase-Zadikim_0015 תיוגים מעשה נפלא מהרב הצדיק וקדוש מו""ה הירש ליב אַליקער זללה""ה בין החסידים ואנשי מעשה אשר נלוו והתחברו אל הרב הצדיק והקדוש הנ""ל היה אברך אחד רך בשנים חתן גביר אחד מעיר רחוק כששים פרסאות מעיר אלוק יע״א ויהי אחר ראש השנה עת כאשר יבואו החסידים ליפטר מאת רבם ולקבל מאתו ברכה אז בא בתוך החבורה האברך הנזכר ויאמר לו רבו הרב הקדוש המקום ב""ה יכין לך מקום אשר תהיה שמה והוא יזמין לך פרנסתך. והנה האברך החסיד מצטער מאוד מברכות אלו בידעו כי דברי רבו הקדוש אינם לבטלה והוא היה חתן גביר מפורסם והוא בעצמו היה ג״כ עשיר גדול ויחשוב דברים שונים ורוחו נהפך לו לעצב ודאגה. אך הוא נסע עם חברת חברה חסידים וכאשר באו לאכסניא אחר איזה פרסאות נחו מעט וישתו משקה למען ישמחו את האברך הנ""ל ושלא ידאג עוד ובתוך כך דברו דברי תורה והאברך הזה הגדול על כלם בדברים נעימים לאוזן שומע והנה מעשה צדיקים והנה שמה רחוק ישב בעל האכסניא עם זוגתו ואמר לה ראה אשתי האברך הזה הוא מעולה על כל החבורה דבריו נעימים לשמוע ולדעתי אבחר לו להיות מלמד להועיל לבני הבחורים. ויקם בעל האכסני' וילך אל האברך הנזכר חתן הגביר ויאמר לו בני הנה ראיתיך מבחר מכל בני חבורותיך. היה נא פה מלמד אצלי ללמוד עם בניי. ויפול לב האברך החסיד מאוד בזכרו את דברי רבו הקדוש וברכתו אליו כי השם ב""ה יכין לו מקום לשבת שמה כי ראה כי דברים אלה על שורש אחד יסובבו עם דברי רבו הקדוש. וימאן מתחלה האברך החסיד להיות שמה עד כי הפציר בו והבטיח לו כי ישגיח עליו היטב במאכלו ומשתהו ובשאר הצטרכותו. אז אמר בלבו תהיה מה רבינו הקדוש כיון בברכותיו על המקום הזה אשר יפצירו בי לשבת עמם. אנכי אשב עמם עד כי יחמול עלי השם ואראה אחרית דבר אשר יראני השם ב״ה ברוב רחמיו : ויואל …"		
ADJ-090	Maase-Zadikim_0016	folkloristics:story_type_prognostication	Story whose narrative arc is a prediction/prophecy by a tzaddik that comes true.	"Maase-Zadikim_0016 תיוגים מעשה נפלא מהרב הקדוש הצדיק הגאון המפורסם מו' פנחס מעיר קאריץ זללה""ה מעשה זו סיפרה הרב הקדוש בוצינא קדיש' מו׳ ישראל ריזין ו סאדיגערייא זללה""ה מפורסם לכל קדושת ארי' דבי עילאה הקדוש ר׳ ליב מ שפאלע הנקרא בפי כל שפאלער זיידע וסבת הקריאה בשם הזה זיידע היה כי בזמן בואו ל שפאלע היה עיר ההוא מלאה מחוטאי ישראל כלם היו מחללי שבת ולא למדו את בניהם בתורה בעבור גסותם ועביותם וכמעט לא ידעו קריא סדר התפלה והצדיק הקדוש קירב אותם תחת כנפי השכינה עד כי השיבם אל בוראם ונעשו כגרים שנתגיירו לכן נמחק . מעשה צדיקים קראו סבא קדישא ובל""א זיידע מפני שזהו בחי' הסבא אברהם אבינו ע״ה שהכניס גרים תחת כנפי השכינה כמו שנאמר ואת הנפש אשר עשו בחרן : והנה בין המון החסידים שהיו מסתופפים בצלו צל הקודש היה לו חסיד אחד מקורב גדול שהיה אוהב אותו ביותר והחסיד הזה לא היה לו בנים ר""ל והיה מיצר בכל יום לרבו הקדוש הסבא קדישא כי יתפלל בעדו השם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לרבו הקדוש היה מדחה אותו כשבקש מאתו להתפלל עבור בן זכר. פעם אחת בא החסיד הנ״ל ל שפאלע והסכים בדעתו כי לא יניח ולא ישקוט מלצער את רבו בדבר הזה אולי יגזר אומר ויקם לו ויבא אל רבו הקדוש והוא היה דבוק ברעיונותיו בדברים עליונים וידבר החסיד אל רבו הושיעה נא אדוני יגזר נא אדוני אומר להיות לי בן זכר ויען הרב הניחה לי עתה כי הנני עסוק בענין אחד בכללית ישראל ואין הזמן עתה להפרט. ויהי כשמוע החסיד דבר הזה ויאמר בלבו בלי ספק עתה היא עת רצון לכן רבינו הקדוש יתקע עצמו לכללית ישראל לכן לא אזוז מכאן …"		
