story_id	tag	prompt_hash	model	applies	confidence	reasoning	ts
Khal-Hasidim_0162	supernatural:perception	67989d17	claude-cli	True	high	Rabbi Leib is explicitly described as knowing all the hidden tzadikim ('ידע מכולם') through supernatural means, and he perceives/senses (הרגיש) that the young man is secretly following him at the Duke's court — both are clear instances of knowing/sensing things beyond normal human capacity.	2026-06-28T13:25:52Z
Khal-Hasidim_0190	supernatural:perception	67989d17	claude-cli	True	high	The rabbi explicitly states moments before death that he sees nothing but the divine force (כח האלקי) animating all physical matter — a direct depiction of supernatural perception surpassing normal human sight.	2026-06-28T13:26:06Z
Shivhei-Habesht_0017	supernatural:perception	67989d17	claude-cli	True	high	The Besht directly perceives a heavenly accusation (קיטרוג) against Israel, travels through celestial palaces during the Neilah prayer, and receives knowledge from the Messiah — all supernatural perception inaccessible to ordinary people.	2026-06-28T13:26:13Z
Shivhei-Habesht_0024	supernatural:perception	67989d17	claude-cli	True	high	The Besht enters his house, sees no one, yet immediately tells the narrator 'you are wearing tefillin' — perceiving hidden ritual behavior without any normal means of knowing it.	2026-06-28T13:26:21Z
Khal-Kdoshim_0009	supernatural:perception	67989d17	claude-cli	True	high	The Rebbe prescribes the exact future day he will need to leave for kiddush levana (foreknowledge), and the story explicitly concludes that he is 'רואה את הנעשה מרחוק' — one who sees what happens from afar — marking his supernatural perception as the story's central wonder.	2026-06-28T13:26:34Z
Adat-Zadikim_0005	supernatural:perception	67989d17	claude-cli	True	medium	The story opens with the Besht receiving a divine command from heaven (צוו לו מן השמים) to travel to the village, constituting supernatural perception/ruach hakodesh, and he also reads the innkeeper's face to perceive his inner state of trust — though the face-reading is ambiguous between natural and supernatural discernment.	2026-06-28T13:26:50Z
Shivhei-Harav_0006	supernatural:perception	67989d17	claude-cli	True	high	The Besht supernaturally confirms that the Rav's Torah teaching was transmitted 'letter by letter' exactly as received — knowledge he could not have had by normal means, a clear instance of ruach hakodesh perception.	2026-06-28T13:27:02Z
Khal-Hasidim_0110	supernatural:perception	67989d17	claude-cli	True	high	The Besht demonstrably knows in advance that a specific stranger will arrive at the inn (ordering the doors shut for all comers), signals the precise moment to admit him, and cries out to the sick woman at exactly the right instant — all indicating foreknowledge (ruach hakodesh) that drives the entire plot.	2026-06-28T13:27:19Z
Shivhei-Habesht_0054	supernatural:perception	67989d17	claude-cli	True	high	The gatekeeper at Gehenna supernaturally knows that the dreamer forgot Ya'aleh v'Yavo in Maariv and reveals his secret sinful thoughts from a charity-collecting journey — knowledge he could not possess through natural means.	2026-06-28T13:27:32Z
Khal-Hasidim_0030	supernatural:perception	67989d17	claude-cli	True	high	The Besht's letter includes a specific predictive sign — naming the exact pregnancies and sexes of children of two men who weren't yet communal leaders — which is fulfilled precisely upon the letter being read 17 years later, constituting a clear and central depiction of ruach hakodesh.	2026-06-28T13:27:40Z
Shivhei-Harav_0018	supernatural:perception	67989d17	claude-cli	True	high	The story depicts multiple clear instances of supernatural perception: the Rav instantly senses (הרגיש) from a distance that R. Shlomo of Karlin has already blown the shofar; he prophetically declares (ומראש ומקדם) that the cold will destroy the French army; and moments before death he states he perceives only the divine life-force animating all matter and nothing else — all classic ruach hakodesh knowing/seeing beyond normal human capacity.	2026-06-28T13:27:52Z
Peer-MiKdoshim_0011	supernatural:perception	67989d17	claude-cli	False	high	The miracle in this story is divine providence and rescue (a mysterious old man diverts the rabbi, causing the bishop to fall into his own trap), not a character supernaturally perceiving or knowing things beyond normal means.	2026-06-28T13:28:08Z
Khal-Hasidim_0013	supernatural:perception	67989d17	claude-cli	True	high	The Besht explicitly describes an 'עליית נשמה' (soul ascent) during sleep in which he hears a heavenly decree against the Jews of the city — knowledge he could not have obtained by natural means, confirmed when the decree's cancellation is publicly revealed the next morning.	2026-06-28T13:28:17Z
Khal-Hasidim_0142	supernatural:perception	67989d17	claude-cli	True	high	R' Abraham explicitly states he sees and speaks with his deceased father (the Maggid) both in dreams and while awake (בהקיץ), a central supernatural perceptual event; additionally, R' Abraham foreknows that his father would summon the nagid, demonstrating knowledge he could not have had by normal means.	2026-06-28T13:28:36Z
Khal-Hasidim_0070	supernatural:perception	67989d17	claude-cli	True	high	R' Gershon discerns in a dream that the apparition is a klipa rather than his brother, and R' Leib Mochiach perceives via a sign (הציץ על הסימן) that the figure truly is R' Aharon — both are acts of supernatural discernment; moreover, the dream reveals hidden physical objects (two thalers, wrapped hairs in a box) whose existence is confirmed upon waking, and the narrator explicitly frames the story as proof that 'their dreams were clear and verified.'	2026-06-28T13:28:52Z
Khal-Hasidim_0104	supernatural:perception	67989d17	claude-cli	True	high	The story explicitly depicts R. Nachman of Horodenka possessing a divinely granted supernatural auditory perception — he cannot hear praises spoken about him even nearby, yet can hear Torah teaching from a distance — a God-given selective hearing that others plainly lack.	2026-06-28T13:29:04Z
Shivhei-Habesht_0092	supernatural:perception	67989d17	claude-cli	False	high	The story centers on the Rav praising R' Mendeli's prayer and humbly saying it reminded him of the proper path of prayer — no character sees, knows, or perceives anything supernaturally.	2026-06-28T13:29:16Z
Khal-Hasidim_0095	supernatural:perception	67989d17	claude-cli	True	high	The Besht sees a pillar of fire over a grave (supernatural vision) and knows/predicts who will be buried there decades later — classic ruach hakodesh perception that others cannot access.	2026-06-28T13:29:22Z
Shivhei-Habesht_0191	supernatural:perception	67989d17	claude-cli	False	high	The story depicts the Besht performing a miraculous healing of a blind boy using holy names, with no scene of him supernaturally seeing, knowing, or perceiving something he could not have known normally.	2026-06-28T13:29:31Z
Khal-Hasidim_0147	supernatural:perception	67989d17	claude-cli	True	high	The Maggid of Mezeritch demonstrably foreknew that Rabbi Aaron of Karlin would die if he traveled home — he twice sent disciples to detain him and later explicitly confirms he knew of the impending death ('שלא רציתי שיסתלק'), a clear depiction of ruach hakodesh.	2026-06-28T13:29:41Z
Khal-Hasidim_0214	supernatural:perception	67989d17	claude-cli	False	high	The story depicts R. Zusha receiving an overwhelming divine fear in answer to his prayer — a mystical/experiential event — but no character perceives hidden information, sees visions, or demonstrates ruach hakodesh.	2026-06-28T13:29:49Z
Sipurei-Zadikim_0010	supernatural:perception	67989d17	claude-cli	True	high	The Saba of Spola perceives supernaturally — he tells the agunah three months in advance the exact night her husband will return, and he appears in Danzig to the husband (whom he has never met) to compel him to go home, demonstrating classic ruach hakodesh knowledge of distant events unknown to him through normal means.	2026-06-28T13:29:56Z
Shivhei-Habesht_0040	supernatural:perception	67989d17	claude-cli	True	high	R' Avraham perceives his deceased father (the Maggid) both in dreams and while awake, the nagid sees the deceased Maggid physically present in the study hall, and R' Avraham knows without being told that his father had summoned the nagid — all clear instances of supernatural perception.	2026-06-28T13:30:04Z
Peer-MiKdoshim_0004	supernatural:perception	67989d17	claude-cli	True	high	The rabbi receives supernatural knowledge through a repeated dream (שאלת חלום) revealing that the tax collector possessed the soul of Manasseh — information he could not have known by normal means, constituting classic ruach hakodesh-type perception.	2026-06-28T13:30:13Z
Khal-Hasidim_0252	supernatural:perception	67989d17	claude-cli	False	high	The Rema's insight into the secret fast is explicitly attributed to natural wisdom ('ברוב חכמתו') from observable cues (household members not eating, sad faces), not supernatural perception; the rest of the story focuses on his scholarly prowess in disputation with no ruach hakodesh element.	2026-06-28T13:30:26Z
Mifalot-HaZadikim_0036	supernatural:perception	67989d17	claude-cli	False	high	The text is a homiletical Torah teaching interpreting a psalm verse and advocating before God on Israel's behalf — no character perceives or knows anything supernaturally.	2026-06-28T13:30:33Z
Khal-Hasidim_0228	supernatural:perception	67989d17	claude-cli	False	high	The story is a purely ethical-homiletical teaching about charity and the purposeful use of even negative traits; no character perceives, knows, or sees anything supernaturally.	2026-06-28T13:30:43Z
Shivhei-Habesht_0130	supernatural:perception	67989d17	claude-cli	True	high	The story explicitly depicts heavenly commands and visions shown to R. Yechiel Mikhl — he is shown supernatural streams of wisdom flowing toward the Besht and later toward the Maggid, a classic ruach hakodesh/prophetic perception motif.	2026-06-28T13:30:48Z
Shivhei-Habesht_0169	supernatural:perception	67989d17	claude-cli	False	high	The story concerns the Besht questioning a mnemonic (siman) for remembering names in prayer and offering a gematria-based alternative — no character perceives hidden information or sees what others cannot.	2026-06-28T13:30:57Z
Shivhei-Habesht_0085	supernatural:perception	67989d17	claude-cli	False	high	"The story reports someone hearing a statement attributed to a deceased preacher (ז""ל), but this reads as quoting something the preacher said while alive, not as supernatural communication with the dead or any ruach hakodesh perception."	2026-06-28T13:31:10Z
Khal-Hasidim_0201	supernatural:perception	67989d17	claude-cli	False	high	The story depicts R. Shmelke of Nikolsburg performing a theatrical act of self-address to teach humility; there is no instance of supernatural seeing, knowing, or ruach hakodesh.	2026-06-28T13:31:22Z
Shivhei-Habesht_0166	supernatural:perception	67989d17	claude-cli	False	high	The story is a teaching exchange where the Besht explains a kabbalistic concept by analogy — no supernatural perception, vision, or hidden knowledge is depicted.	2026-06-28T13:31:28Z
Mifalot-HaZadikim_0010	supernatural:perception	67989d17	claude-cli	False	high	The Rebbe of Ruzhin simply looks out his window and sees the carriage passing — ordinary visual perception; the cryptic remark about 'na'ar' involves wordplay/kabbalistic allusion, not supernatural sight or ruach hakodesh.	2026-06-28T13:31:41Z
Maase-Zadikim_0012	supernatural:perception	67989d17	claude-cli	False	high	No character perceives supernaturally or demonstrates ruach hakodesh; the Sadilkov Rebbe's 'test' of Mendel is a shrewd psychological observation (judging a person by what he praises) rather than supernatural knowledge, and the story contains no visions, hidden knowledge, or miraculous perception.	2026-06-28T13:31:56Z
Maase-Zadikim_0017	supernatural:perception	67989d17	claude-cli	False	high	The story contains only a teaching about the nature of prayer and devekut (cleaving to God); no character perceives things supernaturally or demonstrates ruach hakodesh.	2026-06-28T13:32:04Z
Khal-Hasidim_0017	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht reveals hidden past-life knowledge (that the scholar is a reincarnation of a wicked man who died 60 years ago), not a prediction of a future event that subsequently comes true.	2026-06-28T13:32:12Z
Shivhei-Habesht_0034	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story narrates the Maggid's illness, his journey to the Besht, his healing, and a mystical Torah-transmission experience — no character predicts a future event that subsequently comes true.	2026-06-28T13:32:23Z
Khal-Hasidim_0173	supernatural:prognostication	cf52ce20	claude-cli	False	high	The rabbi receives a heavenly dream-revelation (שאלת חלום) that discloses past events — the informer's repentance and Heaven's prior arrangement of his death — but no character predicts a future event that subsequently comes true.	2026-06-28T13:32:40Z
Shivhei-Habesht_0020	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The story centers on the Besht's ability to elevate souls of the dead during prayer; his statement that the souls will come to R. Gershon too if he learns the kavvanot is a conditional instructional promise about a teachable technique, not a tzaddik predicting an independent future event.	2026-06-28T13:32:58Z
Khal-Hasidim_0140	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story centers on the Maggid's illness, healing by the Besht, and a mystical Torah-transmission experience; the Besht's remark that he had 'seen' the Maggid for years expresses longing/awareness, not a prediction of a future event that is then fulfilled.	2026-06-28T13:33:14Z
Khal-Hasidim_0169	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts Rabbi Leib severing his relationship with a young man who mocked Reb Baruch and Reb Ephraim, and includes his testimony that the Zohar's 'notrei brit' refers to them — but no future event is predicted or shown to come true.	2026-06-28T13:33:25Z
Mifalot-HaZadikim_0021	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story centers on the concept of true self-sacrifice (mesirut nefesh) as illustrated by Rabbi Baruch of Mezhbizh humiliating a Hasid to protect his financial interests; while Rabbi Baruch claims retrospective knowledge of the non-Jews' plans, no future event is explicitly predicted by a tzaddik and then shown to come true.	2026-06-28T13:33:37Z
Shivhei-Habesht_0197	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht teaches and then erases forbidden wisdom from the preacher's mind, but no future event is predicted or comes true.	2026-06-28T13:33:42Z
Khal-Hasidim_0031	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Besht explicitly predicts that if Rabbi Gershon stays another Shabbat and receives the written kavanah, the souls of the dead will come to him too — and this prediction is fulfilled when Rabbi Gershon performs the kavanah the following Erev Shabbat and the dead do indeed arrive.	2026-06-28T13:33:53Z
Sipurei-Zadikim_0006	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts Rabbi Leib rebuking and cutting ties with his adopted son for mocking the holy rabbis, with no prediction of a future event that comes true — only a present-tense judgment and punishment.	2026-06-28T13:34:04Z
Shivhei-Habesht_0160	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht makes a promise to pray for the petitioner but does not predict a future event; in fact, he later expresses uncertainty about the outcome ('as if they answer me and as if they don't'), and no fulfilled prediction is narrated.	2026-06-28T13:34:15Z
Shivhei-Habesht_0135	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht's cry that the Sabbath might be desecrated is an expression of fear/grief in the moment, not a prediction of a future event that then comes true — they in fact arrive in Grodno in time; the central supernatural act in the story is the Besht removing Rabbi Michel's Torah knowledge as a moral lesson.	2026-06-28T13:34:25Z
Mifalot-HaZadikim_0018	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht issues commands and threats to the Satan and warns his household, but nowhere in the story does he predict a future event that subsequently comes true — the grain-heap fire is a result of him directing the Satan there, not a foretold prophecy.	2026-06-28T13:34:46Z
Khal-Hasidim_0026	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story describes the Besht's intense trembling during prayer and a mystical Yom Kippur vision of the Satan blocking the path of prayers (which he reroutes), but no future event is predicted and then fulfilled.	2026-06-28T13:34:57Z
Khal-Hasidim_0120	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht perceives and removes a spiritual obstacle (the priest's never having experienced קרי) in real time — this is supernatural perception and intervention, not a prediction of a future event that comes true.	2026-06-28T13:35:11Z
Khal-Hasidim_0158	supernatural:prognostication	cf52ce20	claude-cli	False	high	The tzaddik (R. Wolf of Zbarazh) reveals hidden past and present truths about the rich man's reincarnation history, but makes no prediction about a future event that then comes true.	2026-06-28T13:35:20Z
Shivhei-Habesht_0050A	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The Besht's declaration that the children will recover ('תיכף תראו שהילדים יבריאו') functions as an authoritative decree to the subdued mazzikim rather than a prognostication, and the story never narrates the fulfillment of the recovery — the narrative closes on the spirits' origin story and their banishment, not a confirmed future event coming true.	2026-06-28T13:35:42Z
Shivhei-Habesht_0015	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht's actions (arriving late, shaming R' David) stem from a visionary perception of a present spiritual threat (the Satan intercepting prayers), not a prediction of a future event that subsequently comes true.	2026-06-28T13:35:57Z
Maase-Zadikim_0006	supernatural:prognostication	cf52ce20	claude-cli	True	medium	Rabbi Baruch of Mezhibuzh effectively predicts that the plague will end if the hidden drunk man utters the decree — the mission succeeds exactly as directed and the epidemic stops at the moment of the man's words — but the story's primary frame is the power of a single mitzvah (pidyon shvuyim), making the prognostication structural rather than the narrative's central focus.	2026-06-28T13:36:23Z
Shivhei-Habesht_0210	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a near-death heavenly-court vision and intercession by tzaddikim (including the Besht) on the boy's behalf, but no tzaddik explicitly predicts a future event that then comes true; the father's instruction to delay burial is a precaution, not a prognostication.	2026-06-28T13:36:36Z
Khal-Hasidim_0243	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains no prediction of a future event by a tzaddik or any character; it is entirely about the innkeeper's trust in God (bitachon) and his 'partnership' with the divine as the source of his wonder-working, with past providential events recounted retrospectively rather than foretold.	2026-06-28T13:36:47Z
Sipurei-Zadikim_0001	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts miraculous travel, support of hidden tzaddikim, and a soul encounter at a fair, but no character predicts a future event that subsequently comes true — the remark about the young Rabbi Mordechai being 'at the last of the hidden tzaddikim' is a present-tense spiritual assessment, not a prediction.	2026-06-28T13:37:00Z
Mifalot-HaZadikim_0045	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains no prediction of a future event; Rabbi Elimelech's repeated question 'מה יאמר ד׳' is a spiritual/moral teaching device about pride, not a prognostication that comes true.	2026-06-28T13:37:10Z
Khal-Hasidim_0185	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a supernatural rescue — the Maggid repeatedly teaches Torah until a miraculous wind carries the captive boy to safety — but no character predicts a future event that subsequently comes true.	2026-06-28T13:37:20Z
Shivhei-Habesht_0086	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The Besht demonstrates foreknowledge (knowing R' Leib stopped on the way back, saying 'ידעתי' after the debt is resolved) and acts with confident supernatural knowledge, but he never explicitly voices a prediction about a future event before it occurs — the supernatural element is clairvoyance/remote knowing, not prognostication in the defined sense.	2026-06-28T13:37:40Z
Peer-MiKdoshim_0007	supernatural:prognostication	cf52ce20	claude-cli	False	high	The rebbe's supernatural feat is clairvoyance of hidden past events and secret agreements (knowing the nagid mocked him, knowing about the handshake oath), not a prediction of a future event that subsequently comes true.	2026-06-28T13:37:58Z
Khal-Hasidim_0239	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story's central supernatural element is the Seer of Lublin's clairvoyant knowledge of hidden matters (the nagid's wickedness, the secret handshake agreement between the nagid and the Hasid), not a prediction of a future event that subsequently comes true.	2026-06-28T13:38:20Z
Khal-Hasidim_0075	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The Besht's supernatural knowledge here is clairvoyance (knowing remotely that R' Leib stopped on the road, saying 'ידעתי' about the outcome), not an explicit prediction of a future event that the narrative then confirms came true.	2026-06-28T13:38:39Z
Maase-Zadikim_0018	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a tzaddik investigating an innkeeper's miraculous power and explaining it through bitachon (trust in God), but no character predicts a future event that subsequently comes true.	2026-06-28T13:38:47Z
Shivhei-Habesht_0198	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The Besht warns that a nobleman will come in two hours to take the woman by force and that she will die if she does not repent, but neither prediction is shown to come true in the narrative — the first is averted by his intervention and the second is conditional; the story's supernatural core is miraculous travel (קפיצת הדרך) and clairvoyant knowledge, not a fulfilled prognostication.	2026-06-28T13:39:08Z
Shivhei-Habesht_0199	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht perceives a spiritual accusation (קטרוג) blocking prayer and acts to neutralize it; there is no prediction of a future event — only supernatural discernment and intervention.	2026-06-28T13:39:25Z
Khal-Hasidim_0024	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Besht explicitly promises the innkeeper that his newborn son will survive the dangerous wacht-nacht unharmed ('אנכי בעש״ט מבטיחך כי יחיה הנער בלי שום אסון'), and this prediction is fulfilled when the child lives through the night and the brit milah takes place the next day.	2026-06-28T13:39:40Z
Maase-Zadikim_0001	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht exercises supernatural knowledge by revealing the scholar's past-life identity (gilgul), but he makes no prediction about a future event that subsequently comes true.	2026-06-28T13:39:53Z
Khal-Hasidim_0177	supernatural:prognostication	cf52ce20	claude-cli	True	medium	The tzaddik (R. Mordechai of Lechovitch) tells his frightened followers not to fear 'the dog standing behind me,' implicitly predicting the denouncement will fail — and this is confirmed minutes later when the governor dismisses the informer unprompted, marking a fulfilled prognostication, albeit implicit rather than an explicit prophecy.	2026-06-28T13:40:10Z
Shivhei-Habesht_0091	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains no prediction by a tzaddik about a future event; the Besht commands R' Nachman to travel to the Land of Israel (a directive, not a prognostication), and R' Nachman's death is narrated retrospectively as a fact, not foretold.	2026-06-28T13:40:15Z
Khal-Hasidim_0251	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Maharsha (tzaddik) explicitly tells the ailing man 'אל תפחד לא תמות' (do not fear, you will not die), and the prediction is fulfilled when the man recovers ('ויהי כאשר עבר הזמן והאיש נתרפא וחזר לאיתני').	2026-06-28T13:40:30Z
Khal-Kdoshim_0011	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains posthumous dream appearances and a heavenly court judgment, but no character predicts a future event that subsequently comes true.	2026-06-28T13:40:37Z
Shivhei-Habesht_0062	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts the Besht overpowering a witch's demon and imprisoning it, with no prediction of a future event that subsequently comes true.	2026-06-28T13:40:45Z
Adat-Zadikim_0009	supernatural:prognostication	cf52ce20	claude-cli	True	medium	The Besht tells Rabbi David 'you will know by yourself the day of your return home' — a vague but genuine prediction that comes true when supernatural voices calling his name signal to him that his atonement is complete and he may return.	2026-06-28T13:41:06Z
Adat-Zadikim_0016	supernatural:prognostication	cf52ce20	claude-cli	False	high	The tzaddik performs a dream-inquiry (שאלת חלום) to learn about a past event (the informer's repentance), not to predict a future one — the supernatural element is retroactive revelation, not prognostication.	2026-06-28T13:41:18Z
Adat-Zadikim_0007	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story centers on a tavern-keeper whose blessings and prayers are answered by Heaven due to his strong faith and his partnership pact with God, but no specific future event is predicted by a tzaddik — the 'prognostication' element is absent; what occurs is efficacious blessing, not foretelling.	2026-06-28T13:41:24Z
Khal-Hasidim_0128	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Besht explicitly tells his circle that the sign of his death will be the stopping of two clocks ('אמר להם הסימן שכאשר יפטור יעמדו השני זייגרעס'), and this comes true — the large clock stops first and then the small clock stops at his passing.	2026-06-28T13:41:42Z
Khal-Hasidim_0146	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Maggid tells the Vilna man that the greatest doctor travels with the angel Raphael himself — a statement the man later recognizes as a fulfilled prediction when the king's doctor miraculously heals him without medicine, and the Maggid further demonstrates foreknowledge by telling the doctor upon his arrival 'I have long been watching/waiting for you.'	2026-06-28T13:41:55Z
Shivhei-Habesht_0170	supernatural:prognostication	cf52ce20	claude-cli	False	high	R' Nachman reveals what each person needs to rectify from past sins (via dream-vision of an excommunicated spirit), which is hidden-knowledge disclosure rather than a prediction of a future event that subsequently comes true.	2026-06-28T13:42:11Z
Khal-Hasidim_0021	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a miraculous light/aura surrounding the Besht and Rabbi David's subsequent devotion to him, but no character predicts a future event that then comes true.	2026-06-28T13:42:19Z
Shivhei-Habesht_0077	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a visionary encounter (Elijah and 'Rabbi' appearing to the Besht) and a mystical revelation about his daughter Adel's soul-root in a Torah verse, but contains no prediction of a future event that subsequently comes true.	2026-06-28T13:42:33Z
Shivhei-Habesht_0022	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht receives a supernatural warning (כרוז) about a present danger to the rabbi's mind, prompting him to rush to intervene — this is clairvoyant perception of a current situation, not a prediction of a future event that subsequently comes true.	2026-06-28T13:42:46Z
Shivhei-Habesht_0185	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a miraculous healing by the Besht, not a prediction of a future event — there is no prognostication made by any character that subsequently comes true.	2026-06-28T13:42:57Z
Khal-Hasidim_0023	supernatural:prognostication	cf52ce20	claude-cli	False	medium	The Besht's confident assertion that he will reach Berlin by Shabbat is fulfilled through miraculous travel (kfitzat haderech), not foreknowledge of an external future event; the story's supernatural core is the miraculous journey and the revival/adjudication of the bride, not prognostication.	2026-06-28T13:43:17Z
Mifalot-HaZadikim_0019	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story centers on Rabbi Yitzchak's supernatural decree (גזר אומר) that strips the Besht's amulets of their power — an act of rabbinic/mystical authority, not a prediction of a future event — and the subsequent restoration of that power through negotiation; no character foretells a future event that then comes true.	2026-06-28T13:43:36Z
Khal-Hasidim_0116	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story involves the Besht supernaturally knowing the visitor's hidden intention (clairvoyance), and teaching then erasing mystical knowledge — but no future event is predicted or fulfilled.	2026-06-28T13:43:47Z
Shivhei-Habesht_0013	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht demonstrates clairvoyant knowledge of the melamed's dream and summons him at the right moment, but he makes no explicit prediction of a future event that then comes true — the supernatural element is telepathic/clairvoyant knowledge, not prognostication.	2026-06-28T13:44:00Z
Khal-Hasidim_0033	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story centers on the innkeeper's trust in divine providence (bitachon) rather than any tzaddik predicting a future event; the Besht observes the innkeeper's calm demeanor and remarks on it, but makes no prophecy about what will happen, and the money arrives through natural (if providential) means without a prior prediction.	2026-06-28T13:44:11Z
Khal-Hasidim_0088	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht weeps out of fear of potential Sabbath desecration but makes no explicit prediction of a future event that comes true; the central supernatural act is the Besht stripping R' Mikhel of his Torah knowledge, not prognostication.	2026-06-28T13:44:20Z
Shivhei-Harav_0016	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts a supernatural rescue (the Maggid's Torah-learning causing a miraculous wind that carries a Jewish boy to safety) and a parallel implied present-time intervention by the Rav, but no character predicts a future event that subsequently comes true.	2026-06-28T13:44:40Z
Mifalot-HaZadikim_0014	supernatural:prognostication	cf52ce20	claude-cli	True	high	Elijah the Prophet explicitly predicts that when the hidden tzaddik arrives in Preszowce, the children will cry out announcing him as maggid and the townspeople will appoint him — and the story confirms this prophecy is fulfilled exactly as foretold.	2026-06-28T13:44:52Z
Khal-Hasidim_0066	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains no prediction of a future event; it depicts an unauthorized prayer leader whose words captivate the congregation, and his only notable utterance is a rhetorical challenge about whether past sages are in Heaven — not a prognostication.	2026-06-28T13:45:00Z
Khal-Hasidim_0235	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story describes the tzaddik's extreme humility and self-deprecating signature formula, with no prediction of a future event.	2026-06-28T13:45:05Z
Khal-Hasidim_0042	supernatural:prognostication	cf52ce20	claude-cli	True	high	The Besht's remark that he would move his house away from the idolatrous shrine functions as a veiled prediction, and the story immediately confirms it by reporting that the shrine burned down — a classic Hasidic prognostication fulfilled.	2026-06-28T13:45:21Z
Mifalot-HaZadikim_0044	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story is a teaching anecdote about the word 'Anochi' and humility — no character predicts a future event.	2026-06-28T13:45:28Z
Shivhei-Habesht_0067	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht's supernatural act here is clairvoyance — perceiving the son's imprisonment at a distance in the present moment — not a prediction of a future event that then comes true.	2026-06-28T13:45:43Z
Mifalot-HaZadikim_0011	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story contains no prediction of a future event; it is about a Hasid misjudging a tzaddik's apparent lack of enthusiasm, and his rebbe rebuking him with a mystical explanation — no prognostication occurs.	2026-06-28T13:45:55Z
Khal-Hasidim_0072	supernatural:prognostication	cf52ce20	claude-cli	False	high	The Besht perceives a hidden present/past transgression ('I see upon you licentiousness') and promises to reveal details tomorrow — this is supernatural knowledge of a concealed fact, not a prediction of a future event that comes true.	2026-06-28T13:46:12Z
Khal-Hasidim_0223	supernatural:prognostication	cf52ce20	claude-cli	False	high	The story depicts two supernatural episodes — the tzaddik sensing approaching greeters before seeing them, and waking precisely at midnight despite being plied with wine — neither of which involves predicting a future event that comes true.	2026-06-28T13:46:23Z
Shivhei-Habesht_0191	supernatural:prognostication	cf52ce20	claude-cli	True	medium	The Besht explicitly predicts before acting that he will heal the blind boy completely and immediately ('ירפאנו רפואה שלימה' / 'יראה תיכף ומיד'), a claim the narrative highlights as daring and which comes true — though the prognostication is inseparable from the healing miracle itself rather than a standalone prediction of an independent future event.	2026-06-28T13:46:41Z
Maase-Zadikim_0033	supernatural:prognostication	cf52ce20	claude-cli	False	high	The tzaddik perceives a hidden past/present sin by reading the man's face — this is supernatural discernment of an existing state, not a prediction of a future event that comes true.	2026-06-28T13:46:54Z
