story_a	edition_a	url_a	story_b	edition_b	url_b	sim	opening_a	opening_b
Khal-Hasidim_0175	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0175	Shivhei-Harav_0011	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011	0.9826	"Khal-Hasidim_0175 תיוגים ויהי במשך איזה שנים אחרי׳ היה מוכרח הרב ז""ל להיות בפ""ב מאיז עסק השייך לכלל והקיסר פאוויל לא ידע מביאתו לפ""ב ויהי שם הרב איזה ימים אחדים בתוך כך נתהוה סיבה זרה אשר סוחר א׳ מעיר"	Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בה
Adat-Zadikim_0006	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0006	Adat-Zadikim_0015	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0015	0.9825	"Adat-Zadikim_6 תיוגים ומעשה כזו היתה ג״כ בדור שלפנינו אצל הצדיק הגדול ר' מיכל מזלאטשוב אשר הוכיח איש א׳ עבור מדת הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד׳ ית""ש ואמר לו הרב הנ""ל אם תרצה ללמוד מדת ה"	"Adat-Zadikim_15 תיוגים מעשה נוראה שקרה בימי הצדיקים הקדושים ה""ה הרב המגיד מקאזעניץ והרב הקדוש ר׳ יעקב יצחק מלובלין ז""ל זי""ע : מעשה שהי' איש אחד ממקורביו של המגיד מקאזעניץ והי' חסיד גדול ומופלג בתורה. "
Adat-Zadikim_0015	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0015	Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	0.9825	"Adat-Zadikim_15 תיוגים מעשה נוראה שקרה בימי הצדיקים הקדושים ה""ה הרב המגיד מקאזעניץ והרב הקדוש ר׳ יעקב יצחק מלובלין ז""ל זי""ע : מעשה שהי' איש אחד ממקורביו של המגיד מקאזעניץ והי' חסיד גדול ומופלג בתורה. "	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח
Khal-Hasidim_0063	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0063	Shivhei-Habesht_0072	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0072	0.9825	"Khal-Hasidim_0063 תיוגים שמעתי מהרב דק""ק פולנאי ומהרב דקהלתינו שרב נחמן מקאסוב הי׳ לו קרוב אחד ושמו ר׳ יודל מטשידנוב אביו שלו ר׳ יוסף הי' מוכיח ודרכו של ר׳ יודל שלא הי' רוצה להנות משל אחרים רק מיגיע כ"	"Shivhei-Habesht_0072 תיוגים* שמעתי מהרב דק""ק פולנאי ומהרב דקהלתינו שר׳ נחמן מקאסוב הי׳ לו קרוב אחד ושמו ר׳ יודל מטשידנוב ואביו שלו ר׳ יוסף הי' מוכיח ודרכו של ר׳ יודל שלא הי' רוצה להנות משל אחרים רק מי"
Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	0.9825	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח
Adat-Zadikim_0004	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0004	Khal-Hasidim_0117	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0117	0.9824	Adat-Zadikim_4 תיוגים מעשה שנסע הבעש״ט מביתו יום ד' לעת ערב ונסע כל הלילה ולמחרתו כל היום ולא הי׳ יודע שום אדם תכלית הכוונה בהנסיעה בהנסיעה וגם להיכן הוא נוסע ויסע מהלך רב ביום ההוא כידוע לכל כאשר הי'	"Khal-Hasidim_0117 תיוגים פ""א ישב רבינו הבעש״ט בסעודה שלישית והי' טרוד מאד בעמקות המחשבה ולא אמר תורה בסעודה שלישית כלל מה שהיה נפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדל' הי' מנהגו בכל מוש""ק לנסוע "
Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	Peer-MiKdoshim_0016	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0016	0.9824	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"	"Peer-MiKdoshim_0016תיוגים מעשה מאדמו""ר הצדיק הקדוש מוה' אברהם יהושע העשיל מאפטא זי""ע: אשר חכמים יגידו לדור אחרון מאמינים לבני מאמינים אשר באזניהם שמעו ואבותינו ספרו לנו כי הצדיק הקדוש הנזכר זי""ע ספר ה"
Peer-MiKdoshim_0009	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0009	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9824	Peer-MiKdoshim_0009תיוגיםועתה אחרי כתבתי לך שלשים במועצות ודעת להודיעך סיפורים היקרים האלה בעיון שכלי מהני צנתרי דדהבא עמודי דנורא עוד לאלוקי מלין עירין קדישין בדברים נפלאים מאת הצדיק הקדוש גאון ישראל	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	0.9823	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח
Khal-Hasidim_0217	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0217	Peer-MiKdoshim_0014	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0014	0.9823	"Khal-Hasidim_0217 תיוגים מעשה נפלאה הנודעת בפי כל החסידים יראי ד׳ וחושבי שמו והיא מהצדיק יסוד עולם הגאון הקדוש אספקלריא המאירה עמוד התשובה אשר כל ימי חייו השיב רבים מעון מרן אלימלך זיע""א בעמ""ח ספר נוע"	"Peer-MiKdoshim_0014תיוגיםועוד מעשה נפלאה מהצדיק הגאון הקדוש אדמו״ר הנזכר ז""ל כן היה דרך הצדיק הקדוש הזה בקודש כי לא ברך שום אשה זולתי כלה בתולה קודם חופתה. והנה מוכסן אחד קודם נשואי בתו לקח אתו את החת"
Peer-MiKdoshim_0001	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0001	Peer-MiKdoshim_0016	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0016	0.9823	"פאר מקדושים Peer-MiKdoshim_0001תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון ר׳ שלם מקאמינקא זצ״ל כדאתכנשו כל צדיקי הדור על היא""צ בראפשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא זי״ע וצעקה האשה "	"Peer-MiKdoshim_0016תיוגים מעשה מאדמו""ר הצדיק הקדוש מוה' אברהם יהושע העשיל מאפטא זי""ע: אשר חכמים יגידו לדור אחרון מאמינים לבני מאמינים אשר באזניהם שמעו ואבותינו ספרו לנו כי הצדיק הקדוש הנזכר זי""ע ספר ה"
Adat-Zadikim_0004	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0004	Adat-Zadikim_0008	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0008	0.9822	Adat-Zadikim_4 תיוגים מעשה שנסע הבעש״ט מביתו יום ד' לעת ערב ונסע כל הלילה ולמחרתו כל היום ולא הי׳ יודע שום אדם תכלית הכוונה בהנסיעה בהנסיעה וגם להיכן הוא נוסע ויסע מהלך רב ביום ההוא כידוע לכל כאשר הי'	"Adat-Zadikim_8 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלהם ויצוה להם איך יתנהגו וממה יהי' פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והי' אצלו תלמיד אחד אשר היה משרתו ג״כ שמו ר׳ יעקב. ו"
Khal-Hasidim_0113	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0113	Shivhei-Habesht_0195	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0195	0.9822	"Khal-Hasidim_0113 תיוגים פ""א באו תלמידי הבעש״ט לביתו בע""פ אחר חצות לאפות מצת מצוה כמנהגם לאפות בכנופיא ובאמירת הלל והנה הבעש״ט מהלך בחצר בית הכנסת אנה ואנה וטרוד מאוד בעמקות המחשבה והנה התלמידים המתינ"	"Shivhei-Habesht_0195 תיוגים* פ""א באו תלמידי הבעש״ט לביתו בע״פ אחר חצות לאפות מצת מצוה כמנהג' לאפות בכנופיא בכינופיא ובאמיר' 193 194 195 הלל שבחי הבעש״ט לד 196 197 הלל והנה הבעש״ט מהלך בחצר בית הכנסת א"
Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	Shivhei-Harav_0018	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0018	0.9822	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"	"Shivhei-Harav_0018 ,תיוגים עתה נספר סדר ההשתלשלות עד פטירת רבינו הק' זי""ע ויהי בשנת תקע""א בעת אשר היה מלחמת הצרפתים עם הרוסים התפלל רבינו בשלום המלכות כי לא אבה שיכנסו הצרפתים לרוסיא כי אמר אם יהיה מד"
Khal-Hasidim_0240	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0240	Khal-Kdoshim_0007	Khal-Kdoshim	https://www.hasidic-stories.org/Story/Khal-Kdoshim/Khal-Kdoshim_0007	0.9822	Khal-Hasidim_0240 תיוגים בין היושבים היושבום בלובלין היו שמה שני בחורי חמד. ונשתדך אחד מהם ועשה שידוך הגון עם איש נגיד ועשיר ועלמה מאושרה גם לקח סך מסוים לנדן ויתקנא בו חבירו העלם השני עד מאוד על דבר 	"Khal-Kdoshim_0007see story 4. Expand! תיוגים ועוד מעשה אחת מהצדיק הק׳ אספקלריא המאירה בוצינא קדישא מרנא ורבנא מו""ה יעקב יצחק מלובלין שליט״א : בין היושבים בלובלין היו שמה שני בחורי חמד : ונשתדך אחד מהם"
Peer-MiKdoshim_0005	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0005	Peer-MiKdoshim_0006	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0006	0.9822	"Peer-MiKdoshim_0005תיוגיםוכאשר דברנו פה במעשה התרפים מהגאון פינטו זצוק""ל נספר בזה מעשה נורא מהגאון הקדוש בעל גור ארי' על התורה איך הוציא יקר מזולל טהור מטמא : בימי הגור ארי' בשבתו על מדין בפראג הבירה "	Peer-MiKdoshim_0006תיוגיםועתה מצאתי ראיתי לכתובלכתיב מהבעש״ט מעשה נפלאה והיא הנוגעת אל הבטחון להראות כי בחיוב גמור לדבק אל הצדיק וכל השלם באמונת הצדיק שלם באמונתו יתברך ויען כי ראש אמיר הוא. ועוד בסעי
Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	Peer-MiKdoshim_0009	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0009	0.9821	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"	Peer-MiKdoshim_0009תיוגיםועתה אחרי כתבתי לך שלשים במועצות ודעת להודיעך סיפורים היקרים האלה בעיון שכלי מהני צנתרי דדהבא עמודי דנורא עוד לאלוקי מלין עירין קדישין בדברים נפלאים מאת הצדיק הקדוש גאון ישראל
Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	Peer-MiKdoshim_0009	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0009	0.9821	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח	Peer-MiKdoshim_0009תיוגיםועתה אחרי כתבתי לך שלשים במועצות ודעת להודיעך סיפורים היקרים האלה בעיון שכלי מהני צנתרי דדהבא עמודי דנורא עוד לאלוקי מלין עירין קדישין בדברים נפלאים מאת הצדיק הקדוש גאון ישראל
Adat-Zadikim_0004	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0004	Shivhei-Habesht_0198	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0198	0.982	Adat-Zadikim_4 תיוגים מעשה שנסע הבעש״ט מביתו יום ד' לעת ערב ונסע כל הלילה ולמחרתו כל היום ולא הי׳ יודע שום אדם תכלית הכוונה בהנסיעה בהנסיעה וגם להיכן הוא נוסע ויסע מהלך רב ביום ההוא כידוע לכל כאשר הי'	"Shivhei-Habesht_0198 תיוגים* פ""א: ישב הרב הבעש״ט בסעודה שלישית והי׳ טרוד מאוד בעמקות המחשב' ולא אמר תורה בסעודת שלישית כלל מה שהי׳ לפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדלה הי' מנהגו בכל מש""ק לנס"
Adat-Zadikim_0007	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0007	Khal-Hasidim_0243	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0243	0.982	Adat-Zadikim_7 תיוגים ואכתוב מעשה ג' מה ששמעתי מאדם גדול מעניני הבטחון מה שקרה בדורינו זה בימי הרב הקדוש הגדול מאפטא אשר ספרו לו מארענדער א' בסביבות מעזיבוז כי הוא איש פלאי וברכותיו יחולו על ראש המתבר	"Khal-Hasidim_0243 תיוגים עוד מעשה נפלא מהרב הקדוש הגאון המפורסם איש אלקים האבד""ק אפטא ז""ל : בזמן שהיה הרב הקדוש מאפטא במעזיביז היה סמוך אל העיר מעזיבוז רינדאר אחד שהיה פועל ישועות וכל איש אשר בא לגבול"
Adat-Zadikim_0015	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0015	Khal-Hasidim_0126	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0126	0.982	"Adat-Zadikim_15 תיוגים מעשה נוראה שקרה בימי הצדיקים הקדושים ה""ה הרב המגיד מקאזעניץ והרב הקדוש ר׳ יעקב יצחק מלובלין ז""ל זי""ע : מעשה שהי' איש אחד ממקורביו של המגיד מקאזעניץ והי' חסיד גדול ומופלג בתורה. "	"Khal-Hasidim_0126 תיוגים מעשה מהבעש״ט הקדוש איך משך לב תלמידו הרב הקדוש ר' דוד פירקוס ז""ל אל מדת הבטחון: הרב ר' דוד פירקוס ז""ל היה תלמיד מובהק להבעש״ט זי""ע ובהגיע בתו הבתולה לעת דודים ציוה הרב ר' דוד "
Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	Shivhei-Habesht_0043	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0043	0.982	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"	"Shivhei-Habesht_0043 תיוגים* שמעתי מהרב מ' מנחם ששמע מפי כלת הרב המ״מ הגדול אשת הרב מ׳ אברהם הנ""ל : כשנתאלמן בנו הק' מ׳ אברהם זצ""ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ ותשדכו לבני שי׳ בת "
Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	Shivhei-Habesht_0184	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0184	0.982	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"	"Shivhei-Habesht_0184 תיוגים* שמענו בשם הרב הק׳ מ' מנחם נחום מטשארנאבל ז""ל כי באיזו קהילה הסמוכה לק""ק מעזיבו' הי' איש א׳ מופלג ועשיר גדול והי׳ סוחר ללייפסק והי' חשוכי בנים זה כמה שנים ולא רצה ליסע להבע"
Khal-Hasidim_0081	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0081	Mifalot-HaZadikim_0027	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0027	0.982	"Khal-Hasidim_0081 תיוגים מעשה מלידת הרב הגאון הקדוש מו""ה ישראל זצוק""ל מ""מ דק""ק קאזניץ: : מעשה שהבעש״ט ז""ל נבג""מ ישב עם החבריא קדישא שלו על סעודה שבת בערב. ותיכף אחר קידוש שחק הבעש״ט שחוק נורא מאוד עד "	"Mifalot-HaZadikim_0027תיוגים זאת שמעשה סיפרה הרב הצדיק ר׳ דיוד מטאלנע בעהמ״ח ס׳ מגןמען דוד וברכת דוד : הבעש""ט הקדוש נסע פ״א במוצש״ק לדרכו. ונסעו עמו ג׳ תלמידים הנכבדים הלא המה הרב הצדיק ר׳ דוד מיקיליי"
Khal-Hasidim_0193	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0193	Khal-Hasidim_0253	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0253	0.982	Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ברייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע' . וע״כ אמרתי להבליג מעט על תאוותי ועוד חזון למועד ורק דבר אחד מהנוראו'	"Khal-Hasidim_0253 תיוגים עתה נספר את אשר העיד אלי' הנביא ז""ל על רבינו משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם להחזיק עצמו בשפלות. והמעשה שהיתה כך היתה רבינו הנ""ל היה לו חבר א' מנעוריו היינ"
Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	Peer-MiKdoshim_0001	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0001	0.982	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח	"פאר מקדושים Peer-MiKdoshim_0001תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון ר׳ שלם מקאמינקא זצ״ל כדאתכנשו כל צדיקי הדור על היא""צ בראפשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא זי״ע וצעקה האשה "
Adat-Zadikim_0014	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0014	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9819	"Adat-Zadikim_14 תיוגים מעשה נורא שקרה בימי הגאון מהרש״א ז""ל בעיר אוסטרא היו שני אנשים שותפים סוחרים והי' מסחרם מלייווינט פשוט כדומה. והיו אוהבים זל""ז כל ימיהם פעם אחד ששמעו כי אצל דוכסה אחת נמצאו סחור"	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Shivhei-Harav_0019	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0019	Sipurei-Zadikim_0011	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0011	0.9819	"Shivhei-Harav_0019 ,תיוגים ויהי אחרי פטירת רבינו הקדוש מלאו מקומו הני תרי צנתרי דדהבא ה""ה הרב הקדוש האלקי מוה׳ אהרן בר׳ משה הלוי הורוויץ נצר מגזע הרב הק׳ ר׳ ישעיה בעהמ""ח ספר השל""ה הקדוש והשני היה בנו "	"Sipurei-Zadikim_0011תיוגים ספורי צדיקים יז עתה נציע לפני הקורא נעים התגלות הרב הגאון הקדוש האלקי ר׳ ישראל פאלעצקר שהיה צדיק גדול מגדולי תלמידיו של המגיד הגדול ממעזריטש ז""ל כי מוסר השכל יוצא מספור הזה "
Adat-Zadikim_0023	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0023	Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	0.9818	"Adat-Zadikim_23 תיוגים עתה נספר את אשר העיד אליהו הנביא ז""ל על רבינו משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם להחזיק עצמו בשפלות והמעש׳ שהיתה כך היתה רבינו הנ""ל הי' לו חבר חדר נעוריו היינו "	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"
Khal-Hasidim_0126	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0126	Peer-MiKdoshim_0015	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0015	0.9818	"Khal-Hasidim_0126 תיוגים מעשה מהבעש״ט הקדוש איך משך לב תלמידו הרב הקדוש ר' דוד פירקוס ז""ל אל מדת הבטחון: הרב ר' דוד פירקוס ז""ל היה תלמיד מובהק להבעש״ט זי""ע ובהגיע בתו הבתולה לעת דודים ציוה הרב ר' דוד "	Peer-MiKdoshim_0015תיוגיםובעוד טרם נצא משער הבטחון וחיזוק אמונת הצדיקים אציג׳ לפניך מעשה נפלאה הנודעת בפי כל החסידים יראי ד׳ וחושבי שמו והיה מהצדיק יסוד עולם הגאון הקדוש אספקלריא מאירה עמודעמיד התשובה
Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	Khal-Hasidim_0253	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0253	0.9818	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"	"Khal-Hasidim_0253 תיוגים עתה נספר את אשר העיד אלי' הנביא ז""ל על רבינו משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם להחזיק עצמו בשפלות. והמעשה שהיתה כך היתה רבינו הנ""ל היה לו חבר א' מנעוריו היינ"
