story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Maase-Zadikim_0006	social:retrospective_recognition	social	high	After the drunkard's decree stops the plague, his escorts return to the Rebbe and explicitly ask for an explanation; the Rebbe then retrospectively reveals the man's hidden merit (pidyon shvuyim + resisting temptation), reframing a figure publicly scorned as a degenerate drunk into a concealed tzaddik whose decrees are upheld by the heavenly court.	True	high	The story's core reveals that a despised drunkard is retrospectively recognized as a hidden tzaddik whose past mitzvah of pidyon shvuyim and resisting sin earned him heavenly authority.	AGREE
Maase-Zadikim_0006	supernatural:communicating_with_the_invisible	supernatural	high	The Rebbe explicitly accesses and narrates proceedings in the invisible heavenly court (בית דין של מעלה / פמליא של מעלה), describing the uproar among the heavenly retinue and the decree of the attribute of justice — knowledge he could only have through direct communication with the invisible realm.	False	medium	The story involves a heavenly court decree affecting the drunkard, but no character actually communicates with invisible beings—the heavenly verdict is narrated by the rebbe as background, not depicted as dialogue.	DISAGREE
Maase-Zadikim_0006	supernatural:miracle	supernatural	high	The story's central event is a plague (מגפה) stopping at the exact moment the drunkard utters his decree ('ברגע אמר דברו ותעצר המגפה'), explicitly described as a wonder ('ותהי לפלא בעיניהם'), constituting a clear supernatural miracle.	True	high	The story depicts a discrete supernatural event — the plague stops at the very moment the drunkard decrees it, a clear miraculous intervention with before/after.	AGREE
Maase-Zadikim_0007	ethics-and-emotions:fear	ethics-and-emotions	high	The story explicitly states that R. Tzvi of Zidichov was frightened ('הפחיד') by the Seer of Lublin's threat to strip him of all his spiritual attainments, and this fear directly drives the narrative outcome; additionally, R. Tzvi's experience hiding during the recitation of Song of Songs nearly overwhelms him to the point of losing his mind ('כמעט שהוציאו מדעתו').	True	high	The story explicitly depicts fear: the Lubliner feared approaching the Mezhibizher ('היה ירא הרב הקדוש מ לובלין'), and at the end the Zidichover was frightened ('הפחיד') by his rebbe's warning, causing him to abandon his plan.	AGREE
Maase-Zadikim_0007	supernatural:reincarnation	supernatural	high	The story explicitly states that the Rebbe of Mezhbizh possessed a soul-spark (ניצוץ) from the soul of King Solomon, which directly explains his supernatural fervor when reciting Song of Songs — a clear and plot-relevant invocation of the reincarnation/gilgul concept.	False	high	The story mentions a soul-spark (ניצוץ) of King Solomon in the Rebbe of Mezhibuzh, but this is an incidental phrase explaining his fervor in Shir HaShirim, not a depiction of gilgul/reincarnation as a plot element.	DISAGREE
Maase-Zadikim_0008	ethics-and-emotions:humility	ethics-and-emotions	high	The story centrally depicts Rabbi Zushe's humility (the text explicitly uses the word ענותנותו), as he tells his brother he possesses no Torah, wisdom, or understanding and must therefore toil like a lowly servant — mirroring the parable's craftsman who humbly accepts a furnace-stoker's post — making humility the story's core ethical teaching.	True	high	R' Zusha repeatedly disparages himself as lacking wisdom/knowledge and the narrator explicitly notes his great humility (גודל ענותנותו), making humility a central theme.	AGREE
Maase-Zadikim_0008	ethics-and-emotions:pride	ethics-and-emotions	medium	The parable centrally depicts the king's son being banished for speaking carelessly and foolishly before his father (implying arrogance born of his privileged status), and the craftsman explicitly rebukes him for the shame of this failure given his high position — pride as a negative foil is meaningfully present, though the story's primary focus is on love of God and humility rather than pride per se.	False	high	The story emphasizes humility, devotion, and proper intention in serving God/the king; pride/arrogance as a moral failing is not depicted.	DISAGREE
Maase-Zadikim_0008	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts and praises multiple virtues — selfless love and devotion (the craftsman who sacrifices his wealth purely to serve the king), humility (Zushe's self-deprecation about his own lack of learning), and sincerity/integrity (the moral that speech, thought, and heart must be aligned in Torah and prayer) — making virtue the explicit didactic focus of the narrative.	True	high	Story explicitly illustrates virtues of humility, devotion, and sincere love/service, with R' Zusha's parable framed as moral instruction (mussar) about proper worship.	AGREE
Maase-Zadikim_0008	folkloristics:story_type_virtues	folkloristics	high	The story centrally depicts and praises specific virtues — wholehearted love of God (דביקות/אהבה), humility, and sincerity between thought and speech — through both the framing narrative of Zusha and Elimelech and the embedded parable of the devoted craftsman, making virtue exemplification the explicit didactic core of the story.	True	high	The story illustrates R. Zusha's humility and burning love/devotion to God, and through his parable teaches his brother Elimelech the virtue of mindful service — clearly a virtue-illustration tale about tzaddikim.	AGREE
Maase-Zadikim_0008	social:inter_hasidic	social	high	The story centrally depicts the relationship between two Hasidic masters, R. Zusha and R. Elimelech (brothers), their connection to the Maggid of Mezeritch's circle, and Elimelech's recruitment into the Hasidic fellowship — all core inter-Hasidic social dynamics.	False	high	The story is about two brothers (R. Elimelech and R. Zusha) and their path to the Maggid of Mezritch; it does not depict interactions or relations between different Hasidic courts/groups.	DISAGREE
Maase-Zadikim_0010	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts and teaches the virtue of humility (ענווה): Rabbi Shmelke rehearses receiving honor precisely to guard against pride, and explicitly expounds on humility as a moral imperative — virtue is not incidental but the story's entire focus.	True	high	The story explicitly illustrates the virtue of humility, with the rabbi guarding himself against pride upon receiving honor.	AGREE
Maase-Zadikim_0015	ethics-and-emotions:lust	ethics-and-emotions	high	"The story's central moral drama explicitly revolves around the innkeeper's confession of forbidden sexual relations ('ביאות האסורות', 'נשג""ז') with non-Jewish women, producing illegitimate children — sexual transgression/lust is not incidental but the entire plot's driving sin."	True	high	The story centers on the innkeeper's sin of forbidden sexual relations (ביאות אסורות, נשג״ז) producing mamzerim, making lust/desire central to the narrative.	AGREE
Maase-Zadikim_0015	ethics-and-emotions:punishment	ethics-and-emotions	high	The story explicitly depicts a heavenly court issuing a verdict (פסק דין) that the innkeeper's two illegitimate children must be killed immediately as a consequence of his sin, and this punishment is carried out — making punishment a central, not incidental, element of the narrative.	True	high	The sinner dies in the cold as atonement, and his two mamzer children are killed by Heavenly decree as punishment/tikkun for his sin.	AGREE
Maase-Zadikim_0015	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts multiple virtues — the avrech's faithfulness, humility, and wholehearted devotion (תמימות בעבודה) as explicitly praised by the Rebbe, as well as the innkeeper's sincere contrition and self-sacrifice in repentance, making virtuous character the moral backbone of the narrative.	False	medium	Story centers on a specific sin (forbidden relations) and repentance/teshuvah rather than illustrating a general virtue.	DISAGREE
Maase-Zadikim_0015	experience:enthusiasm	experience	high	The story explicitly states the avrech taught Reshit Chokhmah daily 'בהתלהבות גדול' (with great enthusiasm/fervor), and this ardor is what causes the innkeeper's heart to catch fire (לבו בערה בקרבו כאש) — enthusiasm is a central, plot-driving element, not incidental.	True	high	The story explicitly describes the avrekh teaching Reshit Chochmah 'b'hitlahavut gadol' (with great enthusiasm/fervor), directly depicting religious enthusiasm.	AGREE
Maase-Zadikim_0015	folkloristics:story_type_virtues	folkloristics	medium	The story centrally showcases the virtue of the avrech's תמימות (sincere, selfless devotion to God), which the rebbe explicitly identifies as the enabling condition for the innkeeper's repentance, making virtue exemplification a primary narrative function.	True	high	The story showcases the tzaddik's prophetic insight and his disciple's piety/humility, illustrating virtues of faith and spiritual discernment central to the tzaddik's greatness.	AGREE
Maase-Zadikim_0015	knowledge:esoteric	knowledge	medium	The rebbe reveals hidden knowledge of supernal proceedings — the soul's inability to ascend, the heavenly court's decree regarding the mamzerim, and the kabbalistic concept of the 'shoresh ha-elyon' — making esoteric knowledge of the upper worlds a genuine and substantive element of the narrative, not merely incidental.	False	medium	Story centers on repentance, mussar (Reshit Chochmah), and posthumous judgment of mamzerim; no kabbalistic/esoteric doctrine taught to initiates.	DISAGREE
Maase-Zadikim_0015	social:relations_with_non_hasidim	social	high	The plot centers on a Hasidic avrech living in and teaching the household of a non-Hasidic innkeeper, whose interaction with the Hasid's Torah learning directly drives the innkeeper's repentance — making the Hasid/non-Hasid relationship structurally central to the story.	True	medium	The story involves non-Jews (the two gentile children/ערלים killed in the forest) as integral to the plot's resolution regarding the baal teshuva's mamzerim.	AGREE
Maase-Zadikim_0016	characters-and-roles:hidden_righteous	characters-and-roles	high	The story explicitly states that Rabbi Pinchas of Korets had not yet been publicly revealed ('עדיין טרם התגלות הרב הקדוש'), depicts him living in poverty and obscurity, and shows the Hasid recognizing his hidden greatness through his conduct alone — a classic hidden-righteous (nistar) scenario.	False	high	Story features known revealed tzaddikim (Shpoler Zeide, R. Pinchas of Koretz); no hidden/nistar righteous figure depicted.	DISAGREE
Maase-Zadikim_0016	ethics-and-emotions:charity	ethics-and-emotions	high	Charity is a central and plot-driving element: the Hasid lavishly provisions the impoverished Rabbi Pinchas of Koretz with all Passover needs (flour, meat, wine, furniture, clothing) explicitly as a meritorious act (זכות המצוה), and this act of giving directly triggers the miraculous oath and the blessing of a son.	True	high	The wealthy Hasid provides extensive charity to the impoverished Rabbi Pinchas of Koretz — paying for all Passover necessities, furniture, clothing, and wine — which is the pivotal act of tzedakah enabling the miracle.	AGREE
Maase-Zadikim_0016	ethics-and-emotions:fear	ethics-and-emotions	medium	The story explicitly states that Rabbi Pinchas of Korets feared (מיראתו) that poverty before Passover would force him to neglect Torah study, making fear a genuine though not central element of the narrative.	True	medium	The tzaddik of Shpole warns the hasid 'your end will be bitter' and the hasid presses on despite fear; the tzaddik of Korets shows concern/fear (נאנח מיראתו) about bittul Torah, depicting fear of sin.	AGREE
Maase-Zadikim_0016	ethics-and-emotions:sadness	ethics-and-emotions	high	The story explicitly depicts the Hasid's deep, ongoing sadness over his childlessness ('מיצר בכל יום') and his departure 'ברוב יגון ואנחה' (in great grief and sighing) after the Shpoler Zeyde's oath, with near-despair ('כמעט אמר נואש') — sadness is a central, sustained element of the narrative.	False	high	Story centers on childlessness, an oath, and rivalry between tzaddikim; sadness/melancholy as a spiritual theme is not depicted.	DISAGREE
Maase-Zadikim_0016	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts multiple virtues — the hasid's generous, anonymous charity toward R. Pinchas before Passover, his steadfast trust (bitachon), and above all R. Pinchas's integrity (never having sworn even a truthful oath), which is explicitly the decisive virtue invoked by the heavenly court to uphold his blessing.	False	medium	The story centers on a tzaddik's oath, miraculous childbearing, and warning against pressing tzaddikim, not on illustrating a general virtue.	DISAGREE
Maase-Zadikim_0016	experience:devekut	experience	high	The story explicitly depicts the Shpola Zeide in a state of devekut — 'והוא היה דבוק ברעיונותיו בדברים עליונים' (he was cleaving in his thoughts to supernal matters) — which is narratively central: the Hasid's interruption of this state directly triggers the curse, driving the entire plot.	False	medium	The story mentions Rabbi Pinchas being absorbed in elevated thoughts and rising to great levels during the seder, but these are brief incidental mentions rather than a depicted experience of devekut.	DISAGREE
Maase-Zadikim_0016	experience:enthusiasm	experience	high	The story explicitly depicts R. Pinchas of Koretz recounting the Exodus at the Seder 'בשמחה ובהתלהבות גדול' (with great joy and enthusiasm/fervor), rising to exalted spiritual levels — a direct, central portrayal of enthusiasm rather than an incidental mention.	True	high	Rabbi Pinchas of Koretz recounts the Exodus 'בשמחה ובהתלהבות גדול' (with great joy and hitlahavut), explicitly depicting religious enthusiasm.	AGREE
Maase-Zadikim_0016	experience:revelation	experience	medium	The story culminates in the Rizhiner Rebbe disclosing what transpired in the heavenly court (פמליא של מעלה) — including the celestial deliberation and verdict over competing oaths — which constitutes a revelation of hidden heavenly proceedings, though it is narrated retrospectively rather than depicted as a direct visionary experience.	False	medium	The story features tzaddikim's oaths, heavenly court deliberation, and miraculous childbirth, but no character experiences a direct mystical revelation/giluy.	DISAGREE
Maase-Zadikim_0016	folkloristics:story_type_virtues	folkloristics	medium	The story's narrative resolution hinges centrally on R' Pinchas of Korets's specific virtue — having never sworn an oath even truthfully — which the heavenly court upholds over the Shpola Zeyde's curse, making virtuous character the structural pivot of the tale, not merely incidental.	True	high	Story showcases the tzaddikim's virtues—Shpoler Zeide's outreach to sinners, R. Pinchas of Koretz's humility/poverty/Torah devotion and his never having sworn falsely—as the moral point.	AGREE
Maase-Zadikim_0016	social:conflict	social	high	The story centrally depicts an interpersonal conflict between a Hasid and the Shpoler Zeyde — the Hasid persistently pressures his rebbe against the rebbe's explicit refusals, earning a curse/oath against him — and concludes with a grave social betrayal when the same Hasid (or his descendant) informs on the Slavuta rebbe's sons to the authorities.	True	high	The story depicts conflict between two tzaddikim (Shpoler Zeyde's oath vs. R. Pinchas of Koretz's counter-oath) requiring a heavenly court ruling, plus the descendant becoming an informer against the Slavita rabbis.	AGREE
Maase-Zadikim_0016	social:relations_with_sinners	social	high	The story explicitly depicts the Shpola Zeyde's defining activity upon arriving in Shpola as engaging with and transforming a city full of Jewish sinners (מחוטאי ישראל, Sabbath desecrators) — bringing them under the wings of the Shekhinah — which is the direct explanation given for his title 'Zeyde,' making this a substantive, not incidental, depiction of a tzaddik's relations with sinners.	True	high	The story explicitly describes Shpoler Zeide arriving in Shpole where the population were sinners (Sabbath desecrators, ignorant of Torah) and his efforts to bring them back under the wings of the Shekhinah, a substantial depiction of a tsadik's relations with sinners.	AGREE
Maase-Zadikim_0016	supernatural:miracle	supernatural	high	The story's central event is a miraculous conception: Rabbi Pinchas of Koretz swears that the childless hasid's wife will bear a son that year, overturning the Shpola Zeyde's oath of barrenness, with a heavenly court adjudicating between the two oaths — and the child is indeed born, a direct supernatural miracle.	True	high	R. Pinchas of Koretz swears the childless Hasid will have a son that year, and indeed a son is born — a discrete miraculous intervention overriding a prior decree.	AGREE
Maase-Zadikim_0016	supernatural:prognostication	supernatural	high	The Karetz rebbe swears an oath-prediction that the Hasid's wife will bear a son that very year, and it comes true — a central, explicit act of supernatural prognostication by a tzaddik.	True	high	R. Pinchas of Koretz swears the childless Hasid will have a son that year, and the prediction comes true.	AGREE
Maase-Zadikim_0016	times:birth	times	high	The birth of a son (בן זכר) is the central outcome of the entire narrative — the childless follower's plea, the Shpoler Zeyde's oath, Rabbi Pinchas's counter-oath, and the heavenly court's verdict all culminate in the explicit statement that the man's wife bore him a son that year.	True	high	The story depicts the miraculous birth of a son to a childless Hasid through the tzaddik's intervention/vow.	AGREE
Maase-Zadikim_0017	social:inter_hasidic_master_disciple_relationship	social	medium	The story depicts Rabbi Pinchas of Koretz being questioned by followers ('רבים וכן שלימים') about his prayer practice and delivering a Hasidic teaching in response — a classic master-disciple exchange — though the questioners are not explicitly labeled as disciples.	False	high	Story describes R. Pinchas of Koretz's prayer practice and his teaching to questioners about devekut; no master-disciple relationship between hasidic masters is depicted.	DISAGREE
Maase-Zadikim_0018	ethics-and-emotions:prohibitions	ethics-and-emotions	medium	The innkeeper explicitly organizes his entire daily behavior around avoiding מעילה (sacrilege/misappropriation of consecrated funds) in his partnership with God — standing alone at the tavern all day and refusing to let family members touch the divine share — making the prohibition of me'ilah a structurally significant, though secondary, element of the story.	False	high	The story centers on trust in God and a hidden tzaddik's merit through bitachon; no religious prohibition is violated or invoked.	DISAGREE
Maase-Zadikim_0018	social:poverty	social	medium	Poverty is concretely depicted as the central crisis of the story's climactic episode — the innkeeper has lost all his wealth, not a single coin remains, and his family is described as faint with hunger ('נפשינו העטופים ברעב') — though it serves as a backdrop for demonstrating extraordinary trust in God (bitachon) rather than being the story's primary focus.	True	high	The innkeeper's story centrally features episodes of destitution—losing all his money, unable to pay rent, family pressed by hunger—as the backdrop for his trust in God.	AGREE
Maase-Zadikim_0018	social:relations_with_non_hasidim	social	high	The story's central plot is the Apter Rebbe (a leading Hasidic figure) deliberately visiting and investigating a non-Hasidic Jewish innkeeper whose miraculous powers he cannot explain, culminating in the Rebbe validating the man's simple faith to his Hasidic followers — a sustained, substantive depiction of a Hasidic-non-Hasidic encounter.	False	high	Story concerns a hidden tzaddik innkeeper and the Rebbe of Apta; brief mention of a non-Jewish lord/officer is incidental, not a substantive depiction of relations with non-hasidim.	DISAGREE
Maase-Zadikim_0018	supernatural:communicating_with_the_invisible	supernatural	medium	The innkeeper's pivotal scene involves directly addressing God aloud in an open field, proposing a business partnership and receiving an immediate material divine response (a coin appearing in his pocket), which constitutes explicit two-way communication with the invisible — though the framing is prayer/bitachon rather than mystical or visionary contact.	False	high	The story is about trust in God and his hidden powers; no communication with angels, souls, or heavenly voices is depicted.	DISAGREE
Maase-Zadikim_0019	experience:revelation	experience	high	The story explicitly states that the Shekhinah's voice knocked on the rabbi and woke him at midnight each night ('קול השכינה הי' דופק בו והעירה אותו משינתו'), a direct depiction of divine revelation experienced by the tzaddik.	False	high	The story depicts the tzaddik's pious habits (greeting first, rising at midnight) being tested, not a mystical revelation or giluy experienced by a character.	DISAGREE
Maase-Zadikim_0025	characters-and-roles:hidden_righteous	characters-and-roles	high	The story's central dramatic irony is that the traveler unknowingly lodges with the very rebbe he was sent to find, who serves him anonymously and intercedes on his behalf without revealing his identity — a textbook depiction of a hidden righteous figure (nistar).	True	high	The tzaddik of Sasiv conceals his identity, serving the guest as an innkeeper while secretly effecting the miraculous birth — a clear hidden-righteous motif.	AGREE
Maase-Zadikim_0032	ethics-and-emotions:shame	ethics-and-emotions	high	Shame is central to the story: the rabbi publicly shames the woman by calling her a sinner, and her rebuttal explicitly invokes shame ('שלא יתביישו מלשוב אליו') as the theological reason God conceals sins — making shame both an enacted experience and the story's core moral theme.	True	high	The woman explicitly invokes shame (שלא יתביישו מלשוב אליו) as central to why God conceals sins, and the rabbi publicly shames her as a זונה before being rebuked.	AGREE
Maase-Zadikim_0034	ethics-and-emotions:awe	ethics-and-emotions	high	Rabbi Shalom is explicitly described as greatly marveling ('ויתפלא מאוד') at the holiness of the Streliski Rebbe upon witnessing his ruach hakodesh — knowing the precise halakhic deliberation in Rabbi Shalom's mind during prayer — which is a direct depiction of awe.	True	high	The story depicts religious awe of the tzaddik—R. Shalom hesitates over halakhic rules of standing near one's rabbi during prayer and is astonished by the Strelisker's ruach hakodesh, leading him to accept him as rebbe.	AGREE
Mifalot-HaZadikim_0001	supernatural:miracle	supernatural	high	The Rebbe explicitly perceives the truth of the woman's story 'ברוח קדשו' (through his holy spirit) and then delivers a minutely accurate prophecy of future events (the king's behavior, the chess game, the exact sequence of signs), which all come to pass exactly as foretold — a clear depiction of miraculous clairvoyance/prophetic foresight.	True	high	R. Yaakov Shimshon of Shpitivka perceives by ruach hakodesh that the king is her husband and predicts precise future events that come true, constituting a discrete miraculous intervention enabling her release.	AGREE
Mifalot-HaZadikim_0006	characters-and-roles:hidden_righteous	characters-and-roles	high	The narrator's brother is explicitly described as possessing ruach hakodesh from youth, with Elijah the Prophet regularly revealing himself to the brother and learning with him — yet the brother lives quietly managing a tavern with no public spiritual role, making him a classic 'hidden righteous' (nistar) figure whose concealed sanctity is invoked at the story's climax when the narrator blesses the innkeeper 'with the power of my great brother, the man of God.'	True	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.	AGREE
Mifalot-HaZadikim_0006	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	medium	The narrator's older brother is explicitly described as a baal ruach hakodesh to whom Elijah regularly appeared (a tsaddik figure), and his only daughter whose upcoming wedding drives the entire plot is a depicted family member of this tsaddik, making the family of the tsaddik a meaningful narrative element rather than incidental.	True	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.	AGREE
Mifalot-HaZadikim_0006	ethics-and-emotions:humility	ethics-and-emotions	medium	The wealthy inn-keeper is explicitly depicted wearing pauper's clothing, eating only bread and salt, and personally serving guests despite his great riches — a substantive portrayal of humble self-conduct, though the story's primary focus is on the mitzvah of hachnasat orchim rather than humility as such.	False	high	The story centers on hospitality (hachnasat orchim) and the consequences of a blessing, not humility.	DISAGREE
Mifalot-HaZadikim_0006	experience:enthusiasm	experience	high	The innkeeper's ecstatic, boundless joy in fulfilling hachnasat orchim is the story's central motif — repeatedly described as שמחה גדולה/רבה שאין לשער, explicitly compared to Abraham's enthusiasm, and noted as unlike anything the narrator had ever witnessed.	False	high	The story depicts joyful hospitality (hakhnasat orchim) and the host's great gladness in fulfilling the mitzvah, but this is mitzvah-joy/simcha rather than hitlahavut/burning religious fervor.	DISAGREE
Mifalot-HaZadikim_0006	folkloristics:story_type_prognostication	folkloristics	medium	The story contains a clear prognostication element: the narrator (drawing on his holy brother's prophetic authority) blesses the elderly innkeeper that he and his aged wife will embrace a son ('כעת חיה אתה ואשתך חובקים בן'), and this prediction-blessing is explicitly fulfilled, making it a structurally significant foretelling — though the story is primarily framed as a hospitality (hachnasat orchim) exemplum rather than a prognostication tale per se.	True	high	The tzaddik brother's blessing that the childless centenarian couple would have a son comes true ('כעת חיה אתה ואשתך חובקים בן'), driving the narrative.	AGREE
Mifalot-HaZadikim_0006	folkloristics:story_type_rapprochement	folkloristics	medium	The story is structurally built around separations and providential reunions: the narrator-rabbi and his brother part ways at the outset, and the son born from the rabbi's own blessing is then brought by divine providence to the rabbi's very doorstep years later — a classic rapprochement arc — though the reunion/reconciliation is embedded within a broader hospitality and wandering narrative rather than being the sole focus.	False	high	The story centers on hospitality (hakhnasat orhim) and the fate of the host's son; there is no skeptic/outsider being drawn close to a tzaddik or to Hasidism.	DISAGREE
Mifalot-HaZadikim_0006	folkloristics:story_type_virtues	folkloristics	high	The story centrally depicts and praises the virtue of hospitality (hachnasat orchim), explicitly comparing the elderly innkeeper to Abraham and describing his joyful practice of welcoming guests as the defining moral exemplum of the narrative.	False	medium	The story centers on a zealous host (the elderly stranger) practicing hakhnasat orchim — but he is not a tzaddik figure, and the narrative's focus is on the miraculous birth/blessing and the tragic foolish son, not on illustrating a tzaddik's virtues.	DISAGREE
Mifalot-HaZadikim_0006	social:conflict	social	high	The story explicitly depicts a conflict in which Yasilye quarrels with, insults, and curses the Rebbetzin over the size of her charitable gift, after which the students beat him and expel him from the house.	False	medium	The story centers on hospitality, a blessing for a child, and the child's later degradation; no substantial conflict is depicted beyond a brief scuffle when beggars hit him.	DISAGREE
Mifalot-HaZadikim_0006	social:relations_with_sinners	social	medium	The story explicitly depicts the righteous rabbi encountering Yasileh — a described transgressor who eats forbidden foods, ignores mitzvot, and is ignorant of God — and treats him with dignity (rebuking students who beat him, greeting him, questioning him), constituting a substantive depiction of a righteous figure's relations with a sinner, though the story's primary focus is on hospitality (hachnasat orchim) and the blessing-miracle.	False	high	The story centers on hospitality (hakhnasat orchim), a blessing fulfilled, and the resulting foolish son — it does not depict relations with sinners.	DISAGREE
Mifalot-HaZadikim_0006	social:retrospective_recognition	social	high	The climactic moment of the story is the rabbi's retrospective recognition of Yasileh as the son born from his own blessing to the elderly innkeeper — explicitly connecting the present encounter (a foolish beggar at his door) to a past event, and this recognition drives the narrative's resolution.	True	high	The rabbi only recognizes the foolish beggar Yasile as the son of the pious innkeeper—and the fulfillment of his own blessing—retrospectively when the youth identifies his father.	AGREE
Mifalot-HaZadikim_0006	supernatural:miracle	supernatural	high	The story's central supernatural event is the miraculous birth of a son to a ~90-year-old woman and her ~100-year-old husband following a blessing — an explicit parallel to the Abraham/Sarah narrative — and the brother's ongoing visitations from Elijah the Prophet also constitute supernatural occurrences central to the plot.	True	high	The childless elderly couple (near 100 and 90) miraculously conceive and bear a son following the rabbi's blessing — a discrete supernatural event with clear before/after.	AGREE
Mifalot-HaZadikim_0006	supernatural:prognostication	supernatural	high	The narrator blesses the elderly innkeeper with the words 'כעת חיה אתה ואשתך חובקים בן' (at this time you and your wife will be embracing a son) — a supernatural prediction echoing the biblical annunciation to Sarah — which is explicitly fulfilled when the ninety-year-old wife conceives and bears a son, making this a clear depiction of prognostication.	True	high	The narrator's brother, a tzaddik with ruach hakodesh, blesses the elderly innkeeper that he and his wife will conceive a son 'at this time next year,' and the prediction comes true.	AGREE
Mifalot-HaZadikim_0006	times:birth	times	high	The story explicitly depicts a miraculous birth — an elderly woman (age 90) conceives and bears a son ('ותהר אשתו ותלד לו בן זכר') after the narrator blesses the innkeeper, and the birth celebrations (circumcision feast, naming) are described in detail as a central narrative event.	True	high	The story depicts the miraculous birth of a son (Yosef/Yasile) to the elderly couple (~100 and 90 years old) following the narrator's blessing.	AGREE
Mifalot-HaZadikim_0006	times:death	times	high	The story explicitly depicts the deaths of the old innkeeper and his wife ('ומתה אשתו ב״מ ואח״כ מת הזקן בעצמו ז״ל'), leaving their son an orphan.	True	high	The story explicitly depicts the deaths of the elderly host's wife and then the elderly host himself.	AGREE
Mifalot-HaZadikim_0007	characters-and-roles:hidden_righteous	characters-and-roles	high	The shochet of Abachav appears to be an ordinary ritual slaughterer, but R' Mordechai of Chernobyl reveals through spiritual discernment that he is extraordinarily righteous — unseen by R' Yehoshua — declaring that the Messiah himself will eat from his slaughter, a classic hidden-tzaddik (nistar) disclosure.	False	high	Story features two named, publicly known tzaddikim (R. Mordechai of Chernobyl and R. Yehoshua the Maggid); no hidden/nistar character appears.	DISAGREE
Mifalot-HaZadikim_0007	characters-and-roles:preacher	characters-and-roles	high	Rabbi Yehoshua is explicitly and repeatedly titled 'המגיד' (the preacher/maggid) and is one of the two central characters driving the entire narrative.	True	high	R. Yehoshua is explicitly identified as 'המגיד' (the maggid/preacher) of Vasilkov, appearing as a distinct character alongside R. Mordechai of Chernobyl.	AGREE
Mifalot-HaZadikim_0007	ethics-and-emotions:fear	ethics-and-emotions	medium	Rabbi Yehoshua experiences genuine fear/distress (ויצר לו מאוד) at being forced to stay and eat from the shochet's slaughter he deemed unfit — so acute that he prayed to fall ill to avoid the meal, constituting a depicted emotional state of fear (of transgression), not merely incidental.	False	high	Story concerns a shochet's qualifications and a tzaddik's spiritual perception; no character experiences fear.	DISAGREE
Mifalot-HaZadikim_0007	ethics-and-emotions:prohibitions	ethics-and-emotions	high	The story revolves centrally around the prohibition of eating non-kosher (treif) meat: Rabbi Yehoshua doubts the shochet's knife, refuses to eat from his slaughter, and even prays to fall ill in order to avoid transgressing this prohibition — which is only resolved when Rabbi Mordechai vouches for the shochet's kashrus.	False	high	Story concerns kashrut/shechita competence and a tzaddik's spiritual perception of a slaughterer's piety; no prohibition is violated or commanded against.	DISAGREE
Mifalot-HaZadikim_0007	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts multiple virtues in action: the shochet's humility and diligence in repeatedly returning to improve his craft, Rabbi Yehoshua's compassionate discretion in feigning illness rather than exposing the shochet's deficiency publicly (protecting his livelihood), his deference and reverence toward Rabbi Mordechai, and ultimately his humble acceptance of a higher authority's ruling over his own judgment.	False	medium	Story centers on shechita expertise and tzaddikim's spiritual discernment, not on illustrating a general virtue.	DISAGREE
Mifalot-HaZadikim_0007	folkloristics:story_type_advent	folkloristics	medium	The unexpected arrival of R. Mordechai of Chernobyl at Abachov is the narrative pivot that forces R. Yehoshua to remain, leads to the Shabbat gathering, and triggers the climactic revelation about the shochet — making the advent of the visiting tzadik structurally central to the story.	False	high	Story is about a shochet's knife/qualification dispute between two tzaddikim, not a neutral character's first discovery of a tzaddik.	DISAGREE
Mifalot-HaZadikim_0007	social:inter_hasidic	social	high	The story centrally depicts a direct encounter between two named Hasidic masters — R' Mordechai of Chernobyl and R' Yehoshua the Maggid of Vasilkov — who meet in the town of Abakhov, share Shabbat meals together, and interact in a way that explicitly involves one (R' Mordechai) overriding the other's halakhic judgment about the local shochet.	True	high	The story centrally depicts interaction between two Hasidic tzaddikim (R. Mordechai of Chernobyl and R. Yehoshua the Maggid), with one deferring to the other's judgment on the shochet.	AGREE
Mifalot-HaZadikim_0007	social:retrospective_recognition	social	medium	The shochet who was twice rejected as unfit by R. Yehoshua is retrospectively recognized as exceptionally righteous and kosher by R. Mordechai of Chernobyl — explicitly reversing the prior negative judgment in a public, social setting.	False	high	The story is about evaluating a shochet's kashrut via spiritual perception, not about retrospectively recognizing a person's identity or hidden righteousness.	DISAGREE
