div - xml:id	Edition	unique	Story	full tag	top-tag	sub-tag	women-in-story
	Mifalot-HaZadikim		Mifalot-HaZadikim_0050	ethics-and-emotions:sadness	ethics-and-emotions	sadness	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0050	supernatural:perception	supernatural	perception	No Women
Mifalot-HaZadikim_0051	Mifalot-HaZadikim	Mifalot-HaZadikim	Mifalot-HaZadikim_0051	not-a-hasidic-story:sermon	not-a-hasidic-story	sermon	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0051	practice:sermon	practice	sermon	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0051	times:shabbat	times	shabbat	No Women
Mifalot-HaZadikim_0052	Mifalot-HaZadikim	Mifalot-HaZadikim	Mifalot-HaZadikim_0052	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0052	social-relations:conflict	social-relations	conflict	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0052	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
Mifalot-HaZadikim_0053	Mifalot-HaZadikim	Mifalot-HaZadikim	Mifalot-HaZadikim_0053	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0053	supernatural:perception	supernatural	perception	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0053	custom:clothing	custom	clothing	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0053	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0053	supernatural:magic	supernatural	magic	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0053	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Mifalot-HaZadikim_0054	Mifalot-HaZadikim	Mifalot-HaZadikim	Mifalot-HaZadikim_0054	social-relations:conflict	social-relations	conflict	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0054	practice:the_travels_of_the_tsaddik	practice	the_travels_of_the_tsaddik	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0054	characters-and-roles:preacher	characters-and-roles	preacher	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0054	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0054	ethics-and-emotions:pride	ethics-and-emotions	pride	No Women
	Mifalot-HaZadikim		Mifalot-HaZadikim_0054	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
Maase-Zadikim_dikim_0001	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_dikim_0001	supernatural:reincarnation	supernatural	reincarnation	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	practice:study	practice	study	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	ethics-and-emotions:repentance	ethics-and-emotions	repentance	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	ethics-and-emotions:punishment	ethics-and-emotions	punishment	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	social-relations:with_non_hasidim	social-relations	with_non_hasidim	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	supernatural:perception	supernatural	perception	Yes
	Maase-Zadikim		Maase-Zadikim_dikim_0001	ethics-and-emotions:virtues_poverty	ethics-and-emotions	virtues_poverty	Yes
Maase-Zadikim_0002	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0002	not-a-hasidic-story:hagiography	not-a-hasidic-story	hagiography	No Women
	Maase-Zadikim		Maase-Zadikim_0002	social-relations:marriage	social-relations	marriage	No Women
	Maase-Zadikim		Maase-Zadikim_0002	ethics-and-emotions:sadness	ethics-and-emotions	sadness	No Women
	Maase-Zadikim		Maase-Zadikim_0002	ethics-and-emotions:Joy	ethics-and-emotions	Joy	No Women
	Maase-Zadikim		Maase-Zadikim_0002	supernatural:reincarnation	supernatural	reincarnation	No Women
	Maase-Zadikim		Maase-Zadikim_0002	halakhah	halakhah		No Women
	Maase-Zadikim		Maase-Zadikim_0002	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
	Maase-Zadikim		Maase-Zadikim_0002	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Maase-Zadikim		Maase-Zadikim_0002	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0002	spaces:heaven	spaces	heaven	No Women
Maase-Zadikim_0003	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0003	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Maase-Zadikim		Maase-Zadikim_0003	practice:healing	practice	healing	No Women
	Maase-Zadikim		Maase-Zadikim_0003	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Maase-Zadikim		Maase-Zadikim_0003	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	No Women
	Maase-Zadikim		Maase-Zadikim_0003	practice:protection	practice	protection	No Women
	Maase-Zadikim		Maase-Zadikim_0003	folkloristics:story_type_advent	folkloristics	story_type_advent	No Women
	Maase-Zadikim		Maase-Zadikim_0003	practice:solitude	practice	solitude	No Women
	Maase-Zadikim		Maase-Zadikim_0003	supernatural:perception	supernatural	perception	No Women
Maase-Zadikim_0004	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0004	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Maase-Zadikim		Maase-Zadikim_0004	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0004	practice:healing_of_the_soul	practice	healing_of_the_soul	No Women
	Maase-Zadikim		Maase-Zadikim_0004	halakhah:prayer	halakhah	prayer	No Women
	Maase-Zadikim		Maase-Zadikim_0004	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Maase-Zadikim		Maase-Zadikim_0004	social-relations:retrospective_recognition	social-relations	retrospective_recognition	No Women
	Maase-Zadikim		Maase-Zadikim_0004	experience:mystical	experience	mystical	No Women
Maase-Zadikim_0005	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0005	ethics-and-emotions:Joy	ethics-and-emotions	Joy	Yes
	Maase-Zadikim		Maase-Zadikim_0005	ethics-and-emotions:sadness	ethics-and-emotions	sadness	Yes
	Maase-Zadikim		Maase-Zadikim_0005	practice:protection	practice	protection	Yes
	Maase-Zadikim		Maase-Zadikim_0005	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_0005	times:holidays	times	holidays	Yes
	Maase-Zadikim		Maase-Zadikim_0005	spaces:the_land_of_israel	spaces	the_land_of_israel	Yes
	Maase-Zadikim		Maase-Zadikim_0005	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0005	experience:journey_to_heaven	experience	journey_to_heaven	Yes
	Maase-Zadikim		Maase-Zadikim_0005	halakhah:prayer	halakhah	prayer	Yes
	Maase-Zadikim		Maase-Zadikim_0005	social-relations:with_non_jews	social-relations	with_non_jews	Yes
	Maase-Zadikim		Maase-Zadikim_0005	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	Yes
	Maase-Zadikim		Maase-Zadikim_0005	experience:enthusiasm	experience	enthusiasm	Yes
	Maase-Zadikim		Maase-Zadikim_0005	practice:drinking_alcohol	practice	drinking_alcohol	Yes
Maase-Zadikim_0006	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0006	supernatural:perception	supernatural	perception	Yes
	Maase-Zadikim		Maase-Zadikim_0006	practice:protection	practice	protection	Yes
	Maase-Zadikim		Maase-Zadikim_0006	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Maase-Zadikim		Maase-Zadikim_0006	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_0006	ethics-and-emotions:repentance	ethics-and-emotions	repentance	Yes
	Maase-Zadikim		Maase-Zadikim_0006	social-relations:with_non_jews	social-relations	with_non_jews	Yes
	Maase-Zadikim		Maase-Zadikim_0006	practice:redemption_of_captives	practice	redemption_of_captives	Yes
	Maase-Zadikim		Maase-Zadikim_0006	ethics-and-emotions:resisting_temptation	ethics-and-emotions	resisting_temptation	Yes
	Maase-Zadikim		Maase-Zadikim_0006	ethics-and-emotions:lust	ethics-and-emotions	lust	Yes
	Maase-Zadikim		Maase-Zadikim_0006	characters-and-roles:hidden_righteous	characters-and-roles	hidden_righteous	Yes
	Maase-Zadikim		Maase-Zadikim_0006	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	Yes
Maase-Zadikim_0007	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0007	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	Yes
	Maase-Zadikim		Maase-Zadikim_0007	experience:mystical	experience	mystical	Yes
	Maase-Zadikim		Maase-Zadikim_0007	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:study	practice	study	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:travel_to_other_tsaddik	practice	travel_to_other_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0007	social-relations:inter_hasidic	social-relations	inter_hasidic	Yes
	Maase-Zadikim		Maase-Zadikim_0007	social-relations:inter_hasidic_conflict_between_tsaddikim	social-relations	inter_hasidic_conflict_between_tsaddikim	Yes
	Maase-Zadikim		Maase-Zadikim_0007	supernatural:perception	supernatural	perception	Yes
	Maase-Zadikim		Maase-Zadikim_0007	experience:devekut	experience	devekut	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:devekut	practice	devekut	Yes
	Maase-Zadikim		Maase-Zadikim_0007	kabbalah:kabbalistic_terms_yihudim	kabbalah	kabbalistic_terms_yihudim	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:meditation	practice	meditation	Yes
	Maase-Zadikim		Maase-Zadikim_0007	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	light_or_fire_as_a_sign_of_righteousness	Yes
	Maase-Zadikim		Maase-Zadikim_0007	ethics-and-emotions:anger	ethics-and-emotions	anger	Yes
	Maase-Zadikim		Maase-Zadikim_0007	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_0007	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0007	practice:tvilah	practice	tvilah	Yes
	Maase-Zadikim		Maase-Zadikim_0007	halakhah:circumcision	halakhah	circumcision	Yes
	Maase-Zadikim		Maase-Zadikim_0007	experience:enthusiasm	experience	enthusiasm	Yes
Maase-Zadikim_0008	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0008	experience:devekut	experience	devekut	No Women
	Maase-Zadikim		Maase-Zadikim_0008	practice:devekut	practice	devekut	No Women
	Maase-Zadikim		Maase-Zadikim_0008	experience:enthusiasm	experience	enthusiasm	No Women
	Maase-Zadikim		Maase-Zadikim_0008	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0008	practice:storytelling	practice	storytelling	No Women
	Maase-Zadikim		Maase-Zadikim_0008	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Maase-Zadikim		Maase-Zadikim_0008	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0008	folkloristics:story_type_parable	folkloristics	story_type_parable	No Women
	Maase-Zadikim		Maase-Zadikim_0008	practice:study	practice	study	No Women
Maase-Zadikim_0009	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0009	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0009	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0009	practice:sermon	practice	sermon	No Women
	Maase-Zadikim		Maase-Zadikim_0009	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Maase-Zadikim		Maase-Zadikim_0009	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Maase-Zadikim		Maase-Zadikim_0009	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0009	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0009	practice:study	practice	study	No Women
	Maase-Zadikim		Maase-Zadikim_0009	supernatural:perception	supernatural	perception	No Women
Maase-Zadikim_0010	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0010	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0010	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Maase-Zadikim		Maase-Zadikim_0010	ethics-and-emotions:pride	ethics-and-emotions	pride	No Women
	Maase-Zadikim		Maase-Zadikim_0010	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Maase-Zadikim_0011	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0011	practice:study	practice	study	No Women
	Maase-Zadikim		Maase-Zadikim_0011	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0011	social-relations:conflict	social-relations	conflict	No Women
	Maase-Zadikim		Maase-Zadikim_0011	practice:asceticism	practice	asceticism	No Women
	Maase-Zadikim		Maase-Zadikim_0011	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0011	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Maase-Zadikim		Maase-Zadikim_0011	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
Maase-Zadikim_0012	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0012	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Maase-Zadikim		Maase-Zadikim_0012	social-relations:inter_hasidic_conflict_between_tsaddikim	social-relations	inter_hasidic_conflict_between_tsaddikim	No Women
	Maase-Zadikim		Maase-Zadikim_0012	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0012	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	No Women
	Maase-Zadikim		Maase-Zadikim_0012	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0012	practice:travel_to_other_tsaddik	practice	travel_to_other_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0012	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0012	ethics-and-emotions:awe	ethics-and-emotions	awe	No Women
	Maase-Zadikim		Maase-Zadikim_0012	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Maase-Zadikim		Maase-Zadikim_0012	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
	Maase-Zadikim		Maase-Zadikim_0012	practice:fasting	practice	fasting	No Women
	Maase-Zadikim		Maase-Zadikim_0012	practice:asceticism	practice	asceticism	No Women
Maase-Zadikim_0013	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0013	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0013	ethics-and-emotions:awe	ethics-and-emotions	awe	No Women
	Maase-Zadikim		Maase-Zadikim_0013	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Maase-Zadikim		Maase-Zadikim_0013	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
Maase-Zadikim_0014	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0014	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0014	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0014	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Maase-Zadikim		Maase-Zadikim_0014	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0014	practice:coping_with_alien_thoughts	practice	coping_with_alien_thoughts	No Women
	Maase-Zadikim		Maase-Zadikim_0014	ethics-and-emotions:repentance	ethics-and-emotions	repentance	No Women
	Maase-Zadikim		Maase-Zadikim_0014	practice:torat_ha_tsaddik	practice	torat_ha_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0014	practice:healing_of_the_soul	practice	healing_of_the_soul	No Women
	Maase-Zadikim		Maase-Zadikim_0014	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0014	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0014	experience:enthusiasm	experience	enthusiasm	No Women
Maase-Zadikim_0015	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0015	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0015	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0015	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0015	ethics-and-emotions:repentance	ethics-and-emotions	repentance	No Women
	Maase-Zadikim		Maase-Zadikim_0015	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Maase-Zadikim		Maase-Zadikim_0015	ethics-and-emotions:sadness	ethics-and-emotions	sadness	No Women
	Maase-Zadikim		Maase-Zadikim_0015	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0015	supernatural:prognostication	supernatural	prognostication	No Women
	Maase-Zadikim		Maase-Zadikim_0015	ethics-and-emotions:adultery	ethics-and-emotions	adultery	No Women
	Maase-Zadikim		Maase-Zadikim_0015	practice:study	practice	study	No Women
	Maase-Zadikim		Maase-Zadikim_0015	spaces:heaven	spaces	heaven	No Women
	Maase-Zadikim		Maase-Zadikim_0015	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
	Maase-Zadikim		Maase-Zadikim_0015	social-relations:with_non_jews	social-relations	with_non_jews	No Women
Maase-Zadikim_0016	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0016	practice:storytelling	practice	storytelling	Yes
	Maase-Zadikim		Maase-Zadikim_0016	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Maase-Zadikim		Maase-Zadikim_0016	social-relations:inter_hasidic	social-relations	inter_hasidic	Yes
	Maase-Zadikim		Maase-Zadikim_0016	social-relations:disobedience	social-relations	disobedience	Yes
	Maase-Zadikim		Maase-Zadikim_0016	ethics-and-emotions:anger	ethics-and-emotions	anger	Yes
	Maase-Zadikim		Maase-Zadikim_0016	supernatural:pregnancy	supernatural	pregnancy	Yes
	Maase-Zadikim		Maase-Zadikim_0016	ethics-and-emotions:punishment	ethics-and-emotions	punishment	Yes
	Maase-Zadikim		Maase-Zadikim_0016	ethics-and-emotions:virtues_poverty	ethics-and-emotions	virtues_poverty	Yes
	Maase-Zadikim		Maase-Zadikim_0016	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_0016	characters-and-roles:tsaddik_wife	characters-and-roles	tsaddik_wife	Yes
	Maase-Zadikim		Maase-Zadikim_0016	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0016	times:holidays	times	holidays	Yes
	Maase-Zadikim		Maase-Zadikim_0016	practice:study	practice	study	Yes
	Maase-Zadikim		Maase-Zadikim_0016	spaces:heaven	spaces	heaven	Yes
	Maase-Zadikim		Maase-Zadikim_0016	ethics-and-emotions:Joy	ethics-and-emotions	Joy	Yes
Maase-Zadikim_0017	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0017	practice:devekut	practice	devekut	No Women
	Maase-Zadikim		Maase-Zadikim_0017	experience:devekut	experience	devekut	No Women
	Maase-Zadikim		Maase-Zadikim_0017	halakhah:prayer	halakhah	prayer	No Women
Maase-Zadikim_0018	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0018	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0018	supernatural:magic	supernatural	magic	No Women
	Maase-Zadikim		Maase-Zadikim_0018	practice:healing	practice	healing	No Women
	Maase-Zadikim		Maase-Zadikim_0018	halakhah:prayer	halakhah	prayer	No Women
	Maase-Zadikim		Maase-Zadikim_0018	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
	Maase-Zadikim		Maase-Zadikim_0018	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
Maase-Zadikim_0019	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0019	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0019	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0019	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
Maase-Zadikim_0020	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0020	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Maase-Zadikim		Maase-Zadikim_0020	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Maase-Zadikim		Maase-Zadikim_0020	times:shabbat	times	shabbat	No Women
	Maase-Zadikim		Maase-Zadikim_0020	practice:protection	practice	protection	No Women
	Maase-Zadikim		Maase-Zadikim_0020	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0020	halakhah:prayer	halakhah	prayer	No Women
Maase-Zadikim_0021	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0021	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0021	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Maase-Zadikim		Maase-Zadikim_0021	halakhah	halakhah		No Women
Maase-Zadikim_0022	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0022	times:holidays	times	holidays	No Women
	Maase-Zadikim		Maase-Zadikim_0022	halakhah:prayer	halakhah	prayer	No Women
	Maase-Zadikim		Maase-Zadikim_0022	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
Maase-Zadikim_0023	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0023	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0023	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
Maase-Zadikim_0024	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0024	not-a-hasidic-story:sermon	not-a-hasidic-story	sermon	No Women
	Maase-Zadikim		Maase-Zadikim_0024	not-a-hasidic-story:virtues	not-a-hasidic-story	virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0024	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0024	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0024	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
Maase-Zadikim_0025	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0025	supernatural:perception	supernatural	perception	No Women
	Maase-Zadikim		Maase-Zadikim_0025	practice:healing	practice	healing	No Women
	Maase-Zadikim		Maase-Zadikim_0025	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
Maase-Zadikim_0026	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0026	times:death	times	death	No Women
	Maase-Zadikim		Maase-Zadikim_0026	practice:travel_to_other_tsaddik	practice	travel_to_other_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0026	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Maase-Zadikim		Maase-Zadikim_0026	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0026	supernatural:prognostication	supernatural	prognostication	No Women
	Maase-Zadikim		Maase-Zadikim_0026	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
Maase-Zadikim_0027	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0027	practice:dance	practice	dance	No Women
	Maase-Zadikim		Maase-Zadikim_0027	practice:healing	practice	healing	No Women
	Maase-Zadikim		Maase-Zadikim_0027	kabbalah:kabbalistic_terms_yihudim	kabbalah	kabbalistic_terms_yihudim	No Women
	Maase-Zadikim		Maase-Zadikim_0027	practice:meditation	practice	meditation	No Women
	Maase-Zadikim		Maase-Zadikim_0027	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	light_or_fire_as_a_sign_of_righteousness	No Women
	Maase-Zadikim		Maase-Zadikim_0027	times:shabbat	times	shabbat	No Women
Maase-Zadikim_0028	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0028	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Maase-Zadikim		Maase-Zadikim_0028	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	Yes
	Maase-Zadikim		Maase-Zadikim_0028	supernatural:perception	supernatural	perception	Yes
	Maase-Zadikim		Maase-Zadikim_0028	Women in Story	women	Women in Story	Yes
	Maase-Zadikim		Maase-Zadikim_0028	halakhah:prayer	halakhah	prayer	Yes
Maase-Zadikim_0029	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0029	practice:healing	practice	healing	No Women
	Maase-Zadikim		Maase-Zadikim_0029	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
Maase-Zadikim_0030	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0030	social-relations:conflict	social-relations	conflict	No Women
	Maase-Zadikim		Maase-Zadikim_0030	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
	Maase-Zadikim		Maase-Zadikim_0030	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Maase-Zadikim		Maase-Zadikim_0030	ethics-and-emotions:pride	ethics-and-emotions	pride	No Women
	Maase-Zadikim		Maase-Zadikim_0030	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Maase-Zadikim_0031	Maase-Zadikim	Maase-Zadikim	Maase-Zadikim_0031	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Maase-Zadikim		Maase-Zadikim_0031	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Maase-Zadikim		Maase-Zadikim_0031	times:death	times	death	No Women
	Maase-Zadikim		Maase-Zadikim_0031	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Maase-Zadikim		Maase-Zadikim_0031	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
