"action"	"text"	"original_label"	"corrected_label"	"start"	"end"	"source_file"	"context_before"	"context_after"	"context_containing"
"added"	"דראהביטש"	""	"GPE"	"29565"	"29573"	"Peulat-Hatzadikim.xml"	"אנן. ונפטר הק׳ ביום הצום בתשעה באב ביום
					שהוכפלו בו צרות לישראל בשנת תקע״ה לפ״ק וד׳ ב״ה ברוב רחמיו
					יגאלנו ויקבצנו במהרה בימינו אמן :
				
				Peulat-Hatzadikim_0031

					הה""ק ר׳ יצחק מ"	"ז״ל
				
				
					אמר כשאני רוצה לנסוע על הדרך להוכיח את בני ישראל ולקבל
					גלות ולהעלות נשמות ישראל אזי היצה״ר בא אלי ואומר לי
					 למה תיסע על הדרך שיהי׳ לך ביטול תורה ותפלה ותתבזה"	"מדראהביטש"
"removed"	"ישראל"	"GPE"	""	"29636"	"29641"	"Peulat-Hatzadikim.xml"	"גדולה בעבודה ותחנונים ומסירת נפש על
					לובליןהגאולה. אולם בעונותינו הרבים שאין הדור הי' ראוי לכך לא בא בן דוד
					ואכתי עבדי אחשודוש אנן. ונפטר הק׳ ביום הצום בתשעה באב ביום
					שהוכפלו בו צרות ל"	"בשנת תקע״ה לפ״ק וד׳ ב״ה ברוב רחמיו
					יגאלנו ויקבצנו במהרה בימינו אמן :
				
				Peulat-Hatzadikim_0031

					הה""ק ר׳ יצחק מדראהביטש ז״ל
				
				
					אמר כשאני רוצה לנסוע על הדרך להוכיח את בני"	""
"removed"	"ישראל"	"GPE"	""	"29672"	"29677"	"Peulat-Hatzadikim.xml"	"גדולה בעבודה ותחנונים ומסירת נפש על
					לובליןהגאולה. אולם בעונותינו הרבים שאין הדור הי' ראוי לכך לא בא בן דוד
					ואכתי עבדי אחשודוש אנן. ונפטר הק׳ ביום הצום בתשעה באב ביום
					שהוכפלו בו צרות ל"	"בשנת תקע״ה לפ״ק וד׳ ב״ה ברוב רחמיו
					יגאלנו ויקבצנו במהרה בימינו אמן :
				
				Peulat-Hatzadikim_0031

					הה""ק ר׳ יצחק מדראהביטש ז״ל
				
				
					אמר כשאני רוצה לנסוע על הדרך להוכיח את בני"	""
"removed"	"׳"	"PER"	""	"29736"	"29737"	"Peulat-Hatzadikim.xml"	"בנודע ומפורסם לבל שהיה
					להרב הק׳ מ ז""ל יגיעה גדולה בעבודה ותחנונים ומסירת נפש על
					לובליןהגאולה. אולם בעונותינו הרבים שאין הדור הי' ראוי לכך לא בא בן דוד
					ואכתי עבדי אחשודוש אנן. ונפטר הק"	"ביום הצום בתשעה באב ביום
					שהוכפלו בו צרות לישראל בשנת תקע״ה לפ״ק וד׳ ב״ה ברוב רחמיו
					יגאלנו ויקבצנו במהרה בימינו אמן :
				
				Peulat-Hatzadikim_0031

					הה""ק ר׳ יצחק מדראהביטש"	"לך ביטול"
"removed"	"יצחק הלרי איש הורוויץ"	"PER"	""	"30035"	"30056"	"Peulat-Hatzadikim.xml"	"רק
					בשביל ממון שאני צריך ואז תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳"	"ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳"	""
"added"	"יצחק הלרי"	""	"PER"	"30035"	"30044"	"Peulat-Hatzadikim.xml"	"רק
					בשביל ממון שאני צריך ואז תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳"	"איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳"	""
"added"	"הורוויץ"	""	"PER"	"30049"	"30056"	"Peulat-Hatzadikim.xml"	"ממון שאני צריך ואז תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳ יצחק הלרי איש"	"ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳"	""
"added"	"אה״ו"	""	"ORG"	"30067"	"30071"	"Peulat-Hatzadikim.xml"	"תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק"	".
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳ ותבעוהו לדין"	"אה״ו."
"added"	"יוקל"	""	"PER"	"30146"	"30150"	"Peulat-Hatzadikim.xml"	"והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳"	"הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳ ותבעוהו לדין והלוח השיב
					שפרע ופסק הגאון ר׳ יצחק הלוי הנ״ל ז״ל שישבעו שבועת"	""
"added"	"הורוויטץ"	""	"PER"	"30161"	"30169"	"Peulat-Hatzadikim.xml"	"ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל"	"זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳ ותבעוהו לדין והלוח השיב
					שפרע ופסק הגאון ר׳ יצחק הלוי הנ״ל ז״ל שישבעו שבועת המשנה
					ויטלו והדיין ר׳"	""
"removed"	"איציקל דראביטשער"	"PER"	""	"30190"	"30206"	"Peulat-Hatzadikim.xml"	"ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳"	"אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳ ותבעוהו לדין והלוח השיב
					שפרע ופסק הגאון ר׳ יצחק הלוי הנ״ל ז״ל שישבעו שבועת המשנה
					ויטלו והדיין ר׳ איציקל הנ״ל אמר לו שהמת עומד לפנינו ומבקש"	""
"added"	"איציקל"	""	"PER"	"30190"	"30196"	"Peulat-Hatzadikim.xml"	"ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳"	"דראביטשער אז דיין
					והי׳ ד״ת שיורשים הי׳ להם שט״ח על א׳ ותבעוהו לדין והלוח השיב
					שפרע ופסק הגאון ר׳ יצחק הלוי הנ״ל ז״ל שישבעו שבועת המשנה
					ויטלו והדיין ר׳ איציקל הנ״ל אמר לו שהמת עומד"	""
"removed"	"ר"	"PER"	""	"30377"	"30378"	"Peulat-Hatzadikim.xml"	"ומפיל עלי עצלות גדול שלא ליסע ואני משיב לו הנני נוסע רק
					בשביל ממון שאני צריך ואז תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש"	"ק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳ יצחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל."	"אמר"
"removed"	"י"	"PER"	""	"30395"	"30396"	"Peulat-Hatzadikim.xml"	"רק
					בשביל ממון שאני צריך ואז תיכף יאמר לי שאסע לשלום וכשאני בא
					לאיזה מקום אזי אני משליך לגמרי ענינים החיצונים והלבוש ואני מבקש
					רק הפנימיות
				
				Peulat-Hatzadikim_0032

					הה""ג ר׳"	"צחק הלרי איש הורוויץ ז""ל אבד״ק אה״ו.
				
				
					הרב ר׳ יצחק הלוי הנ""ל הי׳ מקודם בעיר בראד על מקום אביו ר׳ יוקל
					הנ״ל הורוויטץ זצ״ל. והי׳ הקדוש ר׳ איציקל דראביטשער אז דיין
					והי׳ ד״ת"	"לפנינו"
"added"	"ר״י"	""	"PER"	"30465"	"30468"	"Peulat-Hatzadikim.xml"	"והלוח השיב
					שפרע ופסק הגאון ר׳ יצחק הלוי הנ״ל ז״ל שישבעו שבועת המשנה
					ויטלו והדיין ר׳ איציקל הנ״ל אמר לו שהמת עומד לפנינו ומבקש מאתנו
					לקרוע השט״ח שנפרע להיות תיקון לנשמתו ולא רצה הרב"	"להאמין
					אז גילה הדיין עיני הרב ר׳ יצחק הלוי וירא את המת עומד לבקש על
					נפשו ועכ״ז אמר הגאון הנ״ל שאיני משגיח ע״ז ואין משגיחין בב״ק כי
					לא בשמים היא והשביעם שבועת המשנה וכתב הפ״ד להיורשים"	""
"removed"	"א׳"	"PER"	""	"31784"	"31786"	"Peulat-Hatzadikim.xml"	"האלו ובעבירות הוא להיפוך אם האדם זוברם ומקיים וחטאתי
					נגדי תמיד אזי הקב״ה שובחם ולהיפוך אם האדם שובחם ואין משים על
					לבו אזי הקב״ה זוברם:
				
				Peulat-Hatzadikim_0034

					פ״א נתן לו חסיד"	"קוויטיל פ״ג בנהוג אמר לו הה״ק אתה נותן לי
					בעת קוויטיל עם פ״ג בחשבך שאני גיטער יוד מה אעשה בעלמא
					דאתי באשר יתודע לך שאינני גיטער יוד אנח אקח שמה להחזיר לך
					פריך אם תתבע ממני בפרט שאבי"	""
"removed"	"קוויטיל"	"PER"	""	"31787"	"31794"	"Peulat-Hatzadikim.xml"	"ובעבירות הוא להיפוך אם האדם זוברם ומקיים וחטאתי
					נגדי תמיד אזי הקב״ה שובחם ולהיפוך אם האדם שובחם ואין משים על
					לבו אזי הקב״ה זוברם:
				
				Peulat-Hatzadikim_0034

					פ״א נתן לו חסיד א׳"	"פ״ג בנהוג אמר לו הה״ק אתה נותן לי
					בעת קוויטיל עם פ״ג בחשבך שאני גיטער יוד מה אעשה בעלמא
					דאתי באשר יתודע לך שאינני גיטער יוד אנח אקח שמה להחזיר לך
					פריך אם תתבע ממני בפרט שאבי בעצמי"	""
"added"	"ענהות"	""	"GPE"	"32084"	"32089"	"Peulat-Hatzadikim.xml"	"באשר יתודע לך שאינני גיטער יוד אנח אקח שמה להחזיר לך
					פריך אם תתבע ממני בפרט שאבי בעצמי יודע ועד שאינני גיטער
					יוד ואיך אקח ממך פ״נ אבל הענין הוא כך בי ירמי׳ הנביא קלל אנשי"	"הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן
					לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישראל כל
					בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא הי' ראוים להושע
					באין"	""
"removed"	"ישראל"	"GPE"	""	"32201"	"32206"	"Peulat-Hatzadikim.xml"	"גיטער
					יוד ואיך אקח ממך פ״נ אבל הענין הוא כך בי ירמי׳ הנביא קלל אנשי
					ענהות הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן
					לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא"	"כל
					בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא הי' ראוים להושע
					באין אופן ע״פ משפט התורה לפי שורת הדין רק לפנים משוה״ד ממדה
					וחנותי את אשר אחון אעפ""י שאינו הגון. והנה באתערותא דלתהא"	""
"added"	"ענחות"	""	"GPE"	"32251"	"32256"	"Peulat-Hatzadikim.xml"	"כך בי ירמי׳ הנביא קלל אנשי
					ענהות הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן
					לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישראל כל
					בך אבל הענין הוא כי ירמי׳ ראה שאנשי"	"לא הי' ראוים להושע
					באין אופן ע״פ משפט התורה לפי שורת הדין רק לפנים משוה״ד ממדה
					וחנותי את אשר אחון אעפ""י שאינו הגון. והנה באתערותא דלתהא אהער
					עובדא דלעילא וצריך האדם לעשות למטה איזה"	""
"removed"	"תורה"	"WOA"	""	"32301"	"32305"	"Peulat-Hatzadikim.xml"	"אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן
					לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישראל כל
					בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא הי' ראוים להושע
					באין אופן ע״פ משפט ה"	"לפי שורת הדין רק לפנים משוה״ד ממדה
					וחנותי את אשר אחון אעפ""י שאינו הגון. והנה באתערותא דלתהא אהער
					עובדא דלעילא וצריך האדם לעשות למטה איזה עובדא בזה היינו
					בשנותן צדקה למטה לשאינו הגון"	"התורה"
"removed"	"ירמי׳ הנביא"	"PER"	""	"32582"	"32593"	"Peulat-Hatzadikim.xml"	"והנה באתערותא דלתהא אהער
					עובדא דלעילא וצריך האדם לעשות למטה איזה עובדא בזה היינו
					בשנותן צדקה למטה לשאינו הגון אז מרחמין עליו מן השמים מדה ב״מ
					אף שגם הוא אינו הגון וראוי לבך כזה שהתפלל"	"על אנשי
					 יזדמן להם אנשים שאינם הגונים ועי""ז יושעו גם המה מהיבל
					ענתותוהנותי וכו׳ אע״פ שאינם הגונים וסיים הה״ק ז״ל ובהיום שאתה נותן לי
					פ״ג שאני באמת איני הגון הנה מהראוי שהוושע מהיבל"	""
"added"	"ירמי׳"	""	"PER"	"32582"	"32587"	"Peulat-Hatzadikim.xml"	"ועד שאינני גיטער
					יוד ואיך אקח ממך פ״נ אבל הענין הוא כך בי ירמי׳ הנביא קלל אנשי
					ענהות הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן
					לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳"	"שונא ישראל כל
					בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא הי' ראוים להושע
					באין אופן ע״פ משפט התורה לפי שורת הדין רק לפנים משוה״ד ממדה
					וחנותי את אשר אחון אעפ""י שאינו הגון. והנה"	""
"removed"	"שבת"	"TIMEX"	""	"32942"	"32945"	"Peulat-Hatzadikim.xml"	"שאני באמת איני הגון הנה מהראוי שהוושע מהיבל וחנותי ובו׳ בנ״ל:
				
				Peulat-Hatzadikim_0035

					בעת שהיתה בתו הצדיקת מ׳ הינדא שוכבה על ערשה וקודם פטירתה
					שאל כמעט בכל רגע על מעמדה ומצבה וב"	"האחרון למחלתה
					הלך אחר מוסף לבקרה וצוה לכל העומדים שם לצאת וסגר א״ע עמה
					ביחוד ואח״ב יצא ולא אמר אגיטען שבת בנהוג ולא שאל עלי עוד כל
					השבת והיא נפטרה באותו יום ד״ל והי׳ זה בשבת לפני"	"ובשבת"
"removed"	"שבת"	"TIMEX"	""	"33058"	"33061"	"Peulat-Hatzadikim.xml"	"שאני באמת איני הגון הנה מהראוי שהוושע מהיבל וחנותי ובו׳ בנ״ל:
				
				Peulat-Hatzadikim_0035

					בעת שהיתה בתו הצדיקת מ׳ הינדא שוכבה על ערשה וקודם פטירתה
					שאל כמעט בכל רגע על מעמדה ומצבה וב"	"האחרון למחלתה
					הלך אחר מוסף לבקרה וצוה לכל העומדים שם לצאת וסגר א״ע עמה
					ביחוד ואח״ב יצא ולא אמר אגיטען שבת בנהוג ולא שאל עלי עוד כל
					השבת והיא נפטרה באותו יום ד״ל והי׳ זה בשבת לפני"	""
"removed"	"שבת"	"TIMEX"	""	"33093"	"33096"	"Peulat-Hatzadikim.xml"	"שאני באמת איני הגון הנה מהראוי שהוושע מהיבל וחנותי ובו׳ בנ״ל:
				
				Peulat-Hatzadikim_0035

					בעת שהיתה בתו הצדיקת מ׳ הינדא שוכבה על ערשה וקודם פטירתה
					שאל כמעט בכל רגע על מעמדה ומצבה וב"	"האחרון למחלתה
					הלך אחר מוסף לבקרה וצוה לכל העומדים שם לצאת וסגר א״ע עמה
					ביחוד ואח״ב יצא ולא אמר אגיטען שבת בנהוג ולא שאל עלי עוד כל
					השבת והיא נפטרה באותו יום ד״ל והי׳ זה בשבת לפני"	"השבת"
"removed"	"שבת"	"TIMEX"	""	"33131"	"33134"	"Peulat-Hatzadikim.xml"	"שאני באמת איני הגון הנה מהראוי שהוושע מהיבל וחנותי ובו׳ בנ״ל:
				
				Peulat-Hatzadikim_0035

					בעת שהיתה בתו הצדיקת מ׳ הינדא שוכבה על ערשה וקודם פטירתה
					שאל כמעט בכל רגע על מעמדה ומצבה וב"	"האחרון למחלתה
					הלך אחר מוסף לבקרה וצוה לכל העומדים שם לצאת וסגר א״ע עמה
					ביחוד ואח״ב יצא ולא אמר אגיטען שבת בנהוג ולא שאל עלי עוד כל
					השבת והיא נפטרה באותו יום ד״ל והי׳ זה בשבת לפני"	"בשבת"
"removed"	"פין"	"PER"	""	"33381"	"33384"	"Peulat-Hatzadikim.xml"	"שסגר עמה עד ליל א׳ דסובות בבואו לתוך
					הסובה בשמחה רבה בדרכו בקודש לנשק כל הדפנות וכל מקום מהסוכה
					בבואו לשם בליל ראשון ואז תיכף אחר בציעת הפת פתח ואמר בזה״ל
					לאזען מיר דערציילין אביסיל"	"אינזער טאבטיר הינדא ע""ה ווען מיד
					זענין שבת אין דער פדיא אריין גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט"	""
"removed"	"שבת"	"TIMEX"	""	"33429"	"33432"	"Peulat-Hatzadikim.xml"	"הצדיקת מ׳ הינדא שוכבה על ערשה וקודם פטירתה
					שאל כמעט בכל רגע על מעמדה ומצבה ובשבת האחרון למחלתה
					הלך אחר מוסף לבקרה וצוה לכל העומדים שם לצאת וסגר א״ע עמה
					ביחוד ואח״ב יצא ולא אמר אגיטען"	"בנהוג ולא שאל עלי עוד כל
					השבת והיא נפטרה באותו יום ד״ל והי׳ זה בשבת לפני סליחות ולא נודע
					לשום איש מה הענין ההוא שסגר עמה עד ליל א׳ דסובות בבואו לתוך
					הסובה בשמחה רבה בדרכו בקודש לנשק"	""
"removed"	"מיר"	"PER"	""	"33466"	"33469"	"Peulat-Hatzadikim.xml"	"איש מה הענין ההוא שסגר עמה עד ליל א׳ דסובות בבואו לתוך
					הסובה בשמחה רבה בדרכו בקודש לנשק כל הדפנות וכל מקום מהסוכה
					בבואו לשם בליל ראשון ואז תיכף אחר בציעת הפת פתח ואמר בזה״ל
					לאזען"	"דערציילין אביסיל פין אינזער טאבטיר הינדא ע""ה ווען מיד
					זענין שבת אין דער פדיא אריין גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט"	""
"removed"	"שבת"	"TIMEX"	""	"33540"	"33543"	"Peulat-Hatzadikim.xml"	"בשמחה רבה בדרכו בקודש לנשק כל הדפנות וכל מקום מהסוכה
					בבואו לשם בליל ראשון ואז תיכף אחר בציעת הפת פתח ואמר בזה״ל
					לאזען מיר דערציילין אביסיל פין אינזער טאבטיר הינדא ע""ה ווען מיד
					זענין"	"אין דער פדיא אריין גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט גיפרענט
				
				
					אויף
				
				
					הה""ק מראזלא ז״ל
				
				
					אויף"	""
"removed"	"מראזלא"	"PER"	""	"33597"	"33603"	"Peulat-Hatzadikim.xml"	"הינדא ע""ה ווען מיד
					זענין שבת אין דער פדיא אריין גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט גיפרענט
				
				
					אויף
				
				
					הה""ק"	"ז״ל
				
				
					אויף איחר האבין מיר זיך בארעכינט אינזער צער וועלין מיר שאחן
					מקבל זיין באהבה נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר"	""
"added"	"ראזלא"	""	"GPE"	"33598"	"33603"	"Peulat-Hatzadikim.xml"	"הינדא ע""ה ווען מיד
					זענין שבת אין דער פדיא אריין גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט גיפרענט
				
				
					אויף
				
				
					הה""ק מ"	"ז״ל
				
				
					אויף איחר האבין מיר זיך בארעכינט אינזער צער וועלין מיר שאחן
					מקבל זיין באהבה נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר"	"מראזלא"
"removed"	"ארעכינט"	"GPE"	""	"33648"	"33655"	"Peulat-Hatzadikim.xml"	"גיקימען האבען מיר שאהן געזעהין וויא
					אזוי דיא זאך בעשטייט אסימן האבין מיר שוין גאנץ שבת נישט גיפרענט
				
				
					אויף
				
				
					הה""ק מראזלא ז״ל
				
				
					אויף איחר האבין מיר זיך ב"	"אינזער צער וועלין מיר שאחן
					מקבל זיין באהבה נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר ווערין אז
					דער גילדינער שטערין אין היינט אוים"	"בארעכינט"
"removed"	"משה ליב מסאסיב"	"PER"	""	"33902"	"33916"	"Peulat-Hatzadikim.xml"	"נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר ווערין אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין דאם התקשרות
					עם נכד הרבי ר׳"	"ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם אלישע
					 ויסגור הדלת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות כמו"	""
"added"	"משה ליב"	""	"PER"	"33902"	"33909"	"Peulat-Hatzadikim.xml"	"נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר ווערין אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין דאם התקשרות
					עם נכד הרבי ר׳"	"מסאסיב ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם אלישע
					 ויסגור הדלת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות"	""
"added"	"סאסיב"	""	"GPE"	"33911"	"33916"	"Peulat-Hatzadikim.xml"	"וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר ווערין אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין דאם התקשרות
					עם נכד הרבי ר׳ משה ליב מ"	"ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם אלישע
					 ויסגור הדלת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות כמו"	"מסאסיב"
"removed"	"אלישע הנביא האט גיקענט"	"PER"	""	"34008"	"34030"	"Peulat-Hatzadikim.xml"	"אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין דאם התקשרות
					עם נכד הרבי ר׳ משה ליב מסאסיב ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם"	"ת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות כמו אלישע ובא אלינו חותני מורי ורבי ואמר
					לנו כלך מדרך זה כי הוא ענין מסוכן ואח״כ פתח הרב לומר תורה
					ע״פ ואורח"	"אלישע
					 ויסגור הדלת"
"added"	"אלישע"	""	"PER"	"34008"	"34013"	"Peulat-Hatzadikim.xml"	"אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין דאם התקשרות
					עם נכד הרבי ר׳ משה ליב מסאסיב ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם"	"ויסגור הדלת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות כמו אלישע ובא אלינו חותני מורי ורבי ואמר
					לנו כלך מדרך זה כי הוא ענין מסוכן ואח״כ פתח הרב לומר תורה"	""
"removed"	"תורה"	"WOA"	""	"34208"	"34212"	"Peulat-Hatzadikim.xml"	"ויסגור הדלת וישם פיו על פיו וכו' וע״כ סגרתי
					הנביא האט גיקענטהדלה והי׳ ברצוננו לעשות כמו אלישע ובא אלינו חותני מורי ורבי ואמר
					לנו כלך מדרך זה כי הוא ענין מסוכן ואח״כ פתח הרב לומר"	"ע״פ ואורח צדיקים כאור נוגה :
				
				Peulat-Hatzadikim_0036

					שאל אותו הגאון ר׳ ענזיל מסטריא ז״ל ואמר לו כמדומה לי אשר
					הנהגת רעבישקייט להיות גיטער יוד הוא תאוה כמו כל"	""
"removed"	"ד"	"MISC"	""	"34229"	"34230"	"Peulat-Hatzadikim.xml"	"מיר שאחן
					מקבל זיין באהבה נאר וואם וועלין מיר טיהן מיט דעם צער פין דעם
					שווער דער רבי אז ער וועט אויף יענעם עולם גיוואהר ווערין אז
					דער גילדינער שטערין אין היינט אוים גיריסין גיווארין"	"אם התקשרות
					עם נכד הרבי ר׳ משה ליב מסאסיב ז״ל (כי בעלה היה גבר הקדוש
					הנ״ל) האבין מיר זיך מיישב גיוועזין מיר קענען דען נישט וואם אלישע
					 ויסגור הדלת וישם פיו על פיו וכו' וע״כ"	"צדיקים"
