story_id	edition	claude_category	claude_collective	claude_confidence	claude_reasoning	gemini_category	gemini_collective	gemini_confidence	gemini_reasoning	agreement	human_category	human_collective	run_timestamp	criteria_hash
Mifalot-HaZadikim_0017	Mifalot-HaZadikim	minor-character	False	medium	The wife is a present, active character in the depicted scene — she manages the household, sells milk, allocates food to each child, and her predicament with the dead cow is the immediate context for the miracle — but the story's central action (the rabbi reviving the cow) belongs entirely to the male protagonist. She does more than a mere mention but is not the catalyst in the full sense, as the story's focus is on displaying the rabbi's hidden saintly power rather than on her suffering as the driving reason for the narrative.					partial	minor-character	False	2026-05-07T13:14:11Z	b29ac49a
Mifalot-HaZadikim_0018	Mifalot-HaZadikim	mention-only	False	medium	The story takes place in the 'ezrat nashim' (women's section) and the Samael later disguises himself as a peddler of women's cosmetics heading to the Besht's household, but no individual woman acts, speaks, or appears as a character. Women are referenced only as context (the space, the household members who are warned not to take anything), functioning as backdrop rather than active characters.					partial	no-women	False	2026-05-07T13:14:15Z	b29ac49a
Mifalot-HaZadikim_0019	Mifalot-HaZadikim	mention-only	False	high	The only woman referenced is 'שרה' (Sarah), appearing solely as part of the Baal Shem Tov's name/signature on the amulets ('ישראל בן שרה בעש״ט'), not as a character who acts or appears in any depicted scene. The entire story concerns the contest between two male figures, Rabbi Yitzchak of Drohbitch and the Besht.					partial	no-women	False	2026-05-07T13:14:20Z	b29ac49a
Mifalot-HaZadikim_0020	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters (the rabbi, the wealthy man, the townspeople) and concerns building a mikveh; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:14:22Z	b29ac49a
Mifalot-HaZadikim_0021	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters — R' Menachem Mendel, R' Baruch of Mezhbizh, R' Avraham of Khmelnik, and an unnamed Jewish merchant — with no women referenced at all.					partial	no-women	False	2026-05-07T13:14:25Z	b29ac49a
Mifalot-HaZadikim_0023	Mifalot-HaZadikim	minor-character	False	medium	The wife ('Babe') appears as a character in depicted scenes — she buys geese, complains about the demons, and is carried on her husband's back while in labor — but the story's main thrust is the rebbe's account of extreme poverty and his own actions/decisions. She acts and speaks but the narrative centers on R' Leib's experiences, making her a minor rather than catalyst character, though the borderline with catalyst is close given her labor situation drives the climactic episode.					partial	minor-character	False	2026-05-07T13:14:30Z	b29ac49a
Mifalot-HaZadikim_0024	Mifalot-HaZadikim	minor-character	False	high	A woman from the household comes to the rabbi with her son and speaks to him, explaining why her son was not circumcised — she acts and speaks in a depicted scene. However, she is a supporting figure in a story primarily about Rabbi Aharon Moshe's prophetic vision and his exchange with the Rabbi of Apta.					partial	minor-character	False	2026-05-07T13:14:34Z	b29ac49a
Mifalot-HaZadikim_0025	Mifalot-HaZadikim	mention-only	False	medium	The story references the man's wife (his 'zogati') and a non-Jewish woman with whom he sinned, but neither appears as a character in any depicted scene — the wife is mentioned only as the object of his hatred and reason for abandonment, and the non-Jewish woman is referenced only as the occasion of his sin. No woman acts, speaks, or is present in a depicted scene.					partial	no-women	False	2026-05-07T13:14:38Z	b29ac49a
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	no-women	False	high	The story features only male characters throughout — the Rizhiner Rebbe, the poor man, the hidden observer, R' Moshe Shtagel, and the Maggid of Kozhnitz — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:14:42Z	b29ac49a
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	major-character	False	medium	The woman Sarah (the Besht's former servant) appears at the climax and delivers the key speech explaining the entire plot — her past suffering (being struck by the Rebbetzin) and her subsequent orchestration of the Shabbat-violation episode as atonement. Without her testimony and agency, the story has no resolution or meaning. However, the Rebbetzin (the Besht's wife) is also referenced as having struck her, making her a minor catalyst; the main woman driver is Sarah, whose revealed agency shapes the entire narrative's resolution.					partial	minor-character	False	2026-05-07T13:14:48Z	b29ac49a
Mifalot-HaZadikim_0028	Mifalot-HaZadikim	major-character	False	high	The noblewoman (מטרוניתא) is an active driver of the plot: she commands her servants to seize the rabbi, places him in her carriage, initiates and sustains the temptation for hours, and ultimately throws him out — her decisions and actions shape every stage of the encounter.					partial	major-character	False	2026-05-07T13:14:51Z	b29ac49a
Mifalot-HaZadikim_0029	Mifalot-HaZadikim	minor-character	False	high	The innkeeper woman actively appears in the depicted scene — she enters, is described as adorned and naked, speaks/pleads with the rabbi, and then dies dramatically as a result of his reading. She is a present, active character in the scene, not merely referenced, though the story's hero and main agent is the rabbi.					partial	major-character	False	2026-05-07T13:14:54Z	b29ac49a
Mifalot-HaZadikim_0031	Mifalot-HaZadikim	no-women	False	high	The text is a kabbalistic/liturgical commentary on the Kiddush Levana prayer, discussing divine names and mystical interpretations. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:14:59Z	b29ac49a
Mifalot-HaZadikim_0032	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical interpretation of a biblical verse involving wordplay and acronyms, with no women referenced in any capacity.					partial	no-women	False	2026-05-07T13:15:03Z	b29ac49a
Mifalot-HaZadikim_0033	Mifalot-HaZadikim	no-women	False	high	The text is entirely a homiletical/legal discussion about the Temple, repentance, and redemption, with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:05Z	b29ac49a
Mifalot-HaZadikim_0034	Mifalot-HaZadikim	no-women	False	high	The text is a Torah commentary on Balaam's blessing, discussing repentance and God's relationship with Israel. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:08Z	b29ac49a
Mifalot-HaZadikim_0035	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical commentary on a Psalm verse discussing prayer, Temple service, and sacrifices. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:11Z	b29ac49a
Mifalot-HaZadikim_0036	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical Torah commentary on a verse from Psalms, discussing themes of livelihood and divine service. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:15:14Z	b29ac49a
Mifalot-HaZadikim_0038	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical interpretation of a biblical verse about rising from bed for prayer, with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:15:17Z	b29ac49a
Mifalot-HaZadikim_0039	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical teaching on Deuteronomy with no mention of any women, individually or collectively.					partial	no-women	False	2026-05-07T13:15:20Z	b29ac49a
Mifalot-HaZadikim_0040	Mifalot-HaZadikim	no-women	False	high	The text is a homiletical teaching about prayer and the creation of worlds through devout worship, with no mention or reference to any women whatsoever.					partial	no-women	False	2026-05-07T13:15:22Z	b29ac49a
Mifalot-HaZadikim_0041	Mifalot-HaZadikim	no-women	False	high	The text is a kabbalistic/linguistic discussion about the Aramaic translation of the words 'echad' and 'Shabbat' with no women referenced in any way.					partial	no-women	False	2026-05-07T13:15:34Z	b29ac49a
Mifalot-HaZadikim_0042	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters (Rabbi Aaron of Karlin, two male disciples, and references to Joseph and his brothers). The phrase 'אוי לאם שלכם' (woe to your mother) is a rhetorical exclamation, not a reference to any woman as a character or even a meaningful mention.					partial	no-women	False	2026-05-07T13:15:38Z	b29ac49a
Mifalot-HaZadikim_0043	Mifalot-HaZadikim	no-women	False	high	The text is a eulogy delivered by Rabbi Shlomo of Karlin for his teacher, analyzing a Rashi commentary about Enoch/Chanoch. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:15:41Z	b29ac49a
Mifalot-HaZadikim_0044	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters — a student, Rabbi Aaron of Karlin, and the Maggid of Mezeritch — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:48Z	b29ac49a
Mifalot-HaZadikim_0045	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters — the Rebbe R' Elimelech, a peasant father-in-law, and his scholar son-in-law — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:51Z	b29ac49a
Mifalot-HaZadikim_0046	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters — the young scholar (son-in-law), his father-in-law, and the Hasidic rebbe — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:15:54Z	b29ac49a
Mifalot-HaZadikim_0047	Mifalot-HaZadikim	no-women	False	high	The story concerns the rabbi's illness and his teachings shared with three male visitors; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:56Z	b29ac49a
Mifalot-HaZadikim_0048	Mifalot-HaZadikim	no-women	False	high	The text is entirely a Torah discourse by R. Shalom of Poribyszcze analyzing a Talmudic passage about suffering and Torah study; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:15:59Z	b29ac49a
Mifalot-HaZadikim_0051	Mifalot-HaZadikim	no-women	False	high	The text is a halakhic teaching about not cutting bread with a knife on Friday morning, with kabbalistic reasoning. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:16:02Z	b29ac49a
Mifalot-HaZadikim_0052	Mifalot-HaZadikim	no-women	False	high	The story involves a man seeking advice from the rabbi about mockers who distract him from his religious service; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:16:05Z	b29ac49a
Mifalot-HaZadikim_0053	Mifalot-HaZadikim	minor-character	False	medium	The woman (the Shunamite woman from the biblical story) appears as an active figure in the rabbinic interpretation being expounded — she deliberately plants impure garments, observes the results, and draws conclusions — giving her a role in the depicted interpretive scene. However, she is a cited exemplum rather than a character in the Hasidic story's own plot, making the tier boundary between mention-only and minor-character genuinely debatable.					partial	no-women	False	2026-05-07T13:16:09Z	b29ac49a
Mifalot-HaZadikim_0054	Mifalot-HaZadikim	no-women	False	high	The story involves only male characters — a traveling preacher, a wealthy host, his sons and sons-in-law, and the Hasidic master R' Nachum of Chernobyl — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:16:13Z	b29ac49a
Peer-MiKdoshim_0001	PeerMikdoshim	catalyst-character	False	high	The woman who lost her 800 reinish is the reason the story is told — her weeping plea before the assembled rabbis triggers the Kaminker Gaon's response and the entire BeSHT tale — but she is passive throughout and the male protagonists (the Gaon, the BeSHT, the rich man from Risha) are the active agents. Without her predicament there is no story, but she does not drive the action herself.					partial	minor-character	False	2026-05-07T13:16:18Z	b29ac49a
Peer-MiKdoshim_0002	PeerMikdoshim	no-women	False	high	The story concerns a young Torah scholar, a king's visit, a falling stone, a death sentence, and a reincarnated soul — no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:16:21Z	b29ac49a
Peer-MiKdoshim_0003	PeerMikdoshim	no-women	False	high	The story involves only male characters — a poor man, the Gaon R' Yeshaya Pinto, and a lord — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:16:24Z	b29ac49a
Peer-MiKdoshim_0004	PeerMikdoshim	catalyst-character	False	medium	The widow (wife of the executed tax-collector) appears as a character who actively comes before the court to claim her ketubah, which sets the legal dispute in motion and ultimately leads the rabbi to his dream-revelation; her situation drives the plot's second half. However, she remains largely passive — a petitioner whose case is adjudicated by men — so the boundary between catalyst-character and minor-character is close.					partial	minor-character	False	2026-05-07T13:16:29Z	b29ac49a
Peer-MiKdoshim_0005	PeerMikdoshim	mention-only	True	medium	The mother of the groom is mentioned as sharing her husband's grief ('ואמו') and women appear collectively among those gathered in the synagogue ('אנשים ונשים וטף'), but no individual woman acts, speaks, or drives any part of the plot. The collective women in the synagogue serve as backdrop, and the mother is referenced only as a grieving relation with no independent presence as a character.					partial	no-women	False	2026-05-07T13:16:33Z	b29ac49a
Peer-MiKdoshim_0006	PeerMikdoshim	catalyst-character	False	medium	The merchant's wife is ill and it is her suffering and her direct instruction to her husband to seek out the Baal Shem Tov that sets the climactic portion of the narrative in motion; without her illness and her plea there is no journey to the Besht. However, she is largely passive and offstage during the central scene, making her a catalyst rather than a major character, though her speaking role ('דברה לו האשה') is notable enough to consider minor-character as well.					partial	minor-character	False	2026-05-07T13:16:39Z	b29ac49a
Peer-MiKdoshim_0007	PeerMikdoshim	no-women	False	high	The story features only male characters throughout — a wealthy skeptic, a Hasid, and the holy rabbi of Lublin — with no women mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:16:44Z	b29ac49a
Peer-MiKdoshim_0008	PeerMikdoshim	no-women	False	high	The story revolves entirely around a male miser from Moldavia, the holy Rebbe R' Meir of Premishlan, Elijah (who appears in male form), and male intermediaries. No women are referenced in any capacity.					partial	no-women	False	2026-05-07T13:16:48Z	b29ac49a
Peer-MiKdoshim_0009	PeerMikdoshim	catalyst-character	False	medium	The daughter of the wealthy man (the agunah) is the central predicament around which the entire story revolves — her abandonment, suffering, false get, and near-bigamous remarriage drive all the action — but she is largely passive and offstage during the key scenes, with the Tzaddik and the men acting as the active agents. She does cry to her father and express her distress, which gives her slightly more presence than a purely offstage catalyst, but the main thrust remains the Tzaddik's intervention, making catalyst-character the best fit over minor-character.					partial	minor-character	False	2026-05-07T13:16:55Z	b29ac49a
Peer-MiKdoshim_0010	PeerMikdoshim	major-character	True	medium	The first wife is a central active character: she resists the rabbi's repeated advances, speaks and argues against impropriety, narrates her ordeal, and her identity and fidelity visibly drive the plot's resolution. However, the rabbi's decisions and actions structure most of the narrative, making this a borderline case between catalyst and major character — her active speech and moral agency tip it to major.					partial	major-character	False	2026-05-07T13:17:02Z	b29ac49a
Peer-MiKdoshim_0011	PeerMikdoshim	catalyst-character	False	medium	The king's daughter is actively present in scenes — she speaks, plots, feigns illness, and pressures her father — which pushes her toward major-character. However, the story's central miraculous outcome (the Gaon's salvation via the mitzvah of the brit milah) is driven entirely by divine providence and the Gaon's own piety, while the daughter's role is primarily that of antagonist whose scheming sets the plot in motion; she does not shape the resolution. The ambiguity between catalyst-character (her predicament/scheming drives the plot) and major-character (she speaks and acts) is real, but since the Gaon remains the active agent of the story's religious meaning and resolution, catalyst-character is the better fit.					partial	major-character	False	2026-05-07T13:17:08Z	b29ac49a
Peer-MiKdoshim_0012	PeerMikdoshim	major-character	False	high	The widow (wife of R' Chaim the wine merchant) is the central active agent: she repeatedly petitions the tzaddik, devises her own schemes, rushes to the cellar, borrows barrels from neighbors, bottles and seals the wine under her late husband's mark, and negotiates the sale — her decisions and actions drive the entire plot from beginning to end.					partial	major-character	False	2026-05-07T13:17:14Z	b29ac49a
Peer-MiKdoshim_0013	PeerMikdoshim	no-women	False	high	The story concerns an evil man who sacrifices his life to perform the single mitzvah of handwashing before eating; no women appear or are referenced in any capacity throughout the narrative.					partial	no-women	False	2026-05-07T13:17:17Z	b29ac49a
Peer-MiKdoshim_0014	PeerMikdoshim	minor-character	False	medium	The innkeeper's wife (זוגתו) appears briefly as an active participant: she speaks, instructs her husband on what requests to make of the Rebbe, and even runs after the wagon to add more requests — she acts and speaks in a depicted scene. However, the story's main thrust (the travelers getting lost, the vidui, the miraculous rescue by the peasant) does not depend on her specifically; she sets up the visit but is not the catalyst for the central plot.					partial	minor-character	False	2026-05-07T13:17:23Z	b29ac49a
Peer-MiKdoshim_0015	PeerMikdoshim	major-character	False	medium	The nobleman's wife actively drives the plot: she demands the expulsion of the Jewish leaseholder, threatens to leave her husband if he refuses, and her pressure directly causes the dispossession that sets the entire story in motion; her husband later confronts her with the consequences of her actions. However, a case for 'catalyst-character' is defensible since the male protagonist (the Tzaddik) and the leaseholder are the primary active agents of resolution.					partial	major-character	False	2026-05-07T13:17:30Z	b29ac49a
Peer-MiKdoshim_0016	PeerMikdoshim	minor-character	False	medium	The eldest daughter acts in the scene—she chases the hen, discovers the hidden treasure, and brings it home—which meaningfully advances the plot's resolution. However, the wife also briefly speaks to determine which daughter will be the bride. Both women act/speak in depicted scenes, though the story's main thrust concerns the father's faith and miraculous providence, making them supporting rather than central characters.					partial	minor-character	False	2026-05-07T13:17:38Z	b29ac49a
Peer-MiKdoshim_0017	PeerMikdoshim	no-women	False	high	The story centers entirely on male characters — the Rebbe of Zidichov, his brother R' Kapili, and the Hasidim — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:17:42Z	b29ac49a
Peer-MiKdoshim_0018	PeerMikdoshim	mention-only	False	high	The innkeeper's wife is referenced twice — once as the source of money and once reacting angrily to his spending — but she does not speak, act in a depicted scene, or shape the plot; she functions purely as contextual background. No woman plays any active or narrative role in the story.					partial	minor-character	False	2026-05-07T13:17:45Z	b29ac49a
Shivhei-Habesht_0001	Shivhei-Habesht	mention-only	False	high	The wife of R. Eliezer is referenced as context (she escaped, became a midwife, and is found alive upon his return) but never appears in a depicted scene, speaks, or acts in a way that drives the plot. She functions purely as background detail establishing the Besht's parents' circumstances.					partial	minor-character	False	2026-05-07T13:17:49Z	b29ac49a
Shivhei-Habesht_0002	Shivhei-Habesht	minor-character	False	medium	Several individual women appear as characters with speech and actions: R' Adam's wife speaks and acts (asks about their poverty, takes and returns a garment); the sister of R' Gershon speaks and decides to accept the match; and the Besht's wife is told the truth and takes an active role in their livelihood. However, none of these women drives the central plot — the story's main thrust concerns R' Adam's miraculous feast, the transmission of the holy writings, and the Besht's development, making the women minor but present characters.					partial	minor-character	False	2026-05-07T13:17:55Z	b29ac49a
Shivhei-Habesht_0003	Shivhei-Habesht	minor-character	False	medium	The Besht's wife appears briefly as a character traveling with him to Brod, and the rabbi's sister (the same woman) speaks when asked where they have been — she acts and speaks in a depicted scene. However, the story's main thrust (the frog/soul episode and the Besht's hidden powers) does not depend on her; she provides context for the Besht's arrival at his brother-in-law's home.					partial	minor-character	False	2026-05-07T13:18:00Z	b29ac49a
Shivhei-Habesht_0004	Shivhei-Habesht	minor-character	False	medium	The Baal Shem Tov's wife appears as an active participant in several scenes — she runs the household, receives guests, answers questions about her husband, and her words and actions help reveal her husband's hidden piety to the visiting student. However, the story's main thrust concerns the Besht's spiritual concealment and eventual revelation, so she functions as a minor character who adds texture rather than driving the core plot.					partial	minor-character	False	2026-05-07T13:18:04Z	b29ac49a
Shivhei-Habesht_0005A	Shivhei-Habesht	no-women	False	high	The story concerns the narrator's father-in-law (a shochet), his relationship with the Baal Shem Tov, and a supernatural incident with a dybbuk/madman — no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:18:08Z	b29ac49a
Shivhei-Habesht_0005B	Shivhei-Habesht	minor-character	False	medium	A possessed/mad woman appears as an active character in a depicted scene — she speaks, reveals secrets, pleads with the Baal Shem Tov, and her exorcism drives a significant episode — but she is ultimately a vehicle for demonstrating the Besht's power rather than a protagonist; the Besht's sister (who refuses to divorce him) is also briefly present but as a minor character. The possessed woman acts and speaks on stage, placing her above mention-only, but the story's main thrust is the Besht's revelation and spiritual development.					partial	minor-character	False	2026-05-07T13:18:14Z	b29ac49a
Shivhei-Habesht_0006	Shivhei-Habesht	minor-character	False	medium	A foreign/non-Jewish woman (נכריות) appears at the end of the story, speaks directly in Russian to the tax-farmer, revealing she is the witch/sorceress behind the spell and acknowledging the Besht's superior power — she acts and speaks in the depicted scene. However, the story's main thrust centers on the Besht's confrontation with and expulsion of the demonic force, so she is a minor rather than major character, though her speech is a meaningful plot element.					partial	no-women	False	2026-05-07T13:18:19Z	b29ac49a
Shivhei-Habesht_0007	Shivhei-Habesht	mention-only	False	high	The innkeeper's wife appears briefly only to check on him and discover he has died — she has no speech, decision, or independent role that shapes the plot. R' Yaakov's own wife is referenced only in passing as someone he was recently widowed from, with no depicted presence.					partial	no-women	False	2026-05-07T13:18:23Z	b29ac49a
Shivhei-Habesht_0008A	Shivhei-Habesht	no-women	False	high	The story involves only male rabbis and the Baal Shem Tov interacting in synagogues and on the road; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:18:25Z	b29ac49a
Shivhei-Habesht_0008B	Shivhei-Habesht	no-women	False	high	The story concerns the Besht, a local rabbi (R. Avraham Podlisker), a doctor, and the narrator's father-in-law; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:18:29Z	b29ac49a
Shivhei-Habesht_0008	Shivhei-Habesht	mention-only	True	high	Women appear only as part of an anonymous collective group ('אנשים ונשים וטף' — men, women, and children) causing a commotion in the courtyard, functioning purely as backdrop scenery with no individual woman acting, speaking, or playing any distinct role. The story centers entirely on the rabbi and the Besht's letter.					partial	no-women	False	2026-05-07T13:18:37Z	b29ac49a
Shivhei-Habesht_0009	Shivhei-Habesht	no-women	False	high	The story involves only male characters (the Baal Shem Tov, R' Gershon, the rabbi of Kutiv, and R' Moshe the av beit din); no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:18:40Z	b29ac49a
Shivhei-Habesht_0010	Shivhei-Habesht	minor-character	False	medium	The wife appears as a character in depicted scenes — she receives her husband's instruction about the flour, discovers and reports that it got wet and leavened, and is the recipient of the holiday clothing — performing small acts that move the narrative forward. However, the story's main thrust (the Besht's trials, Elijah's appearance, the miracles) does not depend on her as a central figure, so she remains a minor rather than catalyst character.					partial	major-character	False	2026-05-07T13:18:44Z	b29ac49a
Shivhei-Habesht_0011	Shivhei-Habesht	no-women	False	high	The story involves only male characters (the Besht, R' Gershon, and a gentile rider) with no women referenced in any way.					partial	no-women	False	2026-05-07T13:18:47Z	b29ac49a
Shivhei-Habesht_0012	Shivhei-Habesht	minor-character	False	high	Chana (the Besht's wife) appears as an active character in the depicted scene: she speaks, answers questions, offers to cook, informs her husband, and later wakes the Besht to revive the fainted R. David — her actions directly advance the narrative. However, the story's main thrust is about R. David's encounter with the Besht and his subsequent discipleship, so she remains a supporting rather than central figure.					partial	minor-character	False	2026-05-07T13:18:51Z	b29ac49a
Shivhei-Habesht_0013	Shivhei-Habesht	no-women	False	high	The story involves only male characters — a wealthy man, a learned tutor, the Besht, and his followers — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:18:56Z	b29ac49a
Shivhei-Habesht_0014	Shivhei-Habesht	catalyst-character	False	high	The merchant's wife is the one who pressures her reluctant husband to visit the Besht on behalf of their missing son — without her insistence the visit never happens and the story has no plot. However, the active agents are her husband (who travels and speaks to the Besht) and the Besht himself (who performs the revelation).					partial	major-character	False	2026-05-07T13:18:59Z	b29ac49a
Shivhei-Habesht_0015	Shivhei-Habesht	no-women	False	high	The entire text concerns the Baal Shem Tov's prayer, trembling, and spiritual experiences, with only male characters (rabbis, cantors, disciples) mentioned throughout. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:19:03Z	b29ac49a
Shivhei-Habesht_0016	Shivhei-Habesht	catalyst-character	False	medium	The deceased's wife is the target of the message about the match — the story's action (sending word to her) revolves around her situation — but she is offstage and passive; the Besht and R' Yosef are the active agents. She could arguably be 'minor-character' since she is addressed at the end, but her predicament (the unsuitable match) is the reason for the dream-mission.					partial	no-women	False	2026-05-07T13:19:07Z	b29ac49a
Shivhei-Habesht_0017	Shivhei-Habesht	mention-only	False	medium	The Baal Shem Tov's wife appears only in a passing reference ('his wife rebuked him for being angry at the guests'), with no depicted scene or direct speech of her own — she functions as contextual background rather than a character with presence. No women appear as active characters in the main narrative.					partial	no-women	False	2026-05-07T13:19:11Z	b29ac49a
Shivhei-Habesht_0018	Shivhei-Habesht	no-women	False	high	The story concerns the Baal Shem Tov's pronouncement about the town of Balte and involves only male figures (rabbis, merchants, non-Jewish traders). No women are referenced in any way.					partial	no-women	False	2026-05-07T13:19:14Z	b29ac49a
Shivhei-Habesht_0019	Shivhei-Habesht	no-women	False	high	The passage describes a war and destruction of towns with no mention of any women, individually or collectively.					partial	no-women	False	2026-05-07T13:19:16Z	b29ac49a
Shivhei-Habesht_0020	Shivhei-Habesht	no-women	False	high	The story involves only male characters (R' Gershon, the Besht, R' Falk) and the souls of the dead; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:19:19Z	b29ac49a
Shivhei-Habesht_0021	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the Baal Shem Tov, the preacher (mokhiakh), the rabbi of Shargorod, and townsmen — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:19:22Z	b29ac49a
Shivhei-Habesht_0022	Shivhei-Habesht	minor-character	False	medium	A single unnamed young woman (the niece/daughter of the rabbi's sister) plays a functional role in the story: she is entrusted with secretly bringing the rabbi his food during his fasts and disposing of the leftovers so no one in the household would know. She acts within the depicted scene and her role is structurally necessary to the fasting narrative, but she is not a main or catalyst figure — the story's core concerns the rabbi's ascetic practice and the Baal Shem Tov's intervention.					partial	no-women	False	2026-05-07T13:19:27Z	b29ac49a
Shivhei-Habesht_0023	Shivhei-Habesht	no-women	False	high	The story concerns the Rabbi of Rashkov, the Besht, and events surrounding a town's decree; no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:19:30Z	b29ac49a
Shivhei-Habesht_0024	Shivhei-Habesht	no-women	False	high	The story is entirely about the rabbi's ritual practices, a military threat, and communal religious life with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:19:33Z	b29ac49a
Shivhei-Habesht_0025	Shivhei-Habesht	no-women	False	high	The passage describes the daily religious practices and habits of Rabbi Mordechai, with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:19:36Z	b29ac49a
Shivhei-Habesht_0026	Shivhei-Habesht	no-women	False	high	The story is entirely about R' Gershon's dangerous immersion at sea and his near-drowning rescue; no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:19:39Z	b29ac49a
Shivhei-Habesht_0027	Shivhei-Habesht	mention-only	False	high	Rabbi Gershon's wife is referenced only as a relational figure whose conjugal relationship is discussed (the vow of abstinence from her, his inability to persuade her about traveling to the Land of Israel), but she does not speak, act, or appear in any depicted scene. She functions purely as contextual background for the story about the Baal Shem Tov and Rabbi Gershon.					partial	no-women	False	2026-05-07T13:19:43Z	b29ac49a
Shivhei-Habesht_0028	Shivhei-Habesht	no-women	False	high	The story involves only male characters (R' Shalem, R' Gershon, R' Leib) and contains no reference to women in any capacity.					partial	no-women	False	2026-05-07T13:19:45Z	b29ac49a
Shivhei-Habesht_0029	Shivhei-Habesht	no-women	False	high	The story involves only male characters — R' Gershon, the Hakham, the congregation, R' Lipman, and the Besht — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:19:49Z	b29ac49a
Shivhei-Habesht_0030	Shivhei-Habesht	major-character	True	medium	R' Gershon's wife is a genuine character who acts, speaks, weeps, and complains — her distress and complaint directly drive the plot. The collective women who composed the mocking song and the individual woman who led the mockery also appear as characters. However, R' Gershon ultimately acts as the miracle-worker, so a case for catalyst-character is defensible; nonetheless, the wife's speech and actions visibly shape the narrative's direction.					partial	major-character	False	2026-05-07T13:19:52Z	b29ac49a
Shivhei-Habesht_0031	Shivhei-Habesht	catalyst-character	False	high	The entire narrative revolves around the sick young daughter of R' Ayzik — her illness, the attempts to cure her, the Besht's prayers on her behalf, and her eventual recovery after giving birth — but she is passive throughout and the active agents are the Besht, R' Ayzik, and the doctors. The doctor's wife (אשת רופא) also appears briefly as a minor acting figure, but the story's core depends on the daughter's predicament.					partial	minor-character	False	2026-05-07T13:19:57Z	b29ac49a
Shivhei-Habesht_0032	Shivhei-Habesht	minor-character	False	high	The Duchess (דוכסה) appears as an active character in the depicted scene — she receives the accusers, decides not to adjudicate without clear proof, and orders her doctor to examine the corpse, thereby steering the plot away from a blood libel. She acts and speaks within the narrative, making her more than a mere mention, though the story's main thrust centers on the Besht's spiritual intervention.					partial	minor-character	False	2026-05-07T13:20:01Z	b29ac49a
Shivhei-Habesht_0033	Shivhei-Habesht	major-character	False	high	The Besht's wife acts, speaks, and makes decisions that visibly shape the entire episode: she initiates the complaint, enters to confront the Besht, then independently reverses her own position upon seeing the holy fire and fetches wine herself, and delivers the final witty rebuke. Her actions and speech drive the narrative from start to finish.					partial	major-character	False	2026-05-07T13:20:05Z	b29ac49a
