story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Mifalot-HaZadikim_0034	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a Torah teaching by R' Baruch of Mezhybizh interpreting Rashi's comment on Balaam's blessing, centered entirely on male figures (Balaam, God, Israel). No women appear in any capacity.	This story is a commentary on a biblical verse and does not mention any women.
Mifalot-HaZadikim_0035	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a homiletical exposition on a verse from Psalms about prayer and Temple sacrifice, with no women characters appearing in any capacity.	This is a theological discussion about the Temple sacrifices and the power of prayer, with no women mentioned or present.
Mifalot-HaZadikim_0036	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	This text is a homiletical interpretation (derush) of a psalm verse, exploring wordplay around God's throne and human livelihood obligations; no women appear in any capacity, and the passing reference to 'בני ביתו' (household members) is abstract and incidental, not a characterization of any woman.	This story contains no mention of women. It discusses the Kabbalistic meanings of a verse.
Mifalot-HaZadikim_0037	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The text is an entirely homiletical teaching by Rabbi Menachem Nachum of Makarov on morning devotion and cleaving to God, using a creative reading of the frog verse (Exodus 8). No women appear in any capacity, named or unnamed.	This is a homiletical teaching referencing a verse. It does not contain any characters, male or female.
Mifalot-HaZadikim_0038	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a homiletical interpretation of the verse about separating challah (חלה), reinterpreting it as instructions for morning worship; no women appear as characters in the narrative. The verse's original agricultural/domestic context is entirely allegorized away, with no female figure mentioned or implied.	The text is about prayer and waking up for divine service, without mention of any women.
Mifalot-HaZadikim_0039	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a homiletical interpretation of a biblical verse about the evil inclination and Israel at Sinai, with no women appearing in any capacity. All characters and references are abstract or male (Israel, God, the evil inclination).	This text does not feature any women; it is a religious interpretation of a verse from Deuteronomy.
Mifalot-HaZadikim_0040	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The passage is entirely a spiritual teaching (Torah) on prayer and the creation of worlds through devotion, attributed to R. Uri of Strelisk. No women appear in any capacity.	This text discusses prayer and the creation of new worlds through devotion; there are no women mentioned.
Mifalot-HaZadikim_0041	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is an entirely theosophical/linguistic discussion about the Aramaic translation of the word 'echad' and its relation to Shabbat, with no women characters, named or unnamed, appearing in any capacity.	This story is about the mystical meaning of the Hebrew letters and the word 'Shabbat' in relation to God. No women are mentioned.
Mifalot-HaZadikim_0042	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	No women appear as characters in this story, which centers entirely on Rabbi Aaron of Karlin and two male Chabad disciples during a Shabbat meal. The phrase 'אוי לאם שלכם' (woe to your mother) is a rhetorical exclamation, not a woman character participating in the narrative.	No women appear as characters in this story about Rabbi Aharon of Karlin and two students.
Mifalot-HaZadikim_0043	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is entirely about male figures — the Rabbi of Karlin delivering a eulogy for his master, with an extended homiletical discussion of Chanoch/Enoch, Rashi, and the Metatron concept. No women appear in any capacity.	This story discusses the death of a rabbi and an interpretation of a passage from Rashi. No women are mentioned.
Mifalot-HaZadikim_0044	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story revolves entirely around a male student's nighttime encounter with Rabbi Aharon of Karlin, with no women present or mentioned.	This story focuses on the interaction between two male rabbis and a student. No women are mentioned or play any role in the narrative.
Mifalot-HaZadikim_0045	Mifalot-HaZadikim	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters — the villager father-in-law, his learned son-in-law, and Rabbi Elimelech of Lizhensk. No women appear or are referenced in any capacity.	Though unnamed, a man's wife is mentioned in the story as the mother of the scholar. Her presence or actions do not influence the plot.
Mifalot-HaZadikim_0046	Mifalot-HaZadikim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the father-in-law (חותן) and his son-in-law (חתן) and their dispute over Hasidic practice, culminating in a visit to the Rebbe. No women appear as characters; the widow (אלמנה) and divorcee (גרושה) mentioned are legal categories cited in the Rebbe's halakhic analogy, not characters in the narrative.	The story focuses on the conflict between a Hasidic man and his non-Hasidic father-in-law. The man's wife is not a character in the story.
Mifalot-HaZadikim_0047	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story centers entirely on Rabbi Menachem Nachum of Mukachevo's illness and his dream/Torah teaching about materialism and divine providence. No women appear or are referenced in any capacity.	This story revolves around a rabbi's illness and his interpretation of a dream; no women are present or mentioned.
Mifalot-HaZadikim_0048	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a Talmudic legal-spiritual discussion about suffering, Torah neglect, and prayer, delivered by R. Shalom of Porivtsh. No women appear in any capacity, named or unnamed.	This story is a commentary on a passage from the Talmud and does not feature any women.
Mifalot-HaZadikim_0049	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story centers entirely on a dying rebbe and his male disciples; no women appear or are mentioned in any capacity.	This story focuses on the Rebbe's final words to his students about the nature of future tzadikim, with no mention of women.
Mifalot-HaZadikim_0050	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story features only male characters — Rabbi Ze'ev of Zhitomir and his student/son-in-law Rabbi Shneur. The Shechina is invoked as an abstract theological concept (a sign of holiness), not as an active character in the narrative.	This story speaks of the passing of Rabbi Zev of Zhitomir and his words to his student. No women are mentioned.
Mifalot-HaZadikim_0051	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story is a teaching from R. Pinchas of Korets about not cutting the Shabbat eve bread (challah) with a knife, based on gematria and halachic reasoning. No women appear in any capacity.	This text discusses religious laws about cutting bread on the Sabbath and does not mention any women.
Mifalot-HaZadikim_0052	Mifalot-HaZadikim	no-women	no-women	no-women	all-agree	The story involves a man seeking advice from a rebbe about mockers who distract him from divine service; no women appear in any capacity.	This story focuses on a man's complaint about being mocked and the rabbi's response, with no mention of women.
Mifalot-HaZadikim_0053	Mifalot-HaZadikim	no-women	no-women	minor	human=claude/gemini-differs	The only female figure in the story is the Shunamite woman from 2 Kings, who appears solely within Rabbi Ze'ev's embedded midrashic interpretation as a biblical exemplar — not as a character in the story's own narrative action, which centers entirely on two male rabbis and their interaction.	The story references a woman in the Talmudic passage. Although she is essential to interpreting the meaning of holiness, her role is as an example and not a character in the story itself.
Mifalot-HaZadikim_0054	Mifalot-HaZadikim	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters throughout: the traveling preacher (בעל דרשן), the wealthy householder, his sons and sons-in-law, and the Tzadik R' Menachem Nachum of Chernobyl. No women are mentioned or referenced in any capacity.	While the story primarily focuses on the interactions between a visiting preacher and a rabbi, the host's wife and other women are mentioned as part of the household preparing for the rabbi's visit, indicating their presence though not as central figures.
Peer-MiKdoshim_0001	PeerMikdoshim	minor	minor	major	human=claude/gemini-differs	A woman appears vividly at the opening — she weeps bitterly before the assembled tzaddikim over her lost 800 gulden — and her plight directly triggers the Rebbe of Kaminke's telling of the main Besht story. However, she functions as a framing catalyst rather than a central character; the bulk of the narrative centers on two male friends whose spiritual fate constitutes the story's core meaning.	A woman approaches the tzaddikim lamenting the loss of money she gave to a man for a business venture. While the focus shifts to a story about two wealthy friends, the initial scenario highlights the woman's agency and financial plight, making her a significant character.
Peer-MiKdoshim_0002	PeerMikdoshim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on a male avrech, the rabbi, the emperor, and the community leaders of Kraków; no women appear or are mentioned in any capacity throughout the narrative.	While there are no named women, the story mentions a wife (חתן לגביר) of the wealthy scholar. Her role is minimal, and she doesn't drive the plot or meaning, so the story is categorized as minor.
Peer-MiKdoshim_0003	PeerMikdoshim	no-women	no-women	no-women	all-agree	The story centers entirely on a poor man, the nobleman, and the rabbi R' Yeshaya Pinto — no women appear in any capacity, named or unnamed.	This story revolves around a man who finds a source of wealth from an idol. No women are mentioned in the story.
Peer-MiKdoshim_0004	PeerMikdoshim	minor	minor	minor	all-agree	The widow (אשת המת) appears briefly to claim her ketubah before the rabbinical court, which triggers the rabbi's mistaken ruling and the ensuing dream-correction; her role is purely functional and the story's spiritual thrust centers entirely on the tax collector's soul-rectification and the rabbi's error.	The story focuses on a man's zealous actions against idols and the consequences he faces. While his wife appears at the end seeking her due, her role is limited to a legal matter arising from her husband's death, not driving the narrative's core themes.
Peer-MiKdoshim_0005	PeerMikdoshim	no-women	minor	minor	models-agree/human-differs	A bride (כלה) and a prospective mother-in-law (מחותנת) are mentioned as the stated purpose of the journey, but neither actually appears or acts in the narrative—the boy arrives and explicitly sees no bride or mother-in-law. Women are referenced but play no active or foregrounded role.	A bride is mentioned as the intended match for a young man, but she remains unseen and does not actively participate in the story. The story centers on the young man, the matchmakers, and the rabbi's advice.
Peer-MiKdoshim_0006	PeerMikdoshim	minor	minor	minor	all-agree	Rabbi David Pirkus's daughter is the reason the emissaries are sent to find a groom, and her dowry figures are discussed, but she never appears as a character and takes no action in the narrative. The story centers on the disciples' journey, their test of the prospective groom, and their faithfulness to their master's instruction about bitachon.	The story revolves around finding a suitable husband for Rabbi David Pirkus's daughter. While she is the reason for the mission, she herself isn't a character; the story focuses on the men sent to find a groom and their experiences. Thus the daughter plays a minor role
Peer-MiKdoshim_0007	PeerMikdoshim	no-women	no-women	no-women	all-agree	The story revolves entirely around a wealthy skeptic from Lublin and a Hasidic follower who debate the holiness of the Seer of Lublin; no women appear or are mentioned in any capacity.	This story involves a wealthy man and a Hasid arguing about their Rebbe. No women are present or mentioned.
Peer-MiKdoshim_0008	PeerMikdoshim	no-women	no-women	no-women	all-agree	The story centers entirely on the wealthy miser from Moldavia, Rabbi Meir of Premishlan, and Elijah the Prophet (who appears disguised as a poor man); no women appear or are mentioned in any capacity.	This story focuses entirely on the interactions between Rabbi Meir, a wealthy man, and Elijah. There are no women mentioned or involved in the narrative.
Peer-MiKdoshim_0009	PeerMikdoshim	minor	minor	minor	all-agree	The gabir's daughter (the avrech's wife) and the 'bnot beliyaal' who poison her against her husband appear as causes of the marital conflict, but the narrative centers on the tzaddik Rabbi Shimshon Wiener and the avrech's predicament; the women are background agents of the plot rather than foregrounded characters.	The story involves a woman (the daughter of a wealthy man) whose marriage is arranged, and later deteriorates. However, the focus is primarily on the male characters – her husband, her father, and the rabbi – and their interactions. The woman's perspective and agency are limited, making her a minor character in the unfolding events.
Peer-MiKdoshim_0010	PeerMikdoshim	major	major	major	all-agree	The Gaon's first wife is the central figure driving the entire second half of the narrative: her uncertain fate after the fire motivates the Gaon's elaborate charity scheme at his second wedding, her suffering as a wandering pauper is foregrounded, and her identification among the poor recipients is the story's climax. Without her, the plot has no purpose.	The story revolves around the first wife of the protagonist. Her survival of the fire and eventual encounter with her former husband in Vienna drives the plot forward and motivates his actions.
Peer-MiKdoshim_0011	PeerMikdoshim	major	major	minor	human=claude/gemini-differs	The king's daughter (בת המלך) is a central plot driver: the bishop seeks her out, manipulates her with antisemitic arguments, and she actively feigns illness and deceives her father the king in order to turn him against the Jewish Gaon — her deception is the narrative hinge on which the conflict turns.	The story mentions the king's daughter and how she is manipulated by the Bishop to turn against the Jewish advisor. While she plays a role in the plot, she is not the central figure, and her actions are secondary to the main conflict between the king, the advisor, and the Bishop.
Peer-MiKdoshim_0012	PeerMikdoshim	major	major	major	all-agree	The widow of Reb Chaim Weinshenkher is the central character who drives the entire narrative: she repeatedly petitions the Tzaddik, devises her own schemes, discovers the hidden wine, and engineers the profitable sale — her poverty, resourcefulness, and ultimate salvation are the story's sole focus.	The story revolves around a widow's financial hardship and her interactions with the Tzaddik, but her resourcefulness in selling wine is central to the plot and her eventual wealth. Her constant attempts to get the Tzaddik to pray for her in a specific way, and his responses to her, are key elements.
Peer-MiKdoshim_0013	PeerMikdoshim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on a wicked man who sacrifices his life to perform the mitzvah of handwashing before a meal; no women appear in any capacity, named or unnamed.	A man risks death to perform ritual hand-washing. While the story itself is about his piety, the story mentions women in the context of his general sinfulness but does not make them characters.
Peer-MiKdoshim_0014	PeerMikdoshim	minor	minor	minor	all-agree	The tavern-keeper's wife appears actively at the story's opening — giving her husband a detailed list of requests for the Tsadik and running after the wagon to add reminders — and the bride (כלה) is present as the occasion for the visit, but neither woman drives the story's central spiritual drama, which concerns the Tsadik's call to confession, the travelers' ordeal in the swamp, and their miraculous rescue.	A woman (the wife of the *mukhsan*) prompts her husband to ask the Rabbi for specific blessings. Although her requests initiate the plot, the story primarily focuses on the *mukhsan*'s journey, his missteps, and the eventual divine intervention.
Peer-MiKdoshim_0015	PeerMikdoshim	major	major	major	all-agree	The young lord's wife is the central antagonist who drives the entire plot: her tour of the estate, her jealousy at the Jewish leaseholder's wealth, and her ultimatum to her husband ('if you do not expel this Hebrew from your borders, you are not my husband') are the direct cause of the expulsion and the ensuing crisis. Her actions are narrated in substantial detail and are indispensable to the story's conflict.	The story revolves around the wife of the young landlord whose jealousy and insistence on removing the Jewish leaseholder (the *passessir*) drives the plot. Her actions directly lead to the leaseholder's misfortune and the landlord's illness, making her central to the narrative's development.
Peer-MiKdoshim_0016	PeerMikdoshim	minor	minor	minor	all-agree	Three unmarried daughters are the motivation for the father's journey to seek funds for their dowries, making them the stated cause of the plot, but they appear only as passive objects of concern and never speak, act, or otherwise shape the narrative themselves. Their role is background/instrumental rather than foregrounded or agentive.	The story revolves around a man's struggles to marry off his three daughters, but the daughters themselves are passive and do not influence the plot. Their presence is the *reason* for the story, but they are not *characters* in it.
Peer-MiKdoshim_0017	PeerMikdoshim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on male characters — the Tzaddik of Zidichov, his brother R' Kapili, and the Hasidim — with no women mentioned or appearing in any capacity. The narrative concerns a Purim mock-court scene and the cancellation of communal taxes.	The story describes a Purim celebration where a man dressed as a minister asks the Tzaddik to abolish certain laws. While the abolishment of laws would affect all people including women, no women are specifically mentioned or play a role in the story itself.
Peer-MiKdoshim_0018	PeerMikdoshim	minor	minor	minor	all-agree	The arendator's wife appears twice briefly: she is angry when her husband returns with only candles, and she questions him before he leaves for the auction. She is not central to the plot, which revolves around R. Moshe Leib's advice and the arendator's miraculous acquisition of the lease.	The story includes the wife of the leaseholder, who is angry with him for spending money. However, her role is minor and doesn't drive the plot significantly; the focus is on the leaseholder and Rabbi Moshe Leib.
Shivhei-Habesht_0001	Shivhei-Habesht	minor	minor	minor	all-agree	The rabbi's wife is mentioned briefly at the opening—she escapes captivity and becomes a midwife out of poverty—but the story's main thrust concerns the rabbi's own captivity, piety, and supernatural counsel to the king's advisor. She plays no role in the central events and is not referenced again after her initial mention.	The story mentions the protagonist's wife, who flees and becomes a midwife to support herself, but she is not a major character in the narrative. She is only mentioned at the beginning.
Shivhei-Habesht_0002	Shivhei-Habesht	minor	minor	minor	all-agree	R' Adam's wife appears briefly in one vignette: she asks about their poverty, takes a garment from the chamber at his suggestion, then chooses to return it and accept hardship. Her moment is morally resonant but self-contained and tangential to the story's main thrust, which concerns R' Adam's miraculous feast, his humiliation of the antisemitic minister, and the transmission of the sacred writings to the Besht.	A wife is briefly mentioned in connection to a garment, but she does not drive the narrative. The story focuses on Rabbi Adam and his interactions with a king, a minister, and the transmission of sacred writings.
Shivhei-Habesht_0003	Shivhei-Habesht	minor	minor	minor	all-agree	The Besht's wife appears briefly — she travels with him to Brod and speaks one line in response to her brother's greeting, which prompts his compassion toward the couple. However, she is a background figure and the story's main thrust (the dangerous journey, the frog's soul-repair, the Besht's hidden powers) does not depend on her.	The story mentions the Baal Shem Tov traveling with his wife to his brother-in-law's house. The sister/wife relays that they have experienced hardship. However, the wife does not drive the story's plot.
Shivhei-Habesht_0004	Shivhei-Habesht	minor	minor	minor	all-agree	The Besht's wife appears several times with active dialogue — managing the livelihood, hosting guests, explaining the 12 challot and mikveh to the traveler — and her words provide important narrative information. However, the story's central thrust is the Besht's spiritual concealment and gradual revelation, and she functions in a supporting capacity throughout rather than driving the plot or embodying its spiritual meaning.	The wife of the Besht is mentioned and has a role in hosting guests, but she is not central to the plot or the spiritual meaning of the story. The story revolves around the Besht's actions and interactions with others.
Shivhei-Habesht_0005A	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on male characters — the narrator's father-in-law (Alexander the shochet), the Baal Shem Tov, and the scribe Tzvi — and no women appear or are mentioned in any capacity.	This story recounts an event involving the Baal Shem Tov and a scribe. No women are mentioned.
Shivhei-Habesht_0005B	Shivhei-Habesht	minor	major	minor	human=gemini/claude-differs	The possessed woman (אשה משוגעת) plays a central and indispensable role in a key episode: she publicly reveals the Besht's heavenly secret (that he was forbidden to use holy names until age 36), directly interacts and negotiates with him, and her disclosure drives the story's central revelatory moment about his divine mandate. While the Besht's wife is also present (briefly, refusing divorce out of private knowledge of him), it is the possessed woman whose actions are foregrounded and without whom the story's main spiritual turning point would not occur.	The story mentions the Baal Shem Tov's father-in-law, and the father-in-law's wife. There is also a story about a madwoman and a married woman whose husband is possessed, but these women play supporting roles; they are not the focus of the narrative, which centers on the Baal Shem Tov's actions.
Shivhei-Habesht_0006	Shivhei-Habesht	no-women	major	minor	all-differ	The foreign woman (נכריות) is the witch whose spell on the tax collector drives the entire plot; her witchcraft is the story's inciting cause and her closing admission of defeat ('I am clever but you are cleverer') frames the Besht's victory, making her actions indispensable to both the narrative and its spiritual demonstration.	A non-Jewish woman (נכריות) plays a very minor role, delivering a short message in Russian. She's not central to the plot, which focuses on the Ba'al Shem Tov's actions and the demon's expulsion.
Shivhei-Habesht_0007	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The tax collector's wife appears briefly at the end of the story — she steps away assuming her husband might rest, then discovers he has died — but her role is purely incidental to the main narrative about the Besht's prophetic vision and the tax collector's failure to repent. Two other women are mentioned only in passing: Reb Yaakov's deceased wife (establishing his widower status) and the unnamed woman he is traveling to marry (a destination, not a character).	The story mentions the wife of the tax collector, but she only appears at the end of the story when her husband dies. She does not influence the plot in any significant way.
Shivhei-Habesht_0008A	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story revolves entirely around male rabbinic figures — the Besht, Rabbi Abba, Rabbi Chaim, and the synagogue beadle — engaged in Torah study and prayer. No women appear or are mentioned in any capacity.	This story focuses on interactions between the Baal Shem Tov and various rabbis. No women are mentioned or appear in the narrative.
Shivhei-Habesht_0008B	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story revolves entirely around male characters — Rabbi Avraham Podlisker, the Besht, a doctor, and the rabbi's sons. The Shechina is mentioned only as a theological metaphor ('I knew the Shechina came with him'), not as an active character in the narrative.	No women are central to the narrative. While the Shechina is mentioned, it does not appear as a character within the story's action or play a defined role.
Shivhei-Habesht_0008	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	Women appear only in the formulaic phrase 'אנשים ונשים וטף' (men, women, and children) within the Besht's letter predicting a commotion — a collective, background reference with no individual role or narrative significance.	The story mentions women ('people, men, women, and children') as part of a crowd experiencing a frightening event. However, they are not individually characterized or essential to the plot, so their role is minor.
Shivhei-Habesht_0009	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features only male characters — the Besht, R' Gershon, the rabbi of Kotiv, and R' Moshe — with no women appearing in any capacity, even in passing.	This story involves the Baal Shem Tov, Rabbi Gedalia, Rabbi Gershon, and Rabbi Moshe. There are no women mentioned in the story.
Shivhei-Habesht_0010	Shivhei-Habesht	major+minor	minor	minor	models-agree/human-differs	The Besht's wife appears several times — she is told to unload the flour, she reports that it became leavened (which triggers his second journey), and she is dressed for the holiday at the story's end — but she remains a background figure; the narrative centers on the Besht's trials, his weeping prayer, and the Elijah revelation.	The story revolves around the Baal Shem Tov and his difficulties in obtaining kosher food for Passover. His wife is mentioned regarding her involvement in preparing for the holiday and purchasing items, but she doesn't significantly drive the plot.
Shivhei-Habesht_0011	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male characters — the Baal Shem Tov, R' Gershon, and a non-Jewish man — centered on the theft and return of a horse. No women appear in any capacity.	This story involves the Besht, a stolen horse, and Reb Gershon. No women are mentioned.
Shivhei-Habesht_0012	Shivhei-Habesht	minor	minor	major	human=claude/gemini-differs	The Besht's wife Chana (חנה) appears several times — answering R' David's questions, offering to cook, alerting her husband, and waking the Besht when R' David faints — and is even called 'הצדקת'. However, the story's central spiritual drama (R' David witnessing the Besht's holy light and becoming his disciple) is driven entirely by the two men; Chana's actions, while named and plot-functional, are supportive and facilitative rather than foregrounding her own spiritual qualities or agency.	The wife, Hannah, plays a critical role in the story. She answers the guest's questions, prepares food for him, and most importantly, her dialogue and actions involving the perceived fire are essential to the narrative's development and the revealing of the Ba'al Shem Tov's spiritual state.
Shivhei-Habesht_0013	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters — the Besht, a wealthy man, his learned tutor (melamed), the employer (ba'al habayit), and a servant — with no women mentioned or appearing in any capacity.	While not central, the wealthy man's wife is mentioned ('Ba'al Habayit'), prompting the story's events. However, her role is limited to this mention, not actively shaping the narrative's direction or spiritual meaning.
Shivhei-Habesht_0014	Shivhei-Habesht	major	no-women	minor	all-differ	"[parse error] 
{
  ""category"": ""major"",
  ""reasoning"": ""The merchant's wife (אמו אשת הסוחר) is the direct catalyst of the entire plot: she rebukes her husband for his stubbornness, argues for visiting the Besht on "	The wife of the merchant urges him to seek help from the Baal Shem Tov regarding their son's disappearance. While her insistence is important, she does not drive the story's plot, which focuses on the merchant's skepticism and the Baal Shem Tov's powers.
Shivhei-Habesht_0015	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the Besht and a series of male disciples and rabbis (R. Abraham, R. Wolf Kitzes, the Maggid of Mezeritch, R. David Forkes) witnessing his ecstatic prayer. No women appear in any capacity.	The story primarily focuses on the Baal Shem Tov and his interactions with other men during prayer. Although there is a mention of the Shechina and a story involving water moving in a vessel, these do not constitute major female roles within the narrative.
Shivhei-Habesht_0016	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The deceased man's wife appears briefly as the recipient of a message about her son's match, but the story's main focus is on the dream vision, the heavenly altar, and the Besht's spiritual interpretation. The wife plays no active role in shaping the narrative's spiritual meaning.	A deceased man asks his friend to tell his wife not to arrange a bad match for their son. She is a recipient of the message but does not act independently.
Shivhei-Habesht_0017	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the Besht's Yom Kippur spiritual battle — his prayers, heavenly journey through palaces, encounter with the Messiah, and nullification of the decree against Israel. No women appear in any capacity, even in passing.	"The story describes the Besht's Yom Kippur prayers and visions. While there is a mention of 'רומע""ל' (likely a woman's name) who is associated with the prayers' ascent, she isn't a character; the story revolves around the Besht and his spiritual struggle."
Shivhei-Habesht_0018	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features only male characters — Rabbi Falk the Cohen, Rabbi Shmeril the preacher, and the Baal Shem Tov. The phrase 'עיר ואם בישראל' is a stock biblical idiom for a prominent city, not a reference to a woman character.	This story focuses on the Baal Shem Tov's prophecy about a town. No women appear in the narrative.
Shivhei-Habesht_0019	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story recounts a military conflict between Ishmael and Yavan that destroyed a city and its surroundings, as told by Rabbi Shmeryl. No women appear or are referenced in any capacity.	This story discusses war and destruction, and it does not include any women characters.
Shivhei-Habesht_0020	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on R' Gershon and the Besht, describing their prayers, spiritual kavvanot, and encounters with souls of the dead. No women appear or are mentioned in any capacity.	This story recounts a journey and prayer experience of Rabbi Gershon, with no mention or role for any women.
Shivhei-Habesht_0021	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story focuses entirely on male figures — the Baal Shem Tov, the rabbi of Shargorod, and the preacher (מוכיח) — with no women mentioned or appearing in any capacity.	While the story mainly focuses on male figures, it mentions that a rabbi who later becomes a follower of the Besht was married. The reference is brief and doesn't influence the plot significantly, so the story is categorized as minor.
Shivhei-Habesht_0022	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	A unnamed virgin (בתולה אחת בת אחותו של הרב), the rabbi's niece, appears briefly as the sole person entrusted to bring him food during his secret fasts, but she plays only a functional supporting role in the story. The narrative centers on the Besht, the fasting rabbi, and their spiritual exchange, with the woman mentioned only incidentally.	A young orphaned woman who is the rabbi's niece serves as his caretaker and keeps his fasting secret, but the plot focuses on the rabbi's asceticism, the Ba'al Shem Tov, and the community's reaction to the rabbi's behavior. While she is essential to the rabbi's ability to fast, she does not drive the plot itself.
Shivhei-Habesht_0023	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story concerns the Baal Shem Tov, Rabbi Gedaliah, and other male figures discussing travel to the Land of Israel, divine decrees, and communal disasters; no women appear in any capacity.	This story focuses on the Baal Shem Tov and his interactions with other men regarding a city's fate. There are no women mentioned or involved in any way.
Shivhei-Habesht_0024	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story involves only male characters — the narrator, the Rav (Besht), the gabbai, a man reciting Psalms, and schoolchildren — with no women mentioned or appearing in any capacity.	While not central, the story references women needing household items from the market, and their presence in the home is assumed as part of daily life.
Shivhei-Habesht_0025	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story focuses entirely on the Rabbi Mordechai of Sharyhrod and his religious practices and conduct, with no women appearing in any capacity. The only other figures mentioned are male (Reb David, the Rabbi of Nemirov, the Rabbi's son).	The story focuses exclusively on the actions and piety of male rabbis and their community. No women are mentioned.
Shivhei-Habesht_0026	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story revolves entirely around male characters — the narrator, his father-in-law, R' Gershon, R' Gedalia, R' Tzvi, and an unnamed rescuer — recounting R' Gershon's near-drowning during an immersion at sea. No women appear or are referenced in any capacity.	This is a story about men discussing a Hasid's potentially dangerous ritual immersion in the sea. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0027	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	A wife is mentioned twice — Rabbi Gershon's wife, whom he avoided out of a vow of abstinence and could not persuade to let him travel to the Land of Israel — but she is entirely passive and unnamed, serving only as context for the spiritual problem the Besht diagnoses and helps repair. The story's central action revolves around the Besht, Rabbi Gershon, and their spiritual-halachic exchange.	A wife is mentioned as the reason for the man's actions, but she has no direct role in the narrative's events or spiritual lesson. She is simply a cause of the man's transgression.
Shivhei-Habesht_0028	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male characters — R' Shalem, R' Gershon, R' Leib, and other men — engaged in communal prayer and fasting in Jerusalem. No women appear in any capacity.	There are no women present in the story. The narrative focuses on the actions and interactions of male rabbis and their sons during a prayer service.
Shivhei-Habesht_0029	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story revolves entirely around male characters — Rabbi Gershon, the Hakham of Safed, the Besht, and Rabbi Lipman — in a dispute over alleged falsehood and a heavenly judgment. No women appear or are mentioned in any capacity.	While no women are active characters, the story references a wife in passing when discussing expenses for Shabbat. This constitutes a minor presence.
Shivhei-Habesht_0030	Shivhei-Habesht	major	major	major	all-agree	The wife of R' Gershon is a central figure whose distress (being mocked by local women for not straining water) drives the entire narrative, and another named woman who composed the mocking song is cursed into widowhood — both women's actions and fates are indispensable to the story's plot and resolution.	The story focuses on the experience of Rabbi Gershon's wife and her distress at being mocked. Her actions and emotions are central to the narrative, as is Rabbi Gershon's response to her suffering, making her a major character in this story.
